#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dns
#open	2014-04-03-10-48-16
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	trans_id	query	qclass	qclass_name	qtype	qtype_name	rcode	rcode_name	AA	TC	RD	RA	Z	answers	TTLs	rejected
#types	time	string	addr	port	addr	port	enum	count	string	count	string	count	string	count	string	bool	bool	bool	bool	count	vector[string]	vector[interval]	bool
1347758936.940838	C50QA82v1qHXVjCEWd	192.168.119.10	1029	4.2.2.3	53	udp	12167	consyltantoriflame.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	81.177.139.45	10776.000000	F
1347758939.550011	C50QA82v1qHXVjCEWd	192.168.119.10	1029	4.2.2.3	53	udp	59780	midwaydance.ru	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	206.53.52.13	43200.000000	F
1347758940.393404	CUxLYx2FGtLkX2E728	192.168.119.10	1044	4.2.2.3	53	udp	37509	www.google-analytics.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	www-google-analytics.l.google.com,74.125.225.65,74.125.225.72,74.125.225.64,74.125.225.68,74.125.225.69,74.125.225.73,74.125.225.67,74.125.225.66,74.125.225.70,74.125.225.78,74.125.225.71	12821.000000,245.000000,245.000000,245.000000,245.000000,245.000000,245.000000,245.000000,245.000000,245.000000,245.000000,245.000000	F
1347758940.24595	C50QA82v1qHXVjCEWd	192.168.119.10	1029	4.2.2.3	53	udp	17797	bgfshfv.justdied.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	91.229.210.247	31.000000	F
1347758940.614195	C50QA82v1qHXVjCEWd	192.168.119.10	1029	4.2.2.3	53	udp	11139	www.yandex.ru	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	87.250.250.203,87.250.251.3,93.158.134.3,93.158.134.203,213.180.193.3,213.180.204.3,77.88.21.3,87.250.250.3	2256.000000,2256.000000,2256.000000,2256.000000,2256.000000,2256.000000,2256.000000,2256.000000	F
1347758940.615355	CHymaADwitpYOX91f	192.168.119.10	1049	4.2.2.3	53	udp	22915	counter.rambler.ru	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	81.19.88.81,81.19.88.95,81.19.88.96,81.19.88.102,81.19.88.103,81.19.88.106,81.19.88.108,81.19.88.80	3525.000000,3525.000000,3525.000000,3525.000000,3525.000000,3525.000000,3525.000000,3525.000000	F
1347758940.611948	CUxLYx2FGtLkX2E728	192.168.119.10	1044	4.2.2.3	53	udp	51589	www.consyltantoriflame.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	81.177.139.45	10800.000000	F
1347758940.869351	C50QA82v1qHXVjCEWd	192.168.119.10	1029	4.2.2.3	53	udp	33920	yandex.ru	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	77.88.21.11,87.250.250.11,87.250.251.11,93.158.134.11,213.180.193.11,213.180.204.11	175.000000,175.000000,175.000000,175.000000,175.000000,175.000000	F
1347758941.161541	C50QA82v1qHXVjCEWd	192.168.119.10	1029	4.2.2.3	53	udp	12929	counter.yadro.ru	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	88.212.196.122,88.212.196.123,88.212.196.124,88.212.196.69,88.212.196.72,88.212.196.75,88.212.196.77,88.212.196.101,88.212.196.102,88.212.196.103,88.212.196.104,88.212.196.105	120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000	F
#close	2014-04-03-10-48-16
