#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2014-04-03-10-13-08
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count	table[string]
1328740588.351042	CWN2O34AjmSm3z8KA4	192.168.106.10	1029	217.160.249.110	80	tcp	http	7.234186	3784	357561	SF	-	0	ShADadfF	190	11392	255	367765	(empty)
1328740588.705736	CbyK6yQfynVFud9z4	192.168.106.10	1030	217.160.249.110	80	tcp	http	6.879736	4013	257162	SF	-	0	ShADadfF	139	9581	190	264766	(empty)
1328740595.624597	CtjLJF2sfRiVfi882g	192.168.106.10	1039	217.160.249.110	80	tcp	http	5.860444	488	57508	RSTO	-	0	ShADadfR	32	1776	43	59232	(empty)
1328740595.624131	CcqDVG3y0EyTf5b01g	192.168.106.10	1040	217.160.249.110	80	tcp	http	5.861128	488	81069	RSTO	-	0	ShADadfR	42	2176	60	83473	(empty)
1328740601.630731	CfWjIr2GXsTKDs5DZe	192.168.106.10	1047	64.20.38.90	443	tcp	-	0.542881	348	260880	SF	-	0	ShADdFfa	113	4876	201	268928	(empty)
1328740588.348822	CLkcx34nsOoMjchabl	192.168.106.10	1028	4.2.2.3	53	udp	dns	6.235851	105	153	SF	-	0	Dd	3	189	3	237	(empty)
1328740598.434584	Ci9iQh1QEEXfskZ41f	192.168.106.10	1045	91.213.8.224	80	tcp	http	9.667068	181	72510	SF	-	0	ShADadFf	35	1589	53	74638	(empty)
1328740596.991162	CM6GrF2ZaV21Qw9po9	192.168.106.10	1041	91.213.8.224	80	tcp	http	11.110799	923	5421	SF	-	0	ShADadFf	10	1331	9	5789	(empty)
1328740575.621794	CpNJPbckZc5KENtR2	0.0.0.0	68	255.255.255.255	67	udp	dhcp	0.000657	626	0	S0	-	0	D	2	682	0	0	(empty)
1328740575.622112	C8cJvbNHFBg3SEIcl	192.168.106.10	68	192.168.106.1	67	udp	dhcp	2.680695	314	900	SF	-	0	dD	1	342	3	984	(empty)
1328740594.585522	C9NhhH3VeFJKrzHptj	192.168.106.10	1038	91.213.8.224	80	tcp	http	62.914824	818	2847	RSTO	-	0	ShADadR	7	1106	5	3055	(empty)
1328740591.25862	CMo2ny3BcipAMUdsj	192.168.106.10	1037	62.149.131.244	80	tcp	http	66.242041	333	421	RSTO	-	0	ShADdaR	6	914	3	549	(empty)
1328740663.153416	Cqp8Wr2Fni0LTUupoa	192.168.106.10	1049	60.212.214.226	80	tcp	-	-	-	-	S0	-	0	S	1	48	0	0	(empty)
1328740598.021606	Cv2VBh1n7V2KKYMZm9	192.168.106.10	1043	239.255.255.250	1900	udp	-	6.088242	399	0	S0	-	0	D	3	483	0	0	(empty)
1328740663.43086	CTCsEv1VDyWIq1Gppa	221.2.133.22	3	192.168.106.10	13	icmp	-	-	-	-	OTH	-	0	-	1	56	0	0	(empty)
#close	2014-04-03-10-13-08
