#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-51-20
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1346317887.152332	CmmXEt4u4a90IthGLd	192.168.118.10	1030	62.149.128.160	80	1	GET	vinivicenza.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	235	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	Fd3BZw2PItyuqS3WO5	text/html
1346317887.403355	CbHFRb15tUuT5j8eT9	192.168.118.10	1031	62.149.140.60	80	1	GET	www.vinivicenza.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	27035	200	OK	-	-	-	(empty)	-	-	-	-	-	FQgo4y2mRiMZPHDqva	text/html
1346317888.008994	CQlxaG2swo7ZM4Vot1	192.168.118.10	1032	62.149.140.60	80	1	GET	www.vinivicenza.com	/cache/assets/b55232d41c3a21411612762c5a15cb4c.css	http://www.vinivicenza.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14828	200	OK	-	-	-	(empty)	-	-	-	-	-	FUFgwi4wPXSnQaiJ0g	text/plain
1346317888.217978	CbHFRb15tUuT5j8eT9	192.168.118.10	1031	62.149.140.60	80	2	GET	www.vinivicenza.com	/media/system/js/mootools.js	http://www.vinivicenza.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	75066	200	OK	-	-	-	(empty)	-	-	-	-	-	FEfwNw1z19f4QaPNSh	text/plain
1346317888.882548	CQlxaG2swo7ZM4Vot1	192.168.118.10	1032	62.149.140.60	80	2	GET	www.vinivicenza.com	/media/system/js/caption.js	http://www.vinivicenza.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2282	200	OK	-	-	-	(empty)	-	-	-	-	-	FXDxQ01FncKB6RFCI6	text/plain
1346317889.177161	CbHFRb15tUuT5j8eT9	192.168.118.10	1031	62.149.140.60	80	3	GET	www.vinivicenza.com	/modules/mod_lofarticlesscroller/assets/script_11.js	http://www.vinivicenza.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10896	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqam5w3mHqERhQe976	text/plain
1346317889.365689	CjY6Oo4J2QmO6vejHg	192.168.118.10	1033	74.125.134.95	80	1	GET	fonts.googleapis.com	/css?family=Rokkitt:400,700	http://www.vinivicenza.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	438	200	OK	-	-	-	(empty)	-	-	-	-	-	F6o41h4IUdCRjAW9fj	text/plain
1346317889.387486	CYyFODJvQvgGWPY4l	192.168.118.10	1034	74.125.137.132	80	1	GET	themes.googleusercontent.com	/static/fonts/rokkitt/v5/5gWwNxgds7YXZCRqZwhDGg.eot	http://www.vinivicenza.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	24011	200	OK	-	-	-	(empty)	-	-	-	-	-	FsRW7o4oRLcnRVam54	application/vnd.ms-fontobject
1346317889.395824	CbHFRb15tUuT5j8eT9	192.168.118.10	1031	62.149.140.60	80	4	GET	www.vinivicenza.com	/images/blank.gif	http://www.vinivicenza.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	214	404	Not Found	-	-	-	(empty)	-	-	-	-	-	F1CwNMkziyIx3lfSh	text/html
1346317889.550952	CbHFRb15tUuT5j8eT9	192.168.118.10	1031	62.149.140.60	80	5	GET	www.vinivicenza.com	/templates/Homepage/images/bgContentCenter.png	http://www.vinivicenza.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1043	200	OK	-	-	-	(empty)	-	-	-	-	-	F9AwppGrM8jrvh0y1	image/png
1346317889.723378	CbHFRb15tUuT5j8eT9	192.168.118.10	1031	62.149.140.60	80	6	GET	www.vinivicenza.com	/components/com_virtuemart/shop_image/custom/cart_header.png	http://www.vinivicenza.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1383	200	OK	-	-	-	(empty)	-	-	-	-	-	FidZP44uPMjKItGRDg	image/png
