#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2014-04-03-10-57-15
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count	table[string]
1358927705.072686	CgIgh54TNFT7zXAuBc	192.168.111.10	1030	93.170.52.31	80	tcp	http	0.297341	299	1450	SF	-	0	ShADadfF	5	507	5	1654	(empty)
1358927705.567576	CP1rE01qrk39H71ZRj	192.168.111.10	1032	208.131.138.218	80	tcp	http	0.130307	346	3509	SF	-	0	ShADadfF	6	594	7	3797	(empty)
1358927705.703712	C3BQvB35ou9E6Cg7l8	192.168.111.10	1033	208.131.138.217	80	tcp	http	0.154840	347	33987	RSTO	-	0	ShADadR	24	1315	26	35035	(empty)
1358927705.070791	CnJomD1ijsz9zAJhHl	192.168.111.10	1029	4.2.2.3	53	udp	dns	0.634491	166	546	SF	-	0	Dd	4	278	4	658	(empty)
1358927688.826269	CkAYYOzzdzdpfyMLb	0.0.0.0	68	255.255.255.255	67	udp	dhcp	0.000691	626	0	S0	-	0	D	2	682	0	0	(empty)
1358927688.826599	CPZMN73talwuCvukya	192.168.111.10	68	192.168.111.1	67	udp	dhcp	12.741089	314	900	SF	-	0	dD	1	342	3	984	(empty)
1358927705.706335	Ck0Oyd1oFr9fdBVaBf	192.168.111.10	1034	24.143.197.9	80	tcp	http	60.653448	290	2726	RSTO	-	0	ShADadR	5	498	4	2894	(empty)
1358927705.393071	C63qvf30K94niqAgL1	192.168.111.10	1031	74.125.228.0	80	tcp	http	60.967143	963	15700	RSTO	-	0	ShADadR	13	1491	14	16268	(empty)
1358927707.193511	CPqZqK2Pmhruvz1fs4	192.168.111.10	1037	239.255.255.250	1900	udp	-	6.103807	399	0	S0	-	0	D	3	483	0	0	(empty)
#close	2014-04-03-10-57-15
