#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-45-54
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1368928883.134398	CqZoVYe4Rbqy5sH12	192.168.31.10	1030	173.193.105.245	80	1	GET	world4free.co	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FkzvIu2ZThYOvbUNc2	application/octet-stream
1368928883.198875	CNkFZH1kXvdy0kVBf9	192.168.31.10	1031	74.125.140.121	80	1	GET	www.world4free.in	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	84804	200	OK	-	-	-	(empty)	-	-	-	-	-	FaOPH91w96Ncbd36F7	text/html
1368928883.278402	CosruBCbO0yjUVhb4	192.168.31.10	1032	74.125.130.191	80	1	GET	www.blogger.com	/static/v1/widgets/1832531788-widget_css_bundle.css	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29471	200	OK	-	-	-	(empty)	-	-	-	-	-	Ff88Lh2E4UAPcFXSJ7	text/plain
1368928883.27865	CNyA1f2g84tCrNZoB6	192.168.31.10	1033	74.125.130.191	80	1	GET	www.blogger.com	/dyn-css/authorization.css?targetBlogID=6868838939753680316&zx=ce6110c6-7eca-4e93-9a9b-28b914f4e047	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1	200	OK	-	-	-	(empty)	-	-	-	-	-	FzP6cs3dC5A8nn7Pgh	application/octet-stream
1368928883.721875	CpzI5q33wva62laY2c	192.168.31.10	1039	74.125.130.191	80	1	GET	img1.blogblog.com	/img/icon18_wrench_allbkg.png	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	475	200	OK	-	-	-	(empty)	-	-	-	-	-	FsvdG01hTbz2oFDtV8	image/png
1368928883.722384	C7mGhT2P1RU9xR9SIe	192.168.31.10	1041	74.125.137.132	80	1	GET	3.bp.blogspot.com	/-wnwea-vO7Qc/UYRvOCYfMoI/AAAAAAAASPc/vXc_0kKVY84/s1600/th_feat_1013.jpg	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12634	200	OK	-	-	-	(empty)	-	-	-	-	-	FNT0VNDl9pux2Ndcg	image/jpeg
1368928883.722866	Ckh2H24XP7uQiEOIDh	192.168.31.10	1044	31.170.163.150	80	1	GET	www.priceinfo.comuv.com	/java.js	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1016	200	OK	-	-	-	(empty)	-	-	-	-	-	FHtrS81iTNNmx1wCj5	text/plain
1368928883.722133	CWmVsD3BUyBru0l7ti	192.168.31.10	1040	74.125.137.132	80	1	GET	1.bp.blogspot.com	/-6XK7rIWO5b8/UXuk8fOpEBI/AAAAAAAASMA/7zjfYDqKLvs/s1600/PhotoShare(3).jpg	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12772	200	OK	-	-	-	(empty)	-	-	-	-	-	FgUorRBAXaMq8WgB9	image/jpeg
1368928883.722637	CddY7u2Rg9hoK64Zcf	192.168.31.10	1045	74.125.137.132	80	1	GET	4.bp.blogspot.com	/_t47uhxwKFVM/SkK549TQ_LI/AAAAAAAAAJE/UzJZbZZixLk/s1600/back2.png	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	51578	200	OK	-	-	-	(empty)	-	-	-	-	-	F9t1o91vaM92iRsUHa	image/png
1368928883.762251	C7mGhT2P1RU9xR9SIe	192.168.31.10	1041	74.125.137.132	80	2	GET	3.bp.blogspot.com	/-yg0c752f1-I/UWV4MejB1CI/AAAAAAAASD8/8lgmQN3sS4g/s320/Rail-Rush1.jpg	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16642	200	OK	-	-	-	(empty)	-	-	-	-	-	FlPz5X3snrY2m4NJ8b	image/jpeg
1368928883.777255	C7mGhT2P1RU9xR9SIe	192.168.31.10	1041	74.125.137.132	80	3	GET	3.bp.blogspot.com	/-tt4fviEIxXc/URW_JTM-sTI/AAAAAAAARTA/njatwSNh1-Y/s1600/downhilljam.jpg	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6524	200	OK	-	-	-	(empty)	-	-	-	-	-	FEPf5d4UgcLNLHnqeh	image/jpeg
1368928883.823149	CIT3ZB45tBxBiDdwHi	192.168.31.10	1046	199.21.148.98	80	1	GET	ads.clicksor.com	/newServing/showAd.php?nid=1&pid=113390&adtype=&sid=170493	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1503	200	OK	-	-	-	(empty)	-	-	-	-	-	FeHoF54btoAYsG5Efe	binary
1368928883.926955	CosruBCbO0yjUVhb4	192.168.31.10	1032	74.125.130.191	80	2	GET	www.blogger.com	/navbar.g?targetBlogID=6868838939753680316&blogName=World4free.in&publishMode=PUBLISH_MODE_HOSTED&navbarType=LIGHT&layoutType=LAYOUTS&searchRoot=http://www.world4free.in/search&blogLocale=en&v=2&homepageUrl=http://www.world4free.in/&vt=1941179612110952648&jsh=m;/_/scs/apps-static/_/js/k=oz.gapi.en_US.4aMTkuJAuyY.O/m=__features__/am=IQ/rt=j/d=1/rs=AItRSTM1cVosmJiJ_5COJ99XeoI2rODH6w	http://www.world4free.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6008	200	OK	-	-	-	(empty)	-	-	-	-	-	F1saGm29lWYTmgK3Uk	text/html
