#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dns
#open	2014-04-03-10-49-13
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	trans_id	query	qclass	qclass_name	qtype	qtype_name	rcode	rcode_name	AA	TC	RD	RA	Z	answers	TTLs	rejected
#types	time	string	addr	port	addr	port	enum	count	string	count	string	count	string	count	string	bool	bool	bool	bool	count	vector[string]	vector[interval]	bool
1383003101.161104	CGR0Vi48r0JvmovX7l	192.168.82.10	1035	4.2.2.3	53	udp	51350	www.realdocsfilms.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	192.133.137.120	30.000000	F
1383003101.284856	CGR0Vi48r0JvmovX7l	192.168.82.10	1035	4.2.2.3	53	udp	37012	xjmvmgjj.2valubin.info	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	144.76.207.225	30.000000	F
1383003107.699044	Cp95QOGzsFLICRZg4	192.168.82.10	1041	8.8.8.8	53	udp	13107	j.maxmind.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	108.168.255.244	2305.000000	F
1383003111.290383	C24OC3182AkOIgH6xd	192.168.82.10	1062	8.8.8.8	53	udp	13107	j.maxmind.com	1	C_INTERNET	1	A	0	NOERROR	F	F	T	T	0	108.168.255.244	2302.000000	F
1383003107.949855	CjK2VJ2vvnwcJcesJb	192.168.82.10	1043	85.114.128.127	53	udp	60917	-	-	-	-	-	-	-	F	F	F	F	0	-	-	F
1383003107.96051	C6slPF345cdui3rn5	192.168.82.10	1044	85.114.128.127	53	udp	60917	-	-	-	-	-	-	-	F	F	F	F	0	-	-	F
1383003107.993245	Cuv0KG2UuA8hJFwClc	192.168.82.10	1045	85.114.128.127	53	udp	60917	-	-	-	-	-	-	-	F	F	F	F	0	-	-	F
1383003108.005051	CBGHuE6coOicrTHEb	192.168.82.10	1046	85.114.128.127	53	udp	60917	-	-	-	-	-	-	-	F	F	F	F	0	-	-	F
1383003108.009773	Ce5eENr7YO3UKFbH4	192.168.82.10	1047	85.114.128.127	53	udp	60917	-	-	-	-	-	-	-	F	F	F	F	0	-	-	F
1383003108.01204	C7lJKP2sFQfTP2NsL7	192.168.82.10	1048	85.114.128.127	53	udp	60917	-	-	-	-	-	-	-	F	F	F	F	0	-	-	F
