#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-46-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1361829175.593208	CI4vI928yALIMBbVT9	192.168.76.10	1030	77.93.214.119	80	1	GET	songs.pk	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	230	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FfcXpn4ObnljaTGBS8	text/html
1361829176.333803	CzzHdZ2kw8jDyaYgG7	192.168.76.10	1032	173.193.20.138	80	1	GET	images.songspk.pk	/images/style.css	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32158	200	OK	-	-	-	(empty)	-	-	-	-	-	FGDi3A4Yyb0kGLlYr1	text/plain
1361829176.419681	C6gnLyQOgT0d72pLh	192.168.76.10	1033	173.194.76.95	80	1	GET	fonts.googleapis.com	/css?family=Orienta	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	464	200	OK	-	-	-	(empty)	-	-	-	-	-	FyFngBKht5Ko3yRae	text/plain
1361829176.504769	CKaVBv2RL7QCM0n8Q6	192.168.76.10	1034	74.125.228.12	80	1	GET	themes.googleusercontent.com	/static/fonts/orienta/v1/4h2F_2nQc3QO1h97-0ufEg.eot	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21522	200	OK	-	-	-	(empty)	-	-	-	-	-	FRxDG62tqx390pUOOb	application/vnd.ms-fontobject
1361829175.954082	CVwzPXgMwlacI9LDj	192.168.76.10	1031	83.167.230.176	80	1	GET	www.songspk.pk	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	80627	200	OK	-	-	-	(empty)	-	-	-	-	-	Fxa9LfyeTcESewCz7	text/html
1361829176.526717	CJEqp9ZTgPH9zR2zi	192.168.76.10	1035	93.184.216.169	80	1	GET	c2.zedo.com	/jsc/c2/fo.js	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5337	200	OK	-	-	-	(empty)	-	-	-	-	-	FCdsUU3Ml7Pnd8y5W8	text/plain
1361829177.129667	C9IQuV2Xm1mKnbbkI8	192.168.76.10	1036	54.241.149.246	80	1	GET	axp.zedo.com	/client/axp/fo.js	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5544	200	OK	-	-	-	(empty)	-	-	-	-	-	FhRjh32Timv1nbMJW6	text/plain
1361829177.760355	C9IQuV2Xm1mKnbbkI8	192.168.76.10	1036	54.241.149.246	80	2	GET	axp.zedo.com	/asw/fm.js?c=388&a=0&f=&n=1549&r=29&d=16&adm=&q=&$=&s=68&z=0.11327050773928548&tt=0	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1361829177.886412	C9IQuV2Xm1mKnbbkI8	192.168.76.10	1036	54.241.149.246	80	3	GET	axp.zedo.com	/asw/fmr.js?c=388&a=0&f=&n=1549&r=29&d=16&adm=&q=&$=&s=68&z=0.11327050773928548&tt=0	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2812	200	OK	-	-	-	(empty)	-	-	-	-	-	FwsF3x2Sj1oIcssJmg	text/plain
1361829178.122984	CJEqp9ZTgPH9zR2zi	192.168.76.10	1035	93.184.216.169	80	2	GET	c2.zedo.com	/jsc/images/1x1gradient.png	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	204	200	OK	-	-	-	(empty)	-	-	-	-	-	Fmm0zN3hlIimhdVFa5	image/png
1361829178.261618	CzzHdZ2kw8jDyaYgG7	192.168.76.10	1032	173.193.20.138	80	2	GET	images.songspk.pk	/images/cellpk_02.gif	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45	200	OK	-	-	-	(empty)	-	-	-	-	-	FLLauE4wddcf4bGhfc	image/gif
1361829178.300951	CgnfBk3MhHAJpwOWof	192.168.76.10	1038	173.193.20.138	80	1	GET	images.songspk.pk	/images/cellpk_01.gif	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	82	200	OK	-	-	-	(empty)	-	-	-	-	-	FS4kgG3TLXCkDQeYmc	image/gif
1361829178.300011	CQrp3DF1Ozs4ALwMk	192.168.76.10	1037	98.139.225.43	80	1	GET	ad.yieldmanager.com	/st?ad_type=iframe&ad_size=728x90&section=3434781&pub_url=${PUB_URL}&cc_bu=0.8350579027715727	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4590	200	OK	-	-	-	(empty)	-	-	-	-	-	FtvXbq4IYR7H07oOTf	text/html
1361829178.392836	CzzHdZ2kw8jDyaYgG7	192.168.76.10	1032	173.193.20.138	80	3	GET	images.songspk.pk	/images/cellpk_03.gif	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	98	200	OK	-	-	-	(empty)	-	-	-	-	-	FBb2s81nKnDk0L0jUc	image/gif
1361829178.408856	CgnfBk3MhHAJpwOWof	192.168.76.10	1038	173.193.20.138	80	2	GET	images.songspk.pk	/images/cellpk_04.gif	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	85	200	OK	-	-	-	(empty)	-	-	-	-	-	F5sjpK1rgctLd6GyGi	image/gif
1361829178.414064	CzzHdZ2kw8jDyaYgG7	192.168.76.10	1032	173.193.20.138	80	4	GET	images.songspk.pk	/images/spacer.gif	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FMbVXGqxj9eJcemV2	image/gif
1361829178.47591	CzzHdZ2kw8jDyaYgG7	192.168.76.10	1032	173.193.20.138	80	5	GET	images.songspk.pk	/images/cellpk_06.gif	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1038	200	OK	-	-	-	(empty)	-	-	-	-	-	FADguTFoLNmob4K7d	image/gif
1361829178.513914	CzzHdZ2kw8jDyaYgG7	192.168.76.10	1032	173.193.20.138	80	6	GET	images.songspk.pk	/images/cellpk_07.gif	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1226	200	OK	-	-	-	(empty)	-	-	-	-	-	FqzSZYLTr3EvNTzGi	image/gif
1361829178.475422	CQrp3DF1Ozs4ALwMk	192.168.76.10	1037	98.139.225.43	80	2	GET	ad.yieldmanager.com	/imp?Z=728x90&cc_bu=0.8350579027715727&s=3434781&T=3&_salt=2141060753&B=10&u=http://www.songspk.pk/&r=0	http://ad.yieldmanager.com/st?ad_type=iframe&ad_size=728x90&section=3434781&pub_url=${PUB_URL}&cc_bu=0.8350579027715727	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1361829178.475697	CgnfBk3MhHAJpwOWof	192.168.76.10	1038	173.193.20.138	80	3	GET	images.songspk.pk	/images/cellpk_05.gif	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9543	200	OK	-	-	-	(empty)	-	-	-	-	-	Fx5wmJ1WhJovMC0A8c	image/gif
1361829178.592772	Cy1pP44IXOy4kVd2h1	192.168.76.10	1041	76.13.232.33	80	1	GET	cookex.amp.yahoo.com	/v2/cexposer/SIG=14dpdp17q/*http://ad.yieldmanager.com/imp?Z=728x90&cc_bu=0.8350579027715727&s=3434781&T=3&_salt=2141060753&B=10&u=http://www.songspk.pk/&r=0	http://ad.yieldmanager.com/st?ad_type=iframe&ad_size=728x90&section=3434781&pub_url=${PUB_URL}&cc_bu=0.8350579027715727	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	93	302	Found	-	-	-	(empty)	-	-	-	-	-	FbMwSt1LnFs6dVPDik	text/plain
1361829178.649476	CjWiuO1KKak8iH5Y9d	192.168.76.10	1040	50.7.244.66	80	1	GET	ads2.songspk.pk	/server/www/delivery/ajs.php?zoneid=6&cb=39261003281&charset=windows-1252&loc=http://www.songspk.pk/	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	858	200	OK	-	-	-	(empty)	-	-	-	-	-	F6ge6h11bdd580yAWd	text/plain
1361829178.805189	CzzHdZ2kw8jDyaYgG7	192.168.76.10	1032	173.193.20.138	80	7	GET	images.songspk.pk	/newadserver/468center/randomad.php	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	83	200	OK	-	-	-	(empty)	-	-	-	-	-	FHYVW03cIn4kVgWY8d	text/plain
1361829178.819667	CgnfBk3MhHAJpwOWof	192.168.76.10	1038	173.193.20.138	80	4	GET	images.songspk.pk	/images/cellpk_11.gif	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	52	200	OK	-	-	-	(empty)	-	-	-	-	-	FwspDu4hg89OxuUhQd	image/gif
1361829178.934385	CzzHdZ2kw8jDyaYgG7	192.168.76.10	1032	173.193.20.138	80	8	GET	images.songspk.pk	/images/facebook.png	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8082	200	OK	-	-	-	(empty)	-	-	-	-	-	F11LnD3TLan8VCLQD4	image/png
1361829178.938407	CgnfBk3MhHAJpwOWof	192.168.76.10	1038	173.193.20.138	80	5	GET	images.songspk.pk	/newadserver/468center/globe.html	http://images.songspk.pk/newadserver/468center/randomad.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	250	200	OK	-	-	-	(empty)	-	-	-	-	-	F1lV9942A9SwRhig4	text/html
1361829178.976418	CXwHQX3q6JxPGv0DZ2	192.168.76.10	1051	208.43.33.102	80	1	GET	ads.songspk.pk	/openx/www/delivery/ajs.php?zoneid=22&cb=92439588080&charset=windows-1252&loc=http://www.songspk.pk/	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	620	200	OK	-	-	-	(empty)	-	-	-	-	-	FSyTD9350fEPbnNu1k	text/plain
1361829179.019254	CzzHdZ2kw8jDyaYgG7	192.168.76.10	1032	173.193.20.138	80	9	GET	images.songspk.pk	/newadserver/728header/randomad.php	http://www.songspk.pk/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	81	200	OK	-	-	-	(empty)	-	-	-	-	-	F41hn94qQvCjlRvA0i	text/plain
