#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2014-04-03-11-14-36
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1360911270.662618	Cd2HeZh7hcqA4UxWf	192.168.119.10	1031	89.36.25.6	80	unescaped_special_URI_char	-	F	bro
1360911270.791819	-	-	-	-	-	unknown_protocol_2	-	F	bro
1360911292.53151	CwIW6b16rVHZU5M9xh	192.168.119.10	1050	213.186.33.4	80	window_recision	-	F	bro
1360911296.469287	CYbRBqcpZkD2rMbkd	192.168.119.10	1056	213.186.33.4	80	window_recision	-	F	bro
1360911296.544064	C2GhB42H6rK4DtU5W1	192.168.119.10	1057	213.186.33.4	80	window_recision	-	F	bro
1360911319.218953	CkbQWF4iyLRfSgZhS9	192.168.119.10	1070	194.165.17.3	53	DNS_Conn_count_too_large	-	F	bro
1360911319.219254	Coh4eO2fansQE9UZRl	192.168.119.10	1070	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1360911319.332932	CveOBnVaNV86OZ86d	192.168.119.10	1072	194.165.17.3	53	DNS_Conn_count_too_large	-	F	bro
1360911319.333154	CHcCs62x5XAVgZBeVe	192.168.119.10	1072	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1360911320.797529	Cfshlj13RlzREcoQvh	192.168.119.10	1074	194.165.17.3	53	DNS_Conn_count_too_large	-	F	bro
1360911320.79773	C51u4CC0Vm3xEtSic	192.168.119.10	1074	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1360911320.894812	C2j2QQ1o417CKU5R2k	192.168.119.10	1076	194.165.17.3	53	DNS_Conn_count_too_large	-	F	bro
1360911320.895005	C8iEr3s9XxKvJFlUi	192.168.119.10	1076	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1360911320.988354	Cka9EZEmDq9BBNrYf	192.168.119.10	1078	194.165.17.3	53	DNS_Conn_count_too_large	-	F	bro
1360911320.988555	CIocit1dMMkJS3ukM4	192.168.119.10	1078	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1360911321.080743	CdcxU34jAUetwu2ZZ6	192.168.119.10	1080	194.165.17.3	53	DNS_Conn_count_too_large	-	F	bro
1360911321.080929	Cxgwor3ZUdtOzfWnE8	192.168.119.10	1080	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1360911325.345648	CNyX0C2rIPAw3Kguf	192.168.119.10	1083	194.165.17.3	53	DNS_Conn_count_too_large	-	F	bro
1360911325.345851	CjbZ6g4Bp6golhoNr4	192.168.119.10	1083	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1360911326.069494	Cny0dZ3Ba1xd9LGbn7	192.168.119.10	1085	194.165.17.3	53	DNS_Conn_count_too_large	-	F	bro
1360911326.069679	CZzTwv3zuqAmXDHli8	192.168.119.10	1085	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1360911326.334406	CvaaDx2nrmgQEloRy	192.168.119.10	1087	194.165.17.3	53	DNS_Conn_count_too_large	-	F	bro
1360911326.334613	CXeT3l44ydLYR2SZWb	192.168.119.10	1087	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1360911336.032738	C3QFJB4oAijn2X3sia	192.168.119.10	1099	83.133.123.20	53	DNS_Conn_count_too_large	-	F	bro
1360911336.063398	C9RwQS2QRcTYxxl1J5	192.168.119.10	1101	83.133.123.20	53	DNS_Conn_count_too_large	-	F	bro
#close	2014-04-03-11-14-37
