#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-10-06
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1328666711.473036	CZkcj41aHQCnZp2xce	192.168.26.10	1046	199.21.148.98	80	1	GET	ads.clicksor.com	/showAd.php?nid=1&pid=198039&adtype=1&sid=364629&zone=34472	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1290	200	OK	-	-	-	(empty)	-	-	-	-	-	FFnjEtukfbDUnf3I4	text/html
1328666711.535229	C4c1N3GkzfDCsEfIe	192.168.26.10	1035	199.21.148.17	80	5	GET	pub.clicksor.net	/newServing/img/logo.png	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1328666711.599296	Cm8uafYWPChYDsTg7	192.168.26.10	1048	199.21.148.98	80	1	GET	ads.clicksor.com	/showAd.php?nid=1&pid=198039&adtype=7&sid=364629&zone=34472	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1289	200	OK	-	-	-	(empty)	-	-	-	-	-	FEyGUx1vV3a52Gjumd	text/html
1328666711.696649	C4c1N3GkzfDCsEfIe	192.168.26.10	1035	199.21.148.17	80	6	GET	pub.clicksor.net	/newServing/img/logo.png	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1328666711.796229	CCVFHC4ImA95YVUn85	192.168.26.10	1050	199.21.148.98	80	1	GET	ads.clicksor.com	/showAd.php?nid=1&pid=198039&adtype=7&sid=364629&zone=34472	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1290	200	OK	-	-	-	(empty)	-	-	-	-	-	F8Q4Ns4Lr2zX325ZV8	text/html
1328666711.795931	CXTJgO1ZriV2yPCHph	192.168.26.10	1049	199.21.148.89	80	1	GET	serw.clicksor.com	/newServing/showbanner.php?nid=1&t6718.209060199235&zone=34472&chad=1&oe=utf-8&cs=&adtype=7&sid=364629&pid=198039&spid=0&adu=2&image=3&c1=#99CC33&c2=#FFFFFF&c3=#000000&c4=#666666&memkey=7276474b419589125419654edfd08b1b&qp=YF4lJzD7JSgl-SMy-ywu91tZYCcmLSJ9IjXzZl4r_CAufPxrYSUhL3srLSR9JTUh_F5lJSMs&bdurl=&lq=0&lb=129&orid=2876108	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7518	200	OK	-	-	-	(empty)	-	-	-	-	-	F87xd94uyLwWCsPaTl	text/html
1328666711.80174	C56ulfVRJnMWfR1ee	192.168.26.10	1051	69.171.228.14	80	1	GET	www.facebook.com	/plugins/likebox.php?href=http://www.facebook.com/pages/Mediafire-Movies/160422877326147&width=300&height=258&colorscheme=light&show_faces=true&border_color&stream=false&header=false	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12534	200	OK	-	-	-	(empty)	-	-	-	-	-	FzZNY820ZCqposB5g4	text/html
1328666711.968049	C4c1N3GkzfDCsEfIe	192.168.26.10	1035	199.21.148.17	80	7	GET	pub.clicksor.net	/newServing/js/banner.js	http://serw.clicksor.com/newServing/showbanner.php?nid=1&t6718.209060199235&zone=34472&chad=1&oe=utf-8&cs=&adtype=7&sid=364629&pid=198039&spid=0&adu=2&image=3&c1=%2399CC33&c2=%23FFFFFF&c3=%23000000&c4=%23666666&memkey=7276474b419589125419654edfd08b1b&qp=YF4lJzD7JSgl-SMy-ywu91tZYCcmLSJ9IjXzZl4r_CAufPxrYSUhL3srLSR9JTUh_F5lJSMs&bdurl=&lq=0&lb=129&orid=2876108	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1328666712.019532	CVXFwC4DiKkMONDof7	192.168.26.10	1053	64.209.36.19	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/y-/r/cyohmMRTcqx.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FMediafire-Movies%2F160422877326147&width=300&height=258&colorscheme=light&show_faces=true&border_color&stream=false&header=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	521	200	OK	-	-	-	(empty)	-	-	-	-	-	FzHGKY3RJZW8MTZzyi	text/plain
1328666712.01929	CMctfG17pe5qADtOb	192.168.26.10	1040	74.125.47.191	80	2	GET	www.blogger.com	/static/v1/widgets/4000939711-widgets.js	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	73135	200	OK	-	-	-	(empty)	-	-	-	-	-	FqzhHZ28cRPTiUlAU1	text/plain
