#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-38-37
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1356029916.938457	CFpy4F4CZtrdlbUO6g	192.168.94.10	1030	95.211.199.34	80	1	GET	sexxxstaz.org	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	341	302	Found	-	-	-	(empty)	-	-	-	-	-	FsdFEe3YWp6JboBkfg	text/html
1356029917.297468	Ci8dvv2ruMr2ZJhvUe	192.168.94.10	1031	5.135.67.197	19980	1	GET	e3r4t5y6u7i8.orenznakomstva.ru	/t/cd0c075b4bb3fb24cf82c547ff0a7752	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	360	200	OK	-	-	-	(empty)	-	-	-	-	-	F2Uy2r4rN9lugJMBg2	text/plain
1356029918.462309	CxXCwU2Z4MiE55FjNa	192.168.94.10	1032	5.135.67.197	19980	1	GET	e3r4t5y6u7i8.orenznakomstva.ru	/images/00fdc9768efdf1c8f393b94f98f9c2a0/1356029811/25857cebe3a511b2f1b28760a22e0c73.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	11930	200	OK	-	-	-	(empty)	-	-	-	-	-	FHwr65l9DTqcgqEK3	application/jar
1356029918.820466	CxXCwU2Z4MiE55FjNa	192.168.94.10	1032	5.135.67.197	19980	2	GET	e3r4t5y6u7i8.orenznakomstva.ru	/images/00fdc9768efdf1c8f393b94f98f9c2a0/1356029811/25857cebe3a511b2f1b28760a22e0c73.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	11930	200	OK	-	-	-	(empty)	-	-	-	-	-	FH6hYr3JOuR18v8mV7	application/jar
1356029919.116985	CxXCwU2Z4MiE55FjNa	192.168.94.10	1032	5.135.67.197	19980	3	GET	e3r4t5y6u7i8.orenznakomstva.ru	/images/00fdc9768efdf1c8f393b94f98f9c2a0/1356029811/25857cebe3a511b2f1b28760a22e0c73.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	11930	200	OK	-	-	-	(empty)	-	-	-	-	-	FMoz0s2HHRD4R0RnX	application/jar
1356029923.96248	CxXCwU2Z4MiE55FjNa	192.168.94.10	1032	5.135.67.197	19980	4	GET	e3r4t5y6u7i8.orenznakomstva.ru	/images/00fdc9768efdf1c8f393b94f98f9c2a0/1356029811/25857cebe3a511b2f1b28760a22e0c73.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	11930	200	OK	-	-	-	(empty)	-	-	-	-	-	FIbViy27zedTsp1rXe	application/jar
1356029924.332468	CxXCwU2Z4MiE55FjNa	192.168.94.10	1032	5.135.67.197	19980	5	GET	e3r4t5y6u7i8.orenznakomstva.ru	/f/1356029811/25857cebe3a511b2f1b28760a22e0c73/00fdc9768efdf1c8f393b94f98f9c2a0/2	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	122368	200	OK	-	-	-	(empty)	-	-	-	-	-	FcEE841iyrSHKF3ml5	application/x-dosexec
1356029925.413381	CxXCwU2Z4MiE55FjNa	192.168.94.10	1032	5.135.67.197	19980	6	GET	e3r4t5y6u7i8.orenznakomstva.ru	/f/1356029811/25857cebe3a511b2f1b28760a22e0c73/00fdc9768efdf1c8f393b94f98f9c2a0/2/2	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1356029950.166065	CEP3Kn3a0w1Epx6oyd	192.168.94.10	1037	5.178.80.157	80	1	GET	nsln.ru	/community/zhrubtoa_hjyqyb-tinh_tijhmr-bhstqu-rujzrncevrhcnwoa-lxgdlxusifkk-igyx-zastvnsnosnf-naneyeakea.php	-	Opera/9.80 (Windows NT 5.1; U; Edition Yx; ru) Presto/2.9.168 Version/11.52	0	273015	200	OK	-	-	-	(empty)	-	-	-	-	-	FpvZj02cRBg68vbUS6	binary
#close	2014-04-03-10-38-37
