#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2014-04-03-10-19-09
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count	table[string]
1358927201.487242	C7NSIcNofw8Ml241d	192.168.104.10	1030	93.170.52.21	80	tcp	http	0.301360	294	1462	SF	-	0	ShADadfF	6	542	6	1706	(empty)
1358927201.969878	CWSZCD4x5n2GGbv7ej	192.168.104.10	1032	208.131.138.217	80	tcp	http	0.148818	343	3509	SF	-	0	ShADadfF	6	591	7	3797	(empty)
1358927202.124635	CeZHDX2fOQTUJpzTsh	192.168.104.10	1033	208.131.138.217	80	tcp	http	0.227688	349	66104	RSTO	-	0	ShADadR	38	1877	48	68032	(empty)
1358927201.37105	Cu4aZzLApWVWKIn5a	192.168.104.10	1029	4.2.2.3	53	udp	dns	0.756402	163	543	SF	-	0	Dd	4	275	4	655	(empty)
1358927185.140389	CnmvKB1jr6KvQBWbf5	0.0.0.0	68	255.255.255.255	67	udp	dhcp	0.001939	626	0	S0	-	0	D	2	682	0	0	(empty)
1358927185.140773	CY6Lue1xRBgQBFowp8	192.168.104.10	68	192.168.104.1	67	udp	dhcp	13.032139	314	900	SF	-	0	dD	1	342	3	984	(empty)
1358927201.812865	CT76vh4r9H3uXqBSfb	192.168.104.10	1031	74.125.228.3	80	tcp	http	60.938018	950	15700	RSTO	-	0	ShADadR	13	1478	15	16684	(empty)
1358927202.130597	CbA2Lj3zfW3XQW36W4	192.168.104.10	1034	24.143.197.59	80	tcp	http	60.619961	292	2726	RSTO	-	0	ShADadR	5	500	4	2894	(empty)
1358927203.930847	CZArvj13BtLpdABCR3	192.168.104.10	1037	239.255.255.250	1900	udp	-	6.088632	399	0	S0	-	0	D	3	483	0	0	(empty)
#close	2014-04-03-10-19-09
