#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-42-36
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1341049537.438305	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	9	GET	imgcdn.pandora.tv	/static/remain/view_img1_1340935471.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1475	200	OK	-	-	-	(empty)	-	-	-	-	-	FSo7qx3kG5cHZapF42	image/png
1341049540.116642	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	10	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049540.168831	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	11	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_act.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049540.222635	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	12	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049540.111662	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	13	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/main_bg_img/1331202265.jpg	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	126564	200	OK	-	-	-	(empty)	-	-	-	-	-	FPtuhi1jvJB47crkdk	image/jpeg
1341049545.148143	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	14	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049545.202893	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	15	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049545.147798	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	13	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/main_bg_img/1331202264.jpg	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	95635	200	OK	-	-	-	(empty)	-	-	-	-	-	FFuSjm1ONlowPu3ty6	image/jpeg
1341049545.258534	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	16	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_act.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049555.241704	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	14	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/main_bg_img/1331202266.jpg	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049555.242091	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	17	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_act.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049555.323195	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	15	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049555.323464	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	18	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049556.994264	CPvRvo4zB7uwENF843	192.168.80.10	1055	64.72.65.215	80	1	GET	fpdownload2.macromedia.com	/get/shockwave/cabs/flash/swflash.cab	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	77448	200	OK	-	-	-	(empty)	-	-	-	-	-	FL0EoBwF6bdTuiyy2	application/vnd.ms-cab-compressed
1341049557.393938	CjUPk24asyr7jVXPl1	192.168.80.10	1056	204.2.243.72	80	1	GET	www.download.windowsupdate.com	/msdownload/update/v3/static/trustedr/en/authrootseq.txt	-	Microsoft-CryptoAPI/5.131.2600.2180	0	18	200	OK	-	-	-	(empty)	-	-	-	-	-	FK9Ek31909QGN2zN08	text/plain
1341049557.400622	CjUPk24asyr7jVXPl1	192.168.80.10	1056	204.2.243.72	80	2	GET	www.download.windowsupdate.com	/msdownload/update/v3/static/trustedr/en/authrootstl.cab	-	Microsoft-CryptoAPI/5.131.2600.2180	0	48483	200	OK	-	-	-	(empty)	-	-	-	-	-	FQQCKe43tEdNlglhXf	application/vnd.ms-cab-compressed
1341049557.42722	CjUPk24asyr7jVXPl1	192.168.80.10	1056	204.2.243.72	80	3	GET	www.download.windowsupdate.com	/msdownload/update/v3/static/trustedr/en/4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5.crt	-	Microsoft-CryptoAPI/5.131.2600.2180	0	1239	200	OK	-	-	-	(empty)	-	-	-	-	-	FczM9rAVL8NQOQqwc	binary
1341049557.605432	CRxL8M1EaELA2msW8l	192.168.80.10	1057	199.7.51.190	80	1	GET	crl.verisign.com	/pca3-g5.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	533	200	OK	-	-	-	(empty)	-	-	-	-	-	FcLhzo4LUJ1G6UsF37	binary
1341049557.65892	CIWabN2e328aVawvs6	192.168.80.10	1058	199.7.51.190	80	1	GET	csc3-2010-crl.verisign.com	/CSC3-2010.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	52012	200	OK	-	-	-	(empty)	-	-	-	-	-	FXP0qr4gqj8Hpy1Ko9	binary
1341049557.866673	CRxL8M1EaELA2msW8l	192.168.80.10	1057	199.7.51.190	80	2	GET	crl.verisign.com	/pca3.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	898	200	OK	-	-	-	(empty)	-	-	-	-	-	FadttA2TFrsiqSAeyb	binary
1341049557.952028	CsU78Hd14WArazJJi	192.168.80.10	1059	199.7.51.190	80	1	GET	CSC3-2004-crl.verisign.com	/CSC3-2004.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	96159	200	OK	-	-	-	(empty)	-	-	-	-	-	FFgPaw3CYQylO5iTW7	binary
1341049560.263436	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	19	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049560.263086	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	16	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/main_bg_img/1331202265.jpg	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049560.321055	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	20	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_act.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049560.328871	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	17	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049565.287947	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	21	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/main_bg_img/1331202264.jpg	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049565.288279	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	18	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049565.341652	CyzGonQFHoIRrOW5h	192.168.80.10	1047	209.137.130.253	80	22	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049565.341922	CTUtdl40fW5OcNgiva	192.168.80.10	1046	209.137.130.253	80	19	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_act.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049575.53353	CRfLob2jJOvlSY1cae	192.168.80.10	1061	209.137.130.253	80	1	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_act.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049575.532999	CuY4OaHtdCKXR7Lb2	192.168.80.10	1060	209.137.130.253	80	1	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/main_bg_img/1331202266.jpg	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049575.585908	CRfLob2jJOvlSY1cae	192.168.80.10	1061	209.137.130.253	80	2	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1341049575.586209	CuY4OaHtdCKXR7Lb2	192.168.80.10	1060	209.137.130.253	80	2	GET	imgcdn.pandora.tv	/ptv_img/everyon_img/bn_icon_dec.png	http://everyon.pandora.tv/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	OK	-	-	-	(empty)	-	-	-	-	-	-	-
#close	2014-04-03-10-42-37
