#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-59-16
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1361907282.425909	CqA0Ov3bsyALkzrzBh	192.168.44.10	1064	23.33.187.83	80	1	GET	core.insightexpressai.com	/adServer/adServerESI.aspx?bannerID=210007&siteID=N4304.638344.TOWNSQUAREMEDIA.COM&creativeID=52645711&placementID=93290551	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1160	200	OK	-	-	-	(empty)	-	-	-	-	-	FXUGJb4JcBT7mOgmH8	text/plain
1361907282.426229	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	18	GET	cdn.pastemagazine.com	/www/articles/2013/02/21/JusticeLeagueLead.jpg?1361452208	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	178286	200	OK	-	-	-	(empty)	-	-	-	-	-	FeTxuB4s6IeW4MFtVl	image/jpeg
1361907282.405908	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	18	GET	cdn.pastemagazine.com	/www/articles/aliens_colonial_marines_square.jpg?1360756707	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	58375	200	OK	-	-	-	(empty)	-	-	-	-	-	FluWO415q6nPkUBpV2	image/jpeg
1361907282.61266	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	19	GET	cdn.pastemagazine.com	/www/articles/2013/02/19/51cTDrgKV-L._SL500_SS500_.jpg?1361275962	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	37693	200	OK	-	-	-	(empty)	-	-	-	-	-	F9LyUc1TeTddSfsZW2	image/jpeg
1361907282.61225	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	19	GET	cdn.pastemagazine.com	/www/articles/2013/02/20/SusceptibleLead.jpg?1361374372	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	154463	200	OK	-	-	-	(empty)	-	-	-	-	-	FR5cuj1VU81SAeUK04	image/jpeg
1361907282.735334	CgRXckh4R7iH9K0qj	192.168.44.10	1065	64.4.52.169	80	1	POST	activex.microsoft.com	/objects/ocget.dll	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	44	13	404	Not Found	-	-	-	(empty)	-	-	-	FOOMKS12rhIanl73d5	text/plain	FTfmSk3cWbX9is5Ioi	text/plain
1361907282.716981	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	20	GET	cdn.pastemagazine.com	/www/articles/2013/02/19/61X5BuZgQNL._SL500_SS500_.jpg?1361274267	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	71022	200	OK	-	-	-	(empty)	-	-	-	-	-	F6jp6A1gQTZ1NEjYMa	image/jpeg
1361907282.731729	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	20	GET	cdn.pastemagazine.com	/www/articles/2013/02/21/mtn-dew-kickstart.jpg?1361445027	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	83557	200	OK	-	-	-	(empty)	-	-	-	-	-	F4xHjr2L93PKLa3CBc	image/jpeg
1361907283.052501	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	21	GET	cdn.pastemagazine.com	/www/articles/2013/02/14/catcherintheryesq.jpg?1360843162	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	90219	200	OK	-	-	-	(empty)	-	-	-	-	-	F2BeyA3my2XiaON7z6	image/jpeg
1361907283.051176	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	21	GET	cdn.pastemagazine.com	/www/articles/2013/02/19/sneak-attack.jpg?1361271248	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	69737	200	OK	-	-	-	(empty)	-	-	-	-	-	FrKrFi3Sj0BEUevlpf	image/jpeg
1361907283.137502	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	22	GET	cdn.pastemagazine.com	/www/system/images/thumbs/www/blogs_lists_2012_07_03/big_lebowski_100x100.jpg?1341317721	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19628	200	OK	-	-	-	(empty)	-	-	-	-	-	FCRXJP1PTyJ9Jl9ye3	image/jpeg
1361907283.1242	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	22	GET	cdn.pastemagazine.com	/www/articles/MailboxApp.jpeg?1360667945	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	55462	200	OK	-	-	-	(empty)	-	-	-	-	-	Fn2rF31dZlD9FmNPie	image/jpeg
1361907283.36778	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	23	GET	cdn.pastemagazine.com	/www/system/images/thumbs/www/blogs_lists_2011_12_01/BestOf2011Gold_100x100.jpg?1322749817	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20159	200	OK	-	-	-	(empty)	-	-	-	-	-	FLoo0w3zbIUeIggmw	image/jpeg
1361907283.49029	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	24	GET	cdn.pastemagazine.com	/www/system/images/thumbs/www/blogs_lists_2012_06_20/arrested_dev_100x100.jpg?1340212556	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20956	200	OK	-	-	-	(empty)	-	-	-	-	-	Fouaye47e3SgCvMQPj	image/jpeg
1361907283.48993	CdLEr913eI3a5nhGN6	192.168.44.10	1066	65.55.13.243	80	1	POST	codecs.microsoft.com	/isapi/ocget.dll	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	44	13	404	Not Found	-	-	-	(empty)	-	-	-	FszAon3qVoVmVIQj1	text/plain	FC85ObbdkxWfmntL1	text/plain
1361907283.595503	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	25	GET	cdn.pastemagazine.com	/www/articles/innocente lead.jpg?1361809884	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21802	200	OK	-	-	-	(empty)	-	-	-	-	-	FztJal3Xrne8ehVOwe	image/jpeg
1361907283.641762	CmenVH2lcheiyzUvf8	192.168.44.10	1067	74.205.43.120	80	1	GET	www.pastemagazine.com	/images/watch-listen.png	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1269	200	OK	-	-	-	(empty)	-	-	-	-	-	FYZ8dm3v5oLixpvIvh	image/png
1361907283.210543	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	23	GET	cdn.pastemagazine.com	/www/system/images/thumbs/www/blogs_lists_2012_06_23/bestmovies_100x100.jpg?1340713203	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15941	200	OK	-	-	-	(empty)	-	-	-	-	-	F2O2A3XMenSD9tK1a	image/jpeg
1361907283.650221	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	26	GET	cdn.pastemagazine.com	/www/articles/Cold Cave new.jpg?1361808421	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	77167	200	OK	-	-	-	(empty)	-	-	-	-	-	FjXxu24sSCWMiTB2L9	image/jpeg
1361907283.670337	C74Hks3wGq0xJ9xxGh	192.168.44.10	1068	66.135.43.21	80	1	GET	ads.pastemagazine.com	/adserver/www/delivery/afr.php?zoneid=138&cb=INSERT_RANDOM_NUMBER_HERE	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1313	200	OK	-	-	-	(empty)	-	-	-	-	-	FTHhPv3bLiiIwCfP98	text/html
1361907283.692506	CXy5qlwFhdceB3lkj	192.168.44.10	1069	66.135.43.21	80	1	GET	ads.pastemagazine.com	/adserver/www/delivery/afr.php?refresh=&zoneid=8&source=&cb=2hz9yt3V4J&	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1527	200	OK	-	-	-	(empty)	-	-	-	-	-	F1XBPX1yi0vRNYAwA2	text/html
1361907283.689034	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	24	GET	cdn.pastemagazine.com	/www/articles/iggyandthestoogesRTD.jpg?1361807149	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	27321	200	OK	-	-	-	(empty)	-	-	-	-	-	FWyD9J1JVbRPhnetZ1	image/jpeg
1361907283.699169	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	27	GET	cdn.pastemagazine.com	/www/blogs/awesome_of_the_day/jenniferjackoscars.jpg?1361802996	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	37437	200	OK	-	-	-	(empty)	-	-	-	-	-	FkDrpT4C411kvRvDb	image/jpeg
1361907283.821683	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	28	GET	cdn.pastemagazine.com	/www/blogs/av/heymarseilles_lineswetrace.jpg?1361791467	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8809	200	OK	-	-	-	(empty)	-	-	-	-	-	FOGhi1WQgaUfjYsPf	image/jpeg
1361907283.815579	CUPVn81Hdz2KFa7Fq4	192.168.44.10	1070	66.135.43.21	80	1	GET	ads.pastemagazine.com	/adserver/www/delivery/ajs.php?zoneid=130&cb=94986287937&charset=utf-8&loc=http://www.pastemagazine.com/	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1545	200	OK	-	-	-	(empty)	-	-	-	-	-	FRV4Tt6Tx66vmmt83	text/plain
1361907283.853794	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	29	GET	cdn.pastemagazine.com	/www/system/images/thumbs/www/articles/trent_reznor_000_100x100.jpg?1309207210	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11006	200	OK	-	-	-	(empty)	-	-	-	-	-	Fgvvpu4ptxKUDSVo5i	image/jpeg
1361907283.772387	CyZe5F3Js8tKBgW12h	192.168.44.10	1054	85.17.26.163	80	2	GET	magic.doomsday.cl	/traffic?check=1&banner=7	http://ads.pastemagazine.com/adserver/www/delivery/afr.php?zoneid=138&cb=INSERT_RANDOM_NUMBER_HERE	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	317	200	OK	-	-	-	(empty)	-	-	-	-	-	FU4bYe2pgXvjbl6ur6	text/html
1361907283.910666	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	30	GET	cdn.pastemagazine.com	/www/system/images/thumbs/www/articles_2010_11_01/digital_onion_news_100x100.jpg?1288707009	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10656	200	OK	-	-	-	(empty)	-	-	-	-	-	FKdfHb2yF5RYTvXhz3	image/jpeg
1361907283.81583	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	25	GET	cdn.pastemagazine.com	/www/system/images/thumbs/www/articles/st_vincent_david_byrne300_100x100.jpg?1347373464	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	61141	200	OK	-	-	-	(empty)	-	-	-	-	-	FHsBKP2JB32pQVeFUe	image/jpeg
1361907283.96214	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	26	GET	cdn.pastemagazine.com	/www/system/images/thumbs/www/articles/Game_of_Thrones_lead_100x100.jpg?1339687650	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11872	200	OK	-	-	-	(empty)	-	-	-	-	-	FmFbF23FDNNQsVsiNg	image/jpeg
1361907283.893739	C1foFn4BnTiCndkTs2	192.168.44.10	1071	66.135.43.21	80	1	GET	ads.pastemagazine.com	/adserver/www/images/1e7fbe7f20e9dffbf66cb6b87287a715.jpg	http://ads.pastemagazine.com/adserver/www/delivery/afr.php?zoneid=138&cb=INSERT_RANDOM_NUMBER_HERE	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31282	200	OK	-	-	-	(empty)	-	-	-	-	-	FNO42sWAbQ0jrOwBk	image/jpeg
1361907284.025602	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	27	GET	cdn.pastemagazine.com	/www/articles/orionlead300.jpg?1361789599	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20345	200	OK	-	-	-	(empty)	-	-	-	-	-	FDkjrRe0OcNXYzdr5	image/jpeg
1361907284.074692	CYpHrw3S6Te6jjdQkf	192.168.44.10	1072	66.135.43.21	80	1	GET	ads.pastemagazine.com	/adserver/www/delivery/lg.php?bannerid=4100&campaignid=1642&zoneid=138&loc=http://www.pastemagazine.com/&cb=48ea845ec4	http://ads.pastemagazine.com/adserver/www/delivery/afr.php?zoneid=138&cb=INSERT_RANDOM_NUMBER_HERE	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FUtABWafJxs89Eowi	image/gif
1361907284.078539	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	28	GET	cdn.pastemagazine.com	/www/articles/Mumford and sons photo2.jpeg?1361786755	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32184	200	OK	-	-	-	(empty)	-	-	-	-	-	FCvZYn3T5xMCvj8qo6	image/jpeg
1361907283.954518	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	31	GET	cdn.pastemagazine.com	/www/articles/beats of southern wildlead.png?1361789992	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	164432	200	OK	-	-	-	(empty)	-	-	-	-	-	Fd5iGH1d3Rl6lErDzf	image/png
1361907284.170536	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	32	GET	cdn.pastemagazine.com	/www/articles/2013/02/25/enlightened7.jpg?1361789544	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	68409	200	OK	-	-	-	(empty)	-	-	-	-	-	F9UQkgMd0xcEocMy9	image/jpeg
1361907284.215972	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	33	GET	cdn.pastemagazine.com	/www/articles/iron-and-wine-ghost-on-ghost.jpg?1359631394	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	94480	200	OK	-	-	-	(empty)	-	-	-	-	-	F0UuHApTpBvSk71W1	image/jpeg
1361907284.126023	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	29	GET	cdn.pastemagazine.com	/www/articles/avett_fallon.jpg?1361784324	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35651	200	OK	-	-	-	(empty)	-	-	-	-	-	F0fRqB3GRvyVAntl2f	image/jpeg
1361907284.278346	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	34	GET	cdn.pastemagazine.com	/www/blogs/av/TheDearHunter-live-large.jpg?1361520159	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29343	200	OK	-	-	-	(empty)	-	-	-	-	-	FLWmN8Y1FOqhXey81	image/jpeg
1361907284.28374	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	30	GET	cdn.pastemagazine.com	/www/blogs/av/olafur.jpg?1361522531	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19027	200	OK	-	-	-	(empty)	-	-	-	-	-	F5qzokPNCh5m1oR99	image/jpeg
1361907284.554043	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	35	GET	cdn.pastemagazine.com	/www/blogs/av/TheLonelyWildcover.jpg?1361367345	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42388	200	OK	-	-	-	(empty)	-	-	-	-	-	FPSqWJ3sAWG9vowJG5	image/jpeg
1361907284.612166	CbxUdN2f4mPLwxqPd9	192.168.44.10	1061	74.125.140.149	80	2	GET	ad.doubleclick.net	/adj/pastemagazine.mmn/ros;pos=top;genre=indi;;tile=2;sz=1x1;ord=6736475457?	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	239	200	OK	-	-	-	(empty)	-	-	-	-	-	FqJ6Ek4288obM9g4Ja	text/plain
1361907284.621675	C9Pcdc1sDhWOv7Rka4	192.168.44.10	1074	74.125.140.149	80	1	GET	ad.doubleclick.net	/adj/pastemagazine.mmn/ros;pos=top;genre=indi;dc_ref=http://www.pastemagazine.com/;dcopt=ist;;tile=1;sz=160x600;ord=914014733?	http://ads.pastemagazine.com/adserver/www/delivery/afr.php?refresh=&zoneid=8&source=&cb=2hz9yt3V4J&	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5896	200	OK	-	-	-	(empty)	-	-	-	-	-	FtT8W91awxa1JBXWG5	text/html
1361907284.55435	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	31	GET	cdn.pastemagazine.com	/www/blogs/av/CALLING-BIRDS cover.jpg?1361266560	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	46530	200	OK	-	-	-	(empty)	-	-	-	-	-	FgOGHi4u5HJlUpMGTh	image/jpeg
1361907284.619806	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	36	GET	cdn.pastemagazine.com	/www/blogs/av/goodlight_DHATN.jpg?1361186584	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	26774	200	OK	-	-	-	(empty)	-	-	-	-	-	FZPkAB2rvQr08XHYg2	image/jpeg
1361907284.646638	Cm0Qr12AMt0mocDowd	192.168.44.10	1073	66.135.43.21	80	1	GET	ads.pastemagazine.com	/adserver/www/delivery/lg.php?bannerid=4212&campaignid=3069&zoneid=143&loc=1&referer=http://www.pastemagazine.com/&cb=f6e1b19a4a	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FCUsC72xkQvnVVOnh	image/gif
1361907284.715538	CF1gAE2CeJ2DDroav8	192.168.44.10	1063	74.125.140.149	80	2	GET	s0.2mdn.net	/viewad/817-grey.gif	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F4f1cb1zubKU3vLXMd	image/gif
1361907284.721219	CF1gAE2CeJ2DDroav8	192.168.44.10	1063	74.125.140.149	80	3	GET	s0.2mdn.net	/879366/flashwrite_1_2.js	http://ads.pastemagazine.com/adserver/www/delivery/afr.php?refresh=&zoneid=8&source=&cb=2hz9yt3V4J&	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	FbvnBz1SvLmRbqIdI7	text/plain
1361907284.658466	C7u7A1pxkn8eCAlPk	192.168.44.10	1034	23.33.187.82	80	32	GET	cdn.pastemagazine.com	/www/blogs/av/Superhuman Happiness Photo 1 Hi Res.jpg?1360849678	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42497	200	OK	-	-	-	(empty)	-	-	-	-	-	FhhXmL3gedUnzTvgE1	image/jpeg
1361907284.611805	CFKoqe4a2pkYorT3N1	192.168.44.10	1053	85.17.26.163	80	3	GET	magic.doomsday.cl	/traffic?check=1&banner=7	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	317	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe9X9anEFwOsf6Dp4	text/html
1361907284.675859	CNvzfd3DJBOzPVbe2j	192.168.44.10	1033	23.33.187.82	80	37	GET	cdn.pastemagazine.com	/www/articles/Oscars300.jpg?1355149855	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10282	200	OK	-	-	-	(empty)	-	-	-	-	-	F8K8Ul35mhccxtpil	image/jpeg
1361907284.621415	CyZe5F3Js8tKBgW12h	192.168.44.10	1054	85.17.26.163	80	3	GET	magic.doomsday.cl	/traffic?check=1&banner=7	http://ads.pastemagazine.com/adserver/www/delivery/afr.php?refresh=&zoneid=8&source=&cb=2hz9yt3V4J&	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	317	200	OK	-	-	-	(empty)	-	-	-	-	-	FuhLqE2BPIGwopxyc2	text/html
1361907284.896876	CF1gAE2CeJ2DDroav8	192.168.44.10	1063	74.125.140.149	80	4	GET	s0.2mdn.net	/3717615/VMU_PROMO_GSii50off_160x600.swf	http://ads.pastemagazine.com/adserver/www/delivery/afr.php?refresh=&zoneid=8&source=&cb=2hz9yt3V4J&	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	40419	200	OK	-	-	-	(empty)	-	-	-	-	-	FcKmloH3lrLesyRe3	application/x-shockwave-flash
1361907285.084122	CYNSkk4MW2LMwmvvI2	192.168.44.10	1075	23.33.187.16	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1206	200	OK	-	-	-	(empty)	-	-	-	-	-	FIffYb4razWZ6ZpRjd	text/plain
1361907285.163117	CvevVz3FKzWTX1gPff	192.168.44.10	1076	66.135.43.21	80	1	GET	ads.pastemagazine.com	/adserver/www/delivery/lg.php?bannerid=4189&campaignid=3047&zoneid=110&loc=1&referer=http://www.pastemagazine.com/&cb=73566b9c34	http://ads.pastemagazine.com/adserver/www/delivery/afr.php?refresh=&zoneid=8&source=&cb=2hz9yt3V4J&	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FCulV143zJjQej2RR4	image/gif
1361907285.24395	Cl3kf02RJ9BK1712Cd	192.168.44.10	1077	173.194.75.99	80	1	GET	www.google.com	/jsapi	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	24446	200	OK	-	-	-	(empty)	-	-	-	-	-	FKznPTNLT276FnRz4	text/plain
1361907285.313129	Cl3kf02RJ9BK1712Cd	192.168.44.10	1077	173.194.75.99	80	2	GET	www.google.com	/uds/?file=elements&v=1&packages=transliteration	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	626	200	OK	-	-	-	(empty)	-	-	-	-	-	FypGwQ1d72Gxiw1Tpa	text/plain
1361907285.371906	Cl3kf02RJ9BK1712Cd	192.168.44.10	1077	173.194.75.99	80	3	GET	www.google.com	/uds/api/elements/1.0/d9a68cd3a846da044995be6d8de10585/transliteration.css	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	22284	200	OK	-	-	-	(empty)	-	-	-	-	-	FVfLrD34IwP1TCbIBf	text/plain
1361907285.393876	CE3qhd1P5p7AGEMaDe	192.168.44.10	1078	173.194.75.99	80	1	GET	www.google.com	/uds/api/elements/1.0/d9a68cd3a846da044995be6d8de10585/transliteration.I.js	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	176690	200	OK	-	-	-	(empty)	-	-	-	-	-	FwlOZ34QSyLlhBUflb	text/plain
1361907285.708324	Cl3kf02RJ9BK1712Cd	192.168.44.10	1077	173.194.75.99	80	4	GET	www.google.com	/coop/cse/t13n?form=cse-search-box&t13n_langs=en	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2217	200	OK	-	-	-	(empty)	-	-	-	-	-	FwEZlz1x289ODqqTD8	application/x-elc
1361907285.770378	Cl3kf02RJ9BK1712Cd	192.168.44.10	1077	173.194.75.99	80	5	GET	www.google.com	/coop/cse/brand?form=cse-search-box&lang=en	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2512	200	OK	-	-	-	(empty)	-	-	-	-	-	FZ1Nro3rHLw74YwF6f	application/x-elc
1361907285.767459	CE3qhd1P5p7AGEMaDe	192.168.44.10	1078	173.194.75.99	80	2	GET	www.google.com	/uds/?file=elements&v=1&packages=inputtools&async=2&sig=d9a68cd3a846da044995be6d8de10585&have=transliteration	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	686	200	OK	-	-	-	(empty)	-	-	-	-	-	FCjcRc9pskzKYgWtf	text/plain
1361907285.831284	CE3qhd1P5p7AGEMaDe	192.168.44.10	1078	173.194.75.99	80	3	GET	www.google.com	/uds/api/elements/1.0/d9a68cd3a846da044995be6d8de10585/inputtools.css	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20991	200	OK	-	-	-	(empty)	-	-	-	-	-	FR8IzL28kHGddWv3t8	text/plain
1361907285.832062	Cl3kf02RJ9BK1712Cd	192.168.44.10	1077	173.194.75.99	80	6	GET	www.google.com	/uds/api/elements/1.0/d9a68cd3a846da044995be6d8de10585/inputtools.js	http://www.pastemagazine.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	284638	200	OK	-	-	-	(empty)	-	-	-	-	-	F8Qkl5jVLX6x6Dqtb	text/plain
