#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-07-03
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1377030515.622106	CYxoyn4S1PbupdmaW7	192.168.9.10	1031	67.221.183.64	80	1	GET	billboard.com	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1377030515.708731	CZ3icN2zprNG3Fnh9g	192.168.9.10	1032	93.184.216.229	80	1	GET	www.billboard.com	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	90134	200	OK	-	-	-	(empty)	-	-	-	-	-	FrlHQBEVgXqIj4Pkg	text/html
1377030515.73867	CZ3icN2zprNG3Fnh9g	192.168.9.10	1032	93.184.216.229	80	2	GET	www.billboard.com	/files/css/css_pbm0lsQQJ7A7WCCIMgxLho6mI_kBNgznNUWmTWcnfoE.css	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	7518	200	OK	-	-	-	(empty)	-	-	-	-	-	FjwePDXexGd1dJ18g	text/plain
1377030515.767687	CaUEgd2cLdZu8G19Md	192.168.9.10	1033	93.184.216.229	80	1	GET	www.billboard.com	/files/css/css_H2Ds0Szmus79ZU6G0Gv8be7ZJhXfUee6g7XMh6DqVAQ.css	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	9490	200	OK	-	-	-	(empty)	-	-	-	-	-	FQhO7J1yZeks1qMdih	text/plain
1377030515.798857	CZ3icN2zprNG3Fnh9g	192.168.9.10	1032	93.184.216.229	80	3	GET	www.billboard.com	/files/css/css_DkRnKIaoGM2y7NGHn8nj6jN5iz0GXD6adgQp8_RvVMI.css	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	8078	200	OK	-	-	-	(empty)	-	-	-	-	-	FDlBhY1pjo5uSvprwe	text/plain
1377030515.801705	CaUEgd2cLdZu8G19Md	192.168.9.10	1033	93.184.216.229	80	2	GET	www.billboard.com	/files/css/css_dbwub_LhYCZaaUnAEZotnNnSP6TBHlD1EWSXESoFlDM.css	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	279110	200	OK	-	-	-	(empty)	-	-	-	-	-	F27KGL1V3oVTNAJOh4	text/plain
1377030515.861955	CZ3icN2zprNG3Fnh9g	192.168.9.10	1032	93.184.216.229	80	4	GET	www.billboard.com	/files/css/css_zGRh2678TvYYO5TKsSPs4EGJS8DZYacD5VNTQRhPCNk.css	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5532	200	OK	-	-	-	(empty)	-	-	-	-	-	Fk1U3K3CPTIO8do4u3	text/plain
1377030515.882156	CaUEgd2cLdZu8G19Md	192.168.9.10	1033	93.184.216.229	80	3	GET	www.billboard.com	/files/js/js_PdiuypZMI8o81AYEdTHwjRslVPEF69JFzr7Y9sMWt4s.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	2976	200	OK	-	-	-	(empty)	-	-	-	-	-	FgI0k01rxtC0s9CeDf	text/plain
1377030515.882733	CMTHTq2zDhFnHx7eqa	192.168.9.10	1035	93.184.216.229	80	1	GET	www.billboard.com	/files/js/js_BOf-FR7Wm4w7K3OBdPkmXp2iRQpRf-PeYx-FfmQKi-c.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	13854	200	OK	-	-	-	(empty)	-	-	-	-	-	FdmYUEPvzPbTj7Bu7	text/plain
1377030515.882995	CBEEgt3KHDTm8BrA8d	192.168.9.10	1036	93.184.216.229	80	1	GET	www.billboard.com	/files/js/js_EppbyVRYhU34reEYHpU3cF7DDqB8y46khqgW9yA_hAQ.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	22512	200	OK	-	-	-	(empty)	-	-	-	-	-	Fmdq4T2nsCVlSS1h3j	text/plain
1377030515.882462	Cvst9Q1Zp9D5P1Mcv5	192.168.9.10	1034	93.184.216.229	80	1	GET	www.billboard.com	/files/js/js_Fk2EtWXE7LCynSwKaRdAXUBdaCDoMujrnIEpGHWyzko.js	http://www.billboard.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	93870	200	OK	-	-	-	(empty)	-	-	-	-	-	FE1QljxML61vrSu62	text/html
