#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-21-46
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1331230869.241871	C5GEsA3wKioV3vscZj	192.168.122.10	1030	216.239.36.21	80	1	GET	mediafirelinksforyou.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	233	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	F9MkWZ1tlmAmLPkaE5	text/html
1331230869.254516	CpF2o01EGvhVnnlk8i	192.168.122.10	1031	74.125.45.121	80	1	GET	www.mediafirelinksforyou.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	117233	200	OK	-	-	-	(empty)	-	-	-	-	-	F4uU6d1hF1qKAfkCDl	text/html
1331230869.315159	Caq6Ne93FxRMkkYml	192.168.122.10	1032	74.125.157.191	80	1	GET	www.blogger.com	/static/v1/widgets/2473101915-widget_css_bundle.css	http://www.mediafirelinksforyou.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18877	200	OK	-	-	-	(empty)	-	-	-	-	-	F068Mx28Jy9OTI491j	text/plain
1331230869.317268	CDRK5IpfunrkuODKg	192.168.122.10	1033	74.125.47.95	80	1	GET	ajax.googleapis.com	/ajax/libs/webfont/1/webfont.js	http://www.mediafirelinksforyou.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16749	200	OK	-	-	-	(empty)	-	-	-	-	-	FUrHbj4Ym2NZDsFxmf	text/plain
1331230869.379059	CmTj4xhQFiYqqHrH	192.168.122.10	1034	74.125.45.139	80	1	GET	www.google-analytics.com	/ga.js	http://www.mediafirelinksforyou.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	33407	200	OK	-	-	-	(empty)	-	-	-	-	-	FcBae73bcLG12RFgm9	text/plain
1331230869.4781	CmTj4xhQFiYqqHrH	192.168.122.10	1034	74.125.45.139	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.2.5&utms=1&utmn=115643067&utmhn=www.mediafirelinksforyou.com&utmcs=utf-8&utmsr=800x600&utmvp=796x475&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=MediaFire Links For You!&utmhid=542383375&utmr=-&utmp=/&utmac=UA-11622771-4&utmcc=__utma=222001412.988469722.1331245150.1331245150.1331245150.1;+__utmz=222001412.1331245150.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=q~	http://www.mediafirelinksforyou.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FUFHLJ2A5rK6MscaEd	image/gif
1331230869.405821	CI1N4V3zvVoHS423s4	192.168.122.10	1035	65.54.81.229	80	1	GET	ajax.aspnetcdn.com	/ajax/jquery/jquery-1.4.4.js	http://www.mediafirelinksforyou.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	183184	200	OK	-	-	-	(empty)	-	-	-	-	-	FBuqog1e7dZvBWHnB4	text/plain
1331230869.95698	CZnm6m4yiM2WJin342	192.168.122.10	1036	69.39.236.36	80	1	GET	adf.ly	/js/entry.js	http://www.mediafirelinksforyou.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	433	200	OK	-	-	-	(empty)	-	-	-	-	-	F2ZaT72bYfKomcrSx7	text/html
1331230870.002212	CDRK5IpfunrkuODKg	192.168.122.10	1033	74.125.47.95	80	2	GET	ajax.googleapis.com	/ajax/libs/jquery/1.6.1/jquery.min.js	http://www.mediafirelinksforyou.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	91342	200	OK	-	-	-	(empty)	-	-	-	-	-	F7qyKS3OLW3DJRsYX4	text/html
1331230870.038684	CKXT1D3qyTN2f9Hw53	192.168.122.10	1037	69.39.236.36	80	1	GET	adf.ly	/js/jquery.cookie.js	http://www.mediafirelinksforyou.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4246	200	OK	-	-	-	(empty)	-	-	-	-	-	F79qDo25K98v7vq8Wa	text/plain
1331230870.039155	Cn7b8E4SHzuR56cWri	192.168.122.10	1038	69.39.236.36	80	1	GET	adf.ly	/js/entry_scriptV1.1.js	http://www.mediafirelinksforyou.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1177	200	OK	-	-	-	(empty)	-	-	-	-	-	Fhetru2OMeUbOjm4zb	text/plain
