#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-16-30
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1373876389.588571	C522nO3ijRRLrL3jth	192.168.46.10	1030	171.66.121.222	80	1	GET	bmj.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	223	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FsOXtKqNORXeXq5H6	text/html
1373876393.407079	CK5vHB4tSL9TDrD9Jl	192.168.46.10	1062	74.125.224.187	80	1	GET	s0.2mdn.net	/879366/flash_inpage_rendering_lib_200_20.js	http://ad.doubleclick.net/adi/N6092.273810.247REALMEDIA.COM/B7695239.8;sz=160x600;click0=http://oasc05134.247realmedia.com/RealMedia/ads/click_lx.ads/BMJbmj/healthfitness%20/1{TIME_DATE_STAMP}/L6/407464078/Right1/BBN/BCN2013050392_002c_Chrysler/Chrysler_SMB_July_160.html/514f75625531486a73444d41446a6663?;ord=407464078?	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	72483	200	OK	-	-	-	(empty)	-	-	-	-	-	FnwpuT1RZkQ9YkFyFc	text/plain
1373876393.001228	C4zCDo2Y7ezKXmYxmb	192.168.46.10	1045	83.217.237.107	80	2	GET	group.bmj.com	/repository/images/bmj-group-sprite.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	34924	200	OK	-	-	-	(empty)	-	-	-	-	-	F0rZbQ2MfrmlCkJ2l8	image/gif
1373876395.406855	CAFDPi4Y5FOtRXOlpk	192.168.46.10	1064	171.67.126.77	80	1	GET	www.bmj.com	/sites/default/themes/bmj/images/pixel.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1373876395.43374	C5m8A34YodCVKPcnZf	192.168.46.10	1034	93.184.216.229	80	11	GET	eso-cdn.www.bmj.com	/sites/default/modules/custom/bmj_views/images/arrow-bg.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	136	200	OK	-	-	-	(empty)	-	-	-	-	-	FHDVPYuWpOLg5e84d	image/gif
1373876395.434511	CnD1s2430VTvVOu5Ji	192.168.46.10	1035	93.184.216.229	80	11	GET	eso-cdn.www.bmj.com	/sites/default/modules/custom/bmj_views/images/bg-nav-grad.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	538	200	OK	-	-	-	(empty)	-	-	-	-	-	F4faDH1dehKrKCJCJ6	image/gif
1373876395.7674	C5m8A34YodCVKPcnZf	192.168.46.10	1034	93.184.216.229	80	12	GET	eso-cdn.www.bmj.com	/sites/all/modules/colorbox/styles/default/images/controls.png	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2104	200	OK	-	-	-	(empty)	-	-	-	-	-	F16QUr2R6t78A7u3Wb	image/png
1373876395.778759	CnD1s2430VTvVOu5Ji	192.168.46.10	1035	93.184.216.229	80	12	GET	eso-cdn.www.bmj.com	/sites/all/modules/colorbox/styles/default/images/loading_animation.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2767	200	OK	-	-	-	(empty)	-	-	-	-	-	F3PsDV2FIZWyfs4bMd	image/gif
1373876396.23133	Cd2CkK20uGYp2pgKZa	192.168.46.10	1067	83.217.237.107	80	1	GET	doc2doc.bmj.com	/server/open.js?callback=jsonp1373890672250&_=1373890677859	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4485	200	OK	-	-	-	(empty)	-	-	-	-	-	FOIz2b7UgXzb7slA7	text/plain
1373876396.412501	CacNXd4fiMbd30ACej	192.168.46.10	1068	83.217.237.107	80	1	GET	doc2doc.bmj.com	/images/indicator.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1553	200	OK	-	-	-	(empty)	-	-	-	-	-	FS2WAZ3eilD3bRU675	image/gif
1373876398.205646	CXcTSs2N3vegj6nVjj	192.168.46.10	1069	54.230.87.247	80	1	GET	dnn506yrbagrg.cloudfront.net	/pages/scripts/0014/4896.js?381636	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7229	200	OK	-	-	-	(empty)	-	-	-	-	-	FXOhXL1HuRt5z6Cnp5	text/plain
1373876398.410316	CLditL27ITK9R5Cuvc	192.168.46.10	1072	63.238.2.217	80	1	GET	static.ak.facebook.com	/connect/xd_arbiter.php?version=25	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	26474	200	OK	-	-	-	(empty)	-	-	-	-	-	FtGN6e2lsuRQhanFJj	text/html
1373876399.060401	C7KKOw2NcpEE4NcI4c	192.168.46.10	1074	195.66.79.29	80	1	GET	www.freefilesdownloader.com	/download/1/91000/api	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3795	200	OK	-	-	-	(empty)	-	-	-	-	-	FRDLLa2BbVNSOl67ri	text/html
1373876399.418605	C7KKOw2NcpEE4NcI4c	192.168.46.10	1074	195.66.79.29	80	2	GET	www.freefilesdownloader.com	/css/layout1/style.css	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2205	200	OK	-	-	-	(empty)	-	-	-	-	-	F9vIsA1Sa6eAhMPTne	text/plain
1373876399.606776	CUtvHh4T7CcKL6mODl	192.168.46.10	1075	195.66.79.29	80	1	GET	www.freefilesdownloader.com	/js/jquery-1.8.2.min.js	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	93434	200	OK	-	-	-	(empty)	-	-	-	-	-	Fai2TU2rVnhYmd5Xvd	text/plain
1373876395.393928	CKbB4s3VHmhJHBnaEe	192.168.46.10	1036	171.67.126.77	80	7	GET	www.bmj.com	/sites/default/themes/bmj/images/pixel.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1373876395.39492	CysWAB2oYhBDCANw4d	192.168.46.10	1052	171.67.126.77	80	2	GET	www.bmj.com	/sites/default/themes/bmj/images/pixel.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1373876400.39748	C7KKOw2NcpEE4NcI4c	192.168.46.10	1074	195.66.79.29	80	3	GET	www.freefilesdownloader.com	/js/jquery.cookie.js	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1941	200	OK	-	-	-	(empty)	-	-	-	-	-	Fo7MEe2IuNnrJn0rdk	text/plain
1373876400.594644	CUtvHh4T7CcKL6mODl	192.168.46.10	1075	195.66.79.29	80	2	GET	www.freefilesdownloader.com	/js/common.js	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1160	200	OK	-	-	-	(empty)	-	-	-	-	-	F0rGxH3VOSX0pj25Lc	text/plain
1373876400.78208	C7KKOw2NcpEE4NcI4c	192.168.46.10	1074	195.66.79.29	80	4	GET	www.freefilesdownloader.com	/js/jquery.fileDownload.js	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16372	200	OK	-	-	-	(empty)	-	-	-	-	-	Fz3xcuBtuOr4kNlng	text/plain
1373876401.159971	CUtvHh4T7CcKL6mODl	192.168.46.10	1075	195.66.79.29	80	3	GET	www.freefilesdownloader.com	/images/layout1/ani.gif	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19763	200	OK	-	-	-	(empty)	-	-	-	-	-	FSKpM54i4Qjjoxxff6	image/gif
1373876401.160679	C7KKOw2NcpEE4NcI4c	192.168.46.10	1074	195.66.79.29	80	5	GET	www.freefilesdownloader.com	/images/layout1/line.jpg	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1517	200	OK	-	-	-	(empty)	-	-	-	-	-	FYBKVVCgkV02FtyD2	image/jpeg
1373876401.377281	CUtvHh4T7CcKL6mODl	192.168.46.10	1075	195.66.79.29	80	4	GET	www.freefilesdownloader.com	/images/layout1/button_2.png	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	27363	200	OK	-	-	-	(empty)	-	-	-	-	-	FGxL2X1XuoEb5j9wKc	image/png
1373876401.501851	CjbGHP28jRd5BfiBod	192.168.46.10	1076	176.121.11.24	80	1	GET	freemediastats.com	/getcounter/9100001/counter.gif	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F3HrlO144f9teV5Jee	image/gif
1373876401.751063	CUtvHh4T7CcKL6mODl	192.168.46.10	1075	195.66.79.29	80	5	GET	www.freefilesdownloader.com	/images/layout1/vert_line.png	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	522	200	OK	-	-	-	(empty)	-	-	-	-	-	FWo9wk1z1unCWvvFok	image/png
1373876401.585136	CUgnzA4DFODI6xWT5f	192.168.46.10	1077	176.121.11.24	80	1	GET	stat.freemediastats.com	/piwik.js	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21596	200	OK	-	-	-	(empty)	-	-	-	-	-	FijJER3WnYGBjBvwOk	text/plain
1373876401.377024	C7KKOw2NcpEE4NcI4c	192.168.46.10	1074	195.66.79.29	80	6	GET	www.freefilesdownloader.com	/images/layout1/all_bg_2.3.jpg	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	153955	200	OK	-	-	-	(empty)	-	-	-	-	-	FC50yb2lddcCuempwj	image/jpeg
1373876402.243468	CUgnzA4DFODI6xWT5f	192.168.46.10	1077	176.121.11.24	80	2	GET	stat.freemediastats.com	/piwik.php?action_name=api Downloader&idsite=1&rec=1&r=891454&h=8&m=18&s=4&url=http://www.freefilesdownloader.com/download/1/91000/api&_id=2495379df2b96bd0&_idts=1373890684&_idvc=1&_idn=1&_refts=0&_viewts=1373890684&cvar={"1":["user_sub_id","91000"]}&res=800x600	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FJHfkDsSLFn0W3W4l	image/gif
1373876402.434514	CQDMKG3QrrIdhJL6Qh	192.168.46.10	1078	195.66.79.29	80	1	GET	www.freefilesdownloader.com	/get/api_Downloader_9100001.exe?st=Oq6Sm27hyhdbvU-8gaY6FA&e=1373962682	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14275	200	OK	-	-	-	(empty)	-	-	-	-	-	FILkOI1hvWaMU6XeH4	application/x-dosexec
1373876402.243822	CUtvHh4T7CcKL6mODl	192.168.46.10	1075	195.66.79.29	80	6	GET	www.freefilesdownloader.com	/get/api_Downloader_9100001.exe?st=Oq6Sm27hyhdbvU-8gaY6FA&e=1373962682	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1373876411.311895	C7KKOw2NcpEE4NcI4c	192.168.46.10	1074	195.66.79.29	80	7	GET	www.freefilesdownloader.com	/get/api_Downloader_9100001.exe?st=Oq6Sm27hyhdbvU-8gaY6FA&e=1373962682	http://www.freefilesdownloader.com/download/1/91000/api	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31760	206	Partial Content	-	-	-	(empty)	-	-	-	-	-	Fl8Ehr4LV7z8uQ8std	binary
#close	2014-04-03-10-16-30
