#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-50-43
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1337804063.999307	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	15	GET	www.thelocal.de	/articleImages/42715.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	48036	200	OK	-	-	-	(empty)	-	-	-	-	-	FayHvV2gF9wcbMOGdf	image/jpeg
1337804064.581588	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	19	GET	www.thelocal.de	/articleImages/42615.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	39604	200	OK	-	-	-	(empty)	-	-	-	-	-	FA0xCu35oN1ffmnDLi	image/jpeg
1337804064.599808	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	16	GET	www.thelocal.de	/articleImages/42355.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	46362	200	OK	-	-	-	(empty)	-	-	-	-	-	FZSpAj3wfjUtw9QaM5	image/jpeg
1337804065.055644	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	20	GET	www.thelocal.de	/articleImages/42683-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7772	200	OK	-	-	-	(empty)	-	-	-	-	-	FomeCn2g1vS1lzP9Uj	image/jpeg
1337804065.245853	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	21	GET	www.thelocal.de	/articleImages/42655-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8635	200	OK	-	-	-	(empty)	-	-	-	-	-	FO5Gqt2MoQlqlNobTh	image/jpeg
1337804065.434395	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	22	GET	www.thelocal.de	/articleImages/42665-300-277.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32147	200	OK	-	-	-	(empty)	-	-	-	-	-	FolN9c3DGTUht5w1S6	image/jpeg
1337804065.633032	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	17	GET	www.thelocal.de	/articleImages/42715-300-259.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	33365	200	OK	-	-	-	(empty)	-	-	-	-	-	FcTuOB4PvhsVnSfv94	image/jpeg
1337804066.384055	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	23	GET	www.thelocal.de	/articleImages/gallery1549-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6002	200	OK	-	-	-	(empty)	-	-	-	-	-	Fz20m52hn9SKzigGDb	image/jpeg
1337804066.385412	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	18	GET	www.thelocal.de	/articleImages/42651-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14300	200	OK	-	-	-	(empty)	-	-	-	-	-	FsANoY2nU50gH0oF2g	image/jpeg
1337804066.648371	CF9m972FUWzkQnJRCd	192.168.21.10	1056	198.87.51.50	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yP/r/c1TgLV4JTX7.css	http://www.facebook.com/plugins/likebox.php?id=19360679697&width=300&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15646	200	OK	-	-	-	(empty)	-	-	-	-	-	FrDjVg37krunxkHhD9	text/plain
1337804066.648809	CAIZ361yKR1SjsNKN5	192.168.21.10	1058	198.87.51.50	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yO/r/tGcdeQ5ndfO.css	http://www.facebook.com/plugins/likebox.php?id=19360679697&width=300&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2723	200	OK	-	-	-	(empty)	-	-	-	-	-	FUSQuu4fefyRcnm5Hc	text/plain
1337804066.649141	CYWwfo3dYdrhTghar2	192.168.21.10	1059	198.87.51.35	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/yY/r/JhD4OhrYm6c.css	http://www.facebook.com/plugins/likebox.php?id=19360679697&width=300&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20358	200	OK	-	-	-	(empty)	-	-	-	-	-	F1gTsp3VVQBIhpgYec	text/plain
1337804066.617622	CutX7m35nkd8WTlUx1	192.168.21.10	1052	27.121.104.59	80	3	GET	www.ukforex.co.uk	/Content/themes/ozforex/styles.custom.css	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12162	200	OK	-	-	-	(empty)	-	-	-	-	-	FR7idh3h86nFeQHCwb	text/plain
1337804066.651089	CP4R2q4GN2TnpZuAd7	192.168.21.10	1054	27.121.104.59	80	2	GET	www.ukforex.co.uk	/Content/themes/ozforex/toolkit.css	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12391	200	OK	-	-	-	(empty)	-	-	-	-	-	FLIYEj1mAnPfF8ElSe	text/plain
1337804066.821358	CYWwfo3dYdrhTghar2	192.168.21.10	1059	198.87.51.35	80	2	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/y3/r/3ZjaA6ENCAY.css	http://www.facebook.com/plugins/likebox.php?id=19360679697&width=300&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6046	200	OK	-	-	-	(empty)	-	-	-	-	-	FfGkpR1XWly5O7FVt2	text/plain
1337804066.820926	CF9m972FUWzkQnJRCd	192.168.21.10	1056	198.87.51.50	80	2	GET	static.ak.fbcdn.net	/rsrc.php/v2/yi/r/b-DxVLfUvNW.js	http://www.facebook.com/plugins/likebox.php?id=19360679697&width=300&connections=10&stream=true&header=true&height=587	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	56880	200	OK	-	-	-	(empty)	-	-	-	-	-	FnfHuE2M2k1PKZCXCd	text/plain
1337804066.658639	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	19	GET	www.thelocal.de	/articleImages/42641-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15920	200	OK	-	-	-	(empty)	-	-	-	-	-	FkHnLvW8KqZBuyuil	image/jpeg
1337804066.657645	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	24	GET	www.thelocal.de	/articleImages/42617-300-254.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	29147	200	OK	-	-	-	(empty)	-	-	-	-	-	FCfNPR1LUs381eulb4	image/jpeg
1337804067.147435	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	20	GET	www.thelocal.de	/articleImages/42579-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4678	200	OK	-	-	-	(empty)	-	-	-	-	-	FOIwAXvUeW0w98Rka	image/jpeg
1337804067.148044	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	25	GET	www.thelocal.de	/articleImages/42615-300-250.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	26725	200	OK	-	-	-	(empty)	-	-	-	-	-	FfbwI54WWcYZfLPcO7	image/jpeg
1337804067.343675	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	21	GET	www.thelocal.de	/articleImages/42609-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8538	200	OK	-	-	-	(empty)	-	-	-	-	-	Fo88lCBofMj0DTeI7	image/jpeg
1337804067.522576	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	26	GET	www.thelocal.de	/articleImages/42577-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5809	200	OK	-	-	-	(empty)	-	-	-	-	-	FVKzPa1WJ6Bj4bWrSc	image/jpeg
1337804067.542516	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	22	GET	www.thelocal.de	/articleImages/42557-300-261.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	27474	200	OK	-	-	-	(empty)	-	-	-	-	-	F1453k33yMFvyPLKo3	image/jpeg
1337804067.549301	CP4R2q4GN2TnpZuAd7	192.168.21.10	1054	27.121.104.59	80	3	GET	www.ukforex.co.uk	/Scripts/jquery-1.5.1.min.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	85497	200	OK	-	-	-	(empty)	-	-	-	-	-	FtqzZ8117ew16M8DRf	text/plain
1337804067.492387	CutX7m35nkd8WTlUx1	192.168.21.10	1052	27.121.104.59	80	4	GET	www.ukforex.co.uk	/Content/themes/ozforex/fonts/NettoOffc.eot	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	81216	200	OK	-	-	-	(empty)	-	-	-	-	-	FDW6pztth4R32yc1	application/vnd.ms-fontobject
1337804070.221866	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	27	GET	www.thelocal.de	/articleImages/42519-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3831	200	OK	-	-	-	(empty)	-	-	-	-	-	FEQ9nf2u4frlZagO3j	image/jpeg
1337804070.362794	Ckw6n53yX3ofhO8kb1	192.168.21.10	1062	62.210.160.193	80	1	GET	www.easyvols.org	/base/css/js/formMEV.css	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	348	200	OK	-	-	-	(empty)	-	-	-	-	-	FgfeJh3wXaPb2CETsg	text/plain
1337804070.362546	CGva3MDIHcYpUfB37	192.168.21.10	1061	62.210.160.193	80	1	GET	www.easyvols.org	/base/css/js/completionMEC.css	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	744	200	OK	-	-	-	(empty)	-	-	-	-	-	F8hwyC4N922efQwqZd	text/plain
1337804070.223219	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	23	GET	www.thelocal.de	/articleImages/42553-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4968	200	OK	-	-	-	(empty)	-	-	-	-	-	F76GHdhMHcqYjvLy5	image/jpeg
1337804070.495219	CP4R2q4GN2TnpZuAd7	192.168.21.10	1054	27.121.104.59	80	4	GET	www.ukforex.co.uk	/Scripts/custom.swfobject.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7031	200	OK	-	-	-	(empty)	-	-	-	-	-	FeHpDP2apZ8PoOH7ai	text/plain
1337804070.518255	Ckw6n53yX3ofhO8kb1	192.168.21.10	1062	62.210.160.193	80	2	GET	www.easyvols.org	/base/css/js/completionMEH.css	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1172	200	OK	-	-	-	(empty)	-	-	-	-	-	F9Q4vM3nLJ1WIPDlJc	text/plain
1337804070.518868	CGva3MDIHcYpUfB37	192.168.21.10	1061	62.210.160.193	80	2	GET	www.easyvols.org	/base/css/js/completionMEV.css	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1391	200	OK	-	-	-	(empty)	-	-	-	-	-	FFUSZ72NOlmkHCXLqh	text/plain
1337804070.414824	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	28	GET	www.thelocal.de	/articleImages/42595-300-255.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31472	200	OK	-	-	-	(empty)	-	-	-	-	-	FpKyHw3kESWyL4hy23	image/jpeg
1337804071.625714	Ckw6n53yX3ofhO8kb1	192.168.21.10	1062	62.210.160.193	80	3	GET	www.easyvols.org	/base/css/js/calendar.css	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	FR82ya3Bw7IFadrYq6	text/plain
1337804071.88512	CHrJVu31cGb1bWes7h	192.168.21.10	1064	62.210.160.198	80	1	GET	cdn.easyvoyage.com	/js/optim/gg_cc/ev/boot.js	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	440	200	OK	-	-	-	(empty)	-	-	-	-	-	F0fNIzzIxGPjZP1af	text/plain
1337804071.886804	Ckw6n53yX3ofhO8kb1	192.168.21.10	1062	62.210.160.193	80	4	GET	www.easyvols.org	/base/styles/ei/en/type_b/300x250/def_mevhcp.css	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10421	200	OK	-	-	-	(empty)	-	-	-	-	-	FRcCco2T98twLa7kSe	text/plain
1337804071.908616	CGva3MDIHcYpUfB37	192.168.21.10	1061	62.210.160.193	80	3	GET	www.easyvols.org	/base/imgs/default/calendrier.gif	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	335	200	OK	-	-	-	(empty)	-	-	-	-	-	F3YE710RadbUePU49	image/gif
1337804071.606726	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	24	GET	www.thelocal.de	/articleImages/42495-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12249	200	OK	-	-	-	(empty)	-	-	-	-	-	FenevWXU6JC7N7bW4	image/jpeg
1337804071.649132	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	29	GET	www.thelocal.de	/articleImages/42061-300-269.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21832	200	OK	-	-	-	(empty)	-	-	-	-	-	FnQRNj4628KvGCPRDk	image/jpeg
1337804072.070464	CGva3MDIHcYpUfB37	192.168.21.10	1061	62.210.160.193	80	4	GET	www.easyvols.org	/base/styles/ei/en/type_b/300x250/mevhcp.css	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4439	200	OK	-	-	-	(empty)	-	-	-	-	-	Fk3Yvl2nwBbPyP0gu1	text/plain
1337804073.120865	CGva3MDIHcYpUfB37	192.168.21.10	1061	62.210.160.193	80	5	GET	www.easyvols.org	/base/imgs/ei/type_b/mev_submit_en.gif	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2527	200	OK	-	-	-	(empty)	-	-	-	-	-	FT5v811W0GDjyXUhW	image/gif
1337804073.322272	CzZOb81sZQjC35Qj6d	192.168.21.10	1065	184.169.75.33	80	1	GET	widgets.twimg.com	/j/2/widget.js	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45289	200	OK	-	-	-	(empty)	-	-	-	-	-	FxxoIx3TedL4uI3Mkj	text/plain
1337804073.119947	Ckw6n53yX3ofhO8kb1	192.168.21.10	1062	62.210.160.193	80	5	GET	www.easyvols.org	/base/imgs/ei/type_b/300x250_bg_mev_fr.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5773	200	OK	-	-	-	(empty)	-	-	-	-	-	FnK1Xd34vbmQdnmgwf	image/png
1337804073.313724	CGva3MDIHcYpUfB37	192.168.21.10	1061	62.210.160.193	80	6	GET	www.easyvols.org	/base/imgs/ei/type_b/meh_submit_en.gif	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2527	200	OK	-	-	-	(empty)	-	-	-	-	-	FUH6aogXpoJIwSP6a	image/gif
1337804072.907706	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	30	GET	www.thelocal.de	/articleImages/42209-300-256.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	34978	200	OK	-	-	-	(empty)	-	-	-	-	-	Fzt6ZnLP57xvLHpte	image/jpeg
1337804073.32868	CutX7m35nkd8WTlUx1	192.168.21.10	1052	27.121.104.59	80	5	GET	www.ukforex.co.uk	/Scripts/custom.chart.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	881	200	OK	-	-	-	(empty)	-	-	-	-	-	FAr384IpvJfpPEF02	text/plain
1337804072.90574	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	25	GET	www.thelocal.de	/articleImages/42465-300-254.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32063	200	OK	-	-	-	(empty)	-	-	-	-	-	FhNen73P1ciqazA4f7	image/jpeg
1337804073.553851	Ckw6n53yX3ofhO8kb1	192.168.21.10	1062	62.210.160.193	80	6	GET	www.easyvols.org	/base/imgs/ei/type_b/300x250_bg_meh_fr.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5995	200	OK	-	-	-	(empty)	-	-	-	-	-	FvIB933YZpfPn4ArYe	image/png
1337804073.570661	CGva3MDIHcYpUfB37	192.168.21.10	1061	62.210.160.193	80	7	GET	www.easyvols.org	/base/imgs/ei/type_b/300x250_bg_mec_fr.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5565	200	OK	-	-	-	(empty)	-	-	-	-	-	F4Hy7W1qNvTPkTPh62	image/png
1337804073.140003	CHrJVu31cGb1bWes7h	192.168.21.10	1064	62.210.160.198	80	2	GET	cdn.easyvoyage.com	/js/optim/gg_cc/ev/core.js?185808	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32644	200	OK	-	-	-	(empty)	-	-	-	-	-	FuGCRp2v4rhMML7GRg	text/plain
1337804073.570162	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	31	GET	www.thelocal.de	/articleImages/42441-146-97.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6752	200	OK	-	-	-	(empty)	-	-	-	-	-	FiqJofdasx9xyi8Tb	image/jpeg
1337804073.835965	CzZOb81sZQjC35Qj6d	192.168.21.10	1065	184.169.75.33	80	2	GET	widgets.twimg.com	/j/2/widget.css	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2927	200	OK	-	-	-	(empty)	-	-	-	-	-	F212wOk3A45OhMkbk	text/plain
1337804073.72631	Ckw6n53yX3ofhO8kb1	192.168.21.10	1062	62.210.160.193	80	7	GET	www.easyvols.org	/base/imgs/ei/type_b/mec_submit_en.gif	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2527	200	OK	-	-	-	(empty)	-	-	-	-	-	FkYHl82umma04ibkg8	image/gif
1337804073.732275	CGva3MDIHcYpUfB37	192.168.21.10	1061	62.210.160.193	80	8	GET	www.easyvols.org	/base/imgs/ei/type_b/300_l_li.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	364	200	OK	-	-	-	(empty)	-	-	-	-	-	F4ovPH2Gjevu6KkZRh	image/png
1337804073.785084	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	32	GET	www.thelocal.de	/articleImages/41985-300-197.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14809	200	OK	-	-	-	(empty)	-	-	-	-	-	FSjx5q1rNHNO6GmyGb	image/jpeg
1337804073.839765	CP4R2q4GN2TnpZuAd7	192.168.21.10	1054	27.121.104.59	80	5	GET	www.ukforex.co.uk	/Scripts/jquery.unobtrusive-ajax.min.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2745	200	OK	-	-	-	(empty)	-	-	-	-	-	FAe2yS3bbruk2Lag4b	text/plain
1337804073.657706	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	26	GET	www.thelocal.de	/articleImages/42693-300-181.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21389	200	OK	-	-	-	(empty)	-	-	-	-	-	FgrUZC2J4d7OxhB4i8	image/jpeg
1337804074.053873	Ckw6n53yX3ofhO8kb1	192.168.21.10	1062	62.210.160.193	80	8	GET	www.easyvols.org	/base/imgs/ei/type_b/300_m_li.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	258	200	OK	-	-	-	(empty)	-	-	-	-	-	FOmtnW2H4lET4NhrYd	image/png
1337804074.246929	CtP2A94AOOtjYPn58	192.168.21.10	1037	173.241.250.2	80	5	GET	d1.openx.org	/lg.php?bannerid=769596&campaignid=357781&zoneid=138653&source=home&loc=http://www.thelocal.de/&cb=cb8266f35e&r_id=e8af384411083091ec5b9b5c723fd93a&r_ts=m4hs4f	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FV2mva29aRS3SoBBFi	image/gif
1337804074.176588	CGva3MDIHcYpUfB37	192.168.21.10	1061	62.210.160.193	80	9	GET	www.easyvols.org	/base/imgs/ei/type_b/300_r_li.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	372	200	OK	-	-	-	(empty)	-	-	-	-	-	FGNTkIUAvfUy5wJjk	image/png
1337804074.246412	C7BcAh3iWhLEejQfT1	192.168.21.10	1044	198.87.51.16	80	5	GET	i-cdn.servedbyopenx.com	/273/2732b2df3db1100300d49e826d822014ea3e23e2/319/319277f7f8135acaca8481449dedc74e.gif	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	91587	200	OK	-	-	-	(empty)	-	-	-	-	-	FRDjlD2Idz93QmnKp9	image/gif
1337804074.177024	CD2x0L1Ta9BpqlO8Wg	192.168.21.10	1031	46.20.229.1	80	33	GET	www.thelocal.de	/articleImages/41669-300-186.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21854	200	OK	-	-	-	(empty)	-	-	-	-	-	FZQYBp4tCbhB0J5PNi	image/jpeg
1337804074.177312	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	27	GET	www.thelocal.de	/articleImages/42173-300-203.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	34502	200	OK	-	-	-	(empty)	-	-	-	-	-	FiwyrTWy74ZFbFXPk	image/jpeg
1337804074.562939	Cf68qN1EDjjHIMWc7b	192.168.21.10	1066	173.241.250.6	80	1	GET	bid.openx.net	/jstag	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1471	200	OK	-	-	-	(empty)	-	-	-	-	-	FJBjRq1xEjLVrrGnB6	text/html
1337804074.562419	CEpfgB4V1ln3LbWP68	192.168.21.10	1038	173.241.250.2	80	5	GET	d1.openx.org	/lg.php?bannerid=762400&campaignid=354287&zoneid=165673&source=home&loc=http://www.thelocal.de/&cb=255d0b3bae&r_id=608fb19e4f65ab6ead06cf0f6bb7b8cd&r_ts=m4hs4f	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F6E9s84etkY1fkKv32	image/gif
1337804074.561023	C7BcAh3iWhLEejQfT1	192.168.21.10	1044	198.87.51.16	80	6	GET	i-cdn.servedbyopenx.com	/273/2732b2df3db1100300d49e826d822014ea3e23e2/9e2/9e22e3f8172627b8fcc6946b4c7ed7f6.gif	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	103746	200	OK	-	-	-	(empty)	-	-	-	-	-	Fv7wTU25LigkLylezb	image/gif
1337804074.456191	CutX7m35nkd8WTlUx1	192.168.21.10	1052	27.121.104.59	80	6	GET	www.ukforex.co.uk	/Scripts/jquery.validate.min.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	21173	200	OK	-	-	-	(empty)	-	-	-	-	-	FwOLwL25tkWDRoubb7	text/plain
1337804074.637513	CzZOb81sZQjC35Qj6d	192.168.21.10	1065	184.169.75.33	80	3	GET	widgets.twimg.com	/i/widget-logo.png	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	887	200	OK	-	-	-	(empty)	-	-	-	-	-	FjE29zXl8W27NJZl9	image/png
1337804074.665665	CCBA5Fn1ubbIXEwV7	192.168.21.10	1068	173.241.250.6	80	1	GET	bid.openx.net	/cm?wid=3db24c8c-4cf1-4ba0-816c-7270146bfdce	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1337804074.568754	CfZoBa1bIDntfaI396	192.168.21.10	1032	46.20.229.1	80	28	GET	www.thelocal.de	/articleImages/42567-300-185.jpg	http://www.thelocal.de/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19536	200	OK	-	-	-	(empty)	-	-	-	-	-	FhyCb03UGh7RZBE3jj	image/jpeg
