#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-23-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1337801078.608722	CppZWE49xuKesZFUxi	192.168.27.10	1030	216.146.38.125	80	1	GET	toytowngermany.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1337801113.878479	CHDKGTMSppfgyJAy4	192.168.27.10	1041	74.125.127.154	80	5	GET	googleads.g.doubleclick.net	/pagead/ads?client=ca-pub-0953829391660321&output=html&h=600&slotname=7969369027&w=160&lmt=1337815390&ea=0&flash=10.0.32.18&url=http://www.toytowngermany.com/&dt=1337815390796&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085,5617333748,5617333748&correlator=1337815362062&frm=20&adk=96239162&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=828&ady=7961&biw=780&bih=438&oid=3&fu=0&ifi=4&dtd=79	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	603	400	Bad Request	-	-	-	(empty)	-	-	-	-	-	FbQuhR2gPvuCNgjiI6	text/html
1337801114.190094	C4mYH63yJhLlhbTgUe	192.168.27.10	1071	173.194.79.149	80	3	GET	s0.2mdn.net	/3164974/PID_2053948_yt_serena_300x250_Shell.swf	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17825	200	OK	-	-	-	(empty)	-	-	-	-	-	FTDtkYRyZerjShMo6	application/x-shockwave-flash
1337801114.912845	CP4iyu2oIoFHu8Ekle	192.168.27.10	1074	198.87.51.33	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1759	200	OK	-	-	-	(empty)	-	-	-	-	-	F3deifKVqhHdufQEc	text/html
1337801115.149198	CjQKLQ1dbewAthCEk8	192.168.27.10	1075	184.87.156.20	80	1	GET	s7.addthis.com	/static/r07/core013.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	120931	200	OK	-	-	-	(empty)	-	-	-	-	-	FMRkky3Zk1MovZkR78	text/plain
1337801115.270802	Ctw67Z2LXsN4ub0by5	192.168.27.10	1076	174.35.3.16	80	1	GET	cheetah.vizu.com	/i.gif?cid=4340;adid=48390045;siteid=N5295.134426.GOOGLEDISPLAYNETWOR;adtype=1;stype=7;siteurl=www.toytowngermany.com;wc=;cust1=;cust2=;cust3=;cust4=;cust5=;ver=v5;o=winxp;ua=msie;uv=6.0;lan=en-us;fv=10.0;id=1337815390953;t=1337815392203	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FtRYsxvEnwG8Tb3b6	image/gif
1337801115.27106	CSMono2U528p7jq1zb	192.168.27.10	1077	174.35.3.16	80	1	GET	cheetah.vizu.com	/a.gif?cid=4340;adid=48390045;siteid=N5295.134426.GOOGLEDISPLAYNETWOR;adtype=1;stype=7;siteurl=www.toytowngermany.com;wc=;cust1=;cust2=;cust3=;cust4=;cust5=;ver=v5;o=winxp;ua=msie;uv=6.0;lan=en-us;fv=10.0;id=1337815390953;t=1337815392203	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F0dbVk1QDw0vZi5Z07	image/gif
1337801115.270435	C3CumtfKGwGahIlvl	192.168.27.10	1051	27.121.104.59	80	5	GET	www.ukforex.co.uk	/Content/themes/ozforex/images/button_shaded.gif	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12343	200	OK	-	-	-	(empty)	-	-	-	-	-	FZPYNj4d4wMYIpyJh7	image/gif
1337801115.722458	CANG3Z1b8UldffX5Y8	192.168.27.10	1067	198.87.51.50	80	3	GET	static.ak.fbcdn.net	/rsrc.php/v2/yW/r/CQogB5gwpHy.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	111926	200	OK	-	-	-	(empty)	-	-	-	-	-	FpVP8u3PgyNSS1TlZ9	text/plain
1337801115.721677	CIhdYD4pPqs60sUhrl	192.168.27.10	1045	27.121.104.59	80	9	GET	www.ukforex.co.uk	/Content/themes/ozforex/images/logo_toolkit_uk_white.png	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3066	200	OK	-	-	-	(empty)	-	-	-	-	-	FECzzs3YKlPFDOJoMc	image/png
1337801115.722156	C3CumtfKGwGahIlvl	192.168.27.10	1051	27.121.104.59	80	6	GET	www.ukforex.co.uk	/Content/themes/ozforex/images/formText.png	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	49330	200	OK	-	-	-	(empty)	-	-	-	-	-	FnPfpZjytK3FPzXM	image/png
1337801115.954149	CjQKLQ1dbewAthCEk8	192.168.27.10	1075	184.87.156.20	80	2	GET	s7.addthis.com	/static/r07/widget082.css	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	51511	200	OK	-	-	-	(empty)	-	-	-	-	-	F0Duds3R78gcKW12Id	text/plain
1337801116.061278	CQZlL22uwZThEgej1c	192.168.27.10	1072	174.35.3.17	80	2	GET	puma.vizu.com	/v5/swf/andes_catcher.swf	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1856	200	OK	-	-	-	(empty)	-	-	-	-	-	FLrjmg3TKngPhQy1A9	application/x-shockwave-flash
1337801116.127227	CEWTZf1X0tYWg2oPt8	192.168.27.10	1078	184.87.156.20	80	1	GET	s7.addthis.com	/static/r07/widgetIE67001.css	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	866	200	OK	-	-	-	(empty)	-	-	-	-	-	F3DvJZ3Z9UQPHx69xi	text/plain
1337801116.126943	Ctw67Z2LXsN4ub0by5	192.168.27.10	1076	174.35.3.16	80	2	GET	cheetah.vizu.com	/c.gif?cid=4340;adid=48390045;siteid=N5295.134426.GOOGLEDISPLAYNETWOR;adtype=1;stype=7;siteurl=www.toytowngermany.com;wc=;cust1=;cust2=;cust3=;cust4=;cust5=;ver=v5;o=winxp;ua=msie;uv=6.0;lan=en-us;fv=10.0;id=1337815390953;t=1337815393109	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FY8m9w1qbsTgjL85bj	image/gif
1337801116.252307	CfX8AW2mRRRhu4Nn9e	192.168.27.10	1079	174.35.3.17	80	1	GET	puma.vizu.com	/v5/htm/andes_c.html?cid=4340&adid=48390045&siteid=N5295.134426.GOOGLEDISPLAYNETWOR&adtype=1&stype=7&siteurl=www.toytowngermany.com&wc=&cust1=&cust2=&cust3=&cust4=&cust5=&ver=v5&o=winxp&ua=msie&uv=6.0&lan=en-us&fv=10.0&id=1337815390953&base=http://puma.vizu.com&ttype=c&pid=120104&intt=0.1&intc=0.1&inttype=banner&st=1337815393109	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9856	200	OK	-	-	-	(empty)	-	-	-	-	-	F1PORW3ZETKGastuN7	text/html
1337801116.766296	C3QNZt4Le10SQCsMFk	192.168.27.10	1037	173.241.250.2	80	7	GET	d1.openx.org	/lg.php?bannerid=636421&campaignid=211354&zoneid=185665&loc=1&referer=http://www.toytowngermany.com/&cb=cfb2006e8f&r_id=1d14ff3bec23ee7379180575047532ec&r_ts=m4hptv	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FL2Kgo2F9hUuXmyL1d	image/gif
1337801116.981929	CHDKGTMSppfgyJAy4	192.168.27.10	1041	74.125.127.154	80	6	GET	googleads.g.doubleclick.net	/pagead/ads?client=ca-pub-0953829391660321&output=html&h=600&slotname=7969369027&w=160&lmt=1337815393&ea=0&flash=10.0.32.18&url=http://www.toytowngermany.com/&dt=1337815393828&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085,5617333748,5617333748,7969369027&correlator=1337815362062&frm=20&adk=96239162&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=1&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=828&ady=8574&biw=780&bih=438&oid=3&fu=0&ifi=5&dtd=234	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	603	400	Bad Request	-	-	-	(empty)	-	-	-	-	-	FdzQPO2z2mutBX2g4g	text/html
1337801117.136656	CEWTZf1X0tYWg2oPt8	192.168.27.10	1078	184.87.156.20	80	2	GET	s7.addthis.com	/static/r07/sh088.html	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43836	200	OK	-	-	-	(empty)	-	-	-	-	-	FyphHi2PO2san0xD8c	text/html
1337801117.009883	CQZlL22uwZThEgej1c	192.168.27.10	1072	174.35.3.17	80	3	GET	puma.vizu.com	/v5/swf/andes_c.swf?t=2	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4364	200	OK	-	-	-	(empty)	-	-	-	-	-	FDIfQr3yJTkAJZ1oXl	application/x-shockwave-flash
1337801117.300339	CjQKLQ1dbewAthCEk8	192.168.27.10	1075	184.87.156.20	80	3	GET	s7.addthis.com	/static/r07/widget005_top.png	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10055	200	OK	-	-	-	(empty)	-	-	-	-	-	FcCaDj4mukBZCxjOE2	image/png
1337801117.304304	CCA7Wm2RQ9TyeTYZe9	192.168.27.10	1082	184.87.156.20	80	1	GET	s7.addthis.com	/static/r07/widget005_top.png	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5587	200	OK	-	-	-	(empty)	-	-	-	-	-	Fno7Cs1wSgIcsTvtRi	image/png
1337801117.30737	CF8QB63uUu9Mcu1JUe	192.168.27.10	1083	184.87.156.20	80	1	GET	s7.addthis.com	/static/r07/widget005_top.png	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10055	200	OK	-	-	-	(empty)	-	-	-	-	-	F3IfmC4dFx4BIWvMm	image/png
1337801117.532547	C4mYH63yJhLlhbTgUe	192.168.27.10	1071	173.194.79.149	80	4	GET	s0.2mdn.net	/3164974/PID_2053948_yt_serena_300x250_Video.swf	http://s0.2mdn.net/3164974/PID_2053948_yt_serena_300x250_Shell.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	68009	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc1WMq1c7EH12PnHSf	application/x-shockwave-flash
1337801117.894026	CSMono2U528p7jq1zb	192.168.27.10	1077	174.35.3.16	80	2	GET	cheetah.vizu.com	/x.gif?cid=4340;adid=48390045;siteid=N5295.134426.GOOGLEDISPLAYNETWOR;adtype=1;stype=7;siteurl=www.toytowngermany.com;ver=v5;usertype=0;wc=;cust1=;cust2=;cust3=;cust4=;cust5=;pid=120104;intt=0.1;lan=en-us;3pc=true;intc=0.1;fv=10.0;inttype=banner;base=http://puma.vizu.com;o=winxp;ptc=false;ttype=c;ua=msie;sts=false;uv=6.0;t=1337815394687;	http://puma.vizu.com/v5/swf/andes_c.swf?t=2	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FNtk5D2vwo8n8DBUKi	image/gif
1337801117.823589	C3crS22enkMkg2iQ1c	192.168.27.10	1084	74.125.229.207	80	1	GET	csi.gstatic.com	/csi?v=3&s=pagead&action=load3pas&it=req.125,bpp.125,fb.1031,e2e.6015&e=&rt=lb.3406,ol.4984	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	204	No Content	-	-	-	(empty)	-	-	-	-	-	-	-
1337801117.879286	CcwsFq197boHH9bXl6	192.168.27.10	1085	64.215.255.122	80	1	GET	cf.addthis.com	/red/p.json?vr=250&rev=113774&rb=4&gen=1000&gen=100&sid=4fbd7160845d1a49&callback=_ate.ad.hrr&chr=utf-8&uid=4fbd7162ea4d0ef5&url=http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w&ref=http://www.toytowngermany.com/&1175yej	http://s7.addthis.com/static/r07/sh088.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	88	200	OK	-	-	-	(empty)	-	-	-	-	-	FL5cQx34TgM5iblyb5	text/plain
1337801117.884123	C8T4ru2WGEDx3ggPYe	192.168.27.10	1086	64.215.255.65	80	1	GET	m.addthisedge.com	/live/t00/250lo.gif?1l7iehi&uid=4fbd7162ea4d0ef5&rev=113774&jsl=1&si=4fbd7160845d1a49&ln=en&pc=men&dp=www.ukforex.co.uk&dr=www.toytowngermany.com&of=0&uf=1&irt=0&md=0&ct=1&tct=0&abt=0&lt=594&cdn=0&tl=c=750,m=2000,i=2015,xm=2593,xp=2609&pi=1&fp=partner-tools/CurrencyConverter/UK/w	http://s7.addthis.com/static/r07/sh088.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	37	200	OK	-	-	-	(empty)	-	-	-	-	-	Frgk9nYJHSdD0KTze	image/gif
1337801117.406889	Cb8dKS1wp2Il5wSlsb	192.168.27.10	1080	46.20.229.2	80	1	GET	www.toytowngermany.com	/xtra/adverts/berlin_apartments.jpg	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2579	200	OK	-	-	-	(empty)	-	-	-	-	-	FdcBEX1fWqmWOwN4m2	image/jpeg
1337801118.094793	CBfQMy2OKdQmCa6flc	192.168.27.10	1069	198.87.51.50	80	3	GET	static.ak.fbcdn.net	/rsrc.php/v2/yO/r/bSWO2OJi4_i.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	26331	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc4t0pUyuRSrOFF25	text/plain
1337801118.064809	CDKM9Z1Zqyr6fjYDX8	192.168.27.10	1087	8.21.196.46	80	1	GET	gcdn.2mdn.net	/StudioFiles/videos/230866/467278/1337301132404_video.flv	http://s0.2mdn.net/3164974/PID_2053948_yt_serena_300x250_Video.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1337801118.065411	CJg0t73DwgCGESMGk6	192.168.27.10	1088	8.21.196.46	80	1	GET	gcdn.2mdn.net	/StudioFiles/videos/230866/467278/1337301132404_video.flv	http://s0.2mdn.net/3164974/PID_2053948_yt_serena_300x250_Video.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1337801118.157775	CANG3Z1b8UldffX5Y8	192.168.27.10	1067	198.87.51.50	80	4	GET	static.ak.fbcdn.net	/rsrc.php/v2/yc/r/szp4yOPn0TX.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5278	200	OK	-	-	-	(empty)	-	-	-	-	-	FpRu433UOjrsJ0yF7f	text/plain
1337801118.124575	CU9QGy2G5ytb3zQHlc	192.168.27.10	1089	74.125.127.100	80	1	GET	www.google-analytics.com	/ga.js	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	36627	200	OK	-	-	-	(empty)	-	-	-	-	-	FsUUcM2dImYJ4tNq18	text/plain
1337801118.311463	CU9QGy2G5ytb3zQHlc	192.168.27.10	1089	74.125.127.100	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.1&utms=1&utmn=292225842&utmhn=www.toytowngermany.com&utmcs=utf-8&utmsr=800x600&utmvp=780x438&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Toytown Germany - English language news and chat&utmhid=877314924&utmr=-&utmp=/&utmac=UA-457949-1&utmcc=__utma=196863657.1917109786.1337815362.1337815362.1337815362.1;+__utmz=196863657.1337815395.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=D~	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FZcdiB11AzHUXJvS7f	image/gif
1337801118.37681	CU9QGy2G5ytb3zQHlc	192.168.27.10	1089	74.125.127.100	80	3	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.1&utms=2&utmn=542812731&utmhn=www.toytowngermany.com&utmcs=utf-8&utmsr=800x600&utmvp=780x438&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Toytown Germany - English language news and chat&utmhid=877314924&utmr=-&utmp=/&utmac=UA-457949-4&utmcc=__utma=196863657.1917109786.1337815362.1337815362.1337815362.1;+__utmz=196863657.1337815395.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=D~	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FsHGFw2KV1yjNGdtQk	image/gif
1337801118.484206	CU9QGy2G5ytb3zQHlc	192.168.27.10	1089	74.125.127.100	80	4	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.1&utms=1&utmn=1434408558&utmhn=www.toytowngermany.com&utmcs=utf-8&utmsr=800x600&utmvp=780x438&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Toytown Germany - English language news and chat&utmhid=877314924&utmr=-&utmp=/&utmac=UA-15163090-1&utmcc=__utma=1.159685409.1337815395.1337815395.1337815395.1;+__utmz=1.1337815395.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=Dl~	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FKZ2SzTMP2eJjarij	image/gif
1337801118.579764	CU9QGy2G5ytb3zQHlc	192.168.27.10	1089	74.125.127.100	80	5	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.1&utms=2&utmn=798166126&utmhn=www.toytowngermany.com&utmcs=utf-8&utmsr=800x600&utmvp=780x438&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Toytown Germany - English language news and chat&utmhid=877314924&utmr=-&utmp=/&utmac=UA-6626612-1&utmcc=__utma=1.159685409.1337815395.1337815395.1337815395.1;+__utmz=1.1337815395.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=Dl~	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	F3ppAi1RMknqmwNGgg	image/gif
1337801118.714249	CBfQMy2OKdQmCa6flc	192.168.27.10	1069	198.87.51.50	80	4	GET	static.ak.fbcdn.net	/rsrc.php/v2/yf/r/Lib334VWaxm.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	34961	200	OK	-	-	-	(empty)	-	-	-	-	-	Ft8hGo4YUKAIZRUj9e	text/plain
1337801118.933586	C7jcXf1Gbc80DErhYe	192.168.27.10	1066	198.87.51.35	80	2	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/yt/r/coakhoWw07g.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45072	200	OK	-	-	-	(empty)	-	-	-	-	-	Fz4yte3tLF3XiJImma	text/plain
1337801119.10696	C2t3A73TfN6Af10el6	192.168.27.10	1068	198.87.51.35	80	3	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/y7/r/fWjdN_SLj8W.gif	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8347	200	OK	-	-	-	(empty)	-	-	-	-	-	F0FzI53Cegj548MSb3	image/gif
1337801119.107321	CBUrnX3t8BhhD2fcQl	192.168.27.10	1093	208.46.163.72	80	1	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/50312_237112814445_8217882_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2982	200	OK	-	-	-	(empty)	-	-	-	-	-	FLyUwl3jTFI2FnmBGf	image/jpeg
1337801119.126472	CSBDy61YZhnwuUjEQ4	192.168.27.10	1094	208.46.163.72	80	1	GET	profile.ak.fbcdn.net	/static-ak/rsrc.php/v2/yo/r/UlIqmHJn-SK.gif	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	390	200	OK	-	-	-	(empty)	-	-	-	-	-	FcksaJ1BKdG5hgqYH7	image/gif
