#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-40-00
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1339017275.939223	CoiHrc4yKMJf4lPLoj	192.168.36.10	1030	188.72.233.79	80	1	GET	glamorous-models-girls.us	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1339017276.348295	CQdgGpD7ObFL3fgs6	192.168.36.10	1031	195.16.90.83	80	1	GET	22jun06.in	/main.php?page=d120fb9910185577	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	58630	200	OK	-	-	-	(empty)	-	-	-	-	-	FB9b8z11Glpe6IP2V7	text/html
1339017280.474957	CQdgGpD7ObFL3fgs6	192.168.36.10	1031	195.16.90.83	80	2	GET	22jun06.in	/w.php?f=5e91c&e=2	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	306176	200	OK	-	-	-	(empty)	-	-	-	-	-	F0AGKP3QwWzoyMiCW6	application/x-dosexec
1339017282.453669	CQdgGpD7ObFL3fgs6	192.168.36.10	1031	195.16.90.83	80	3	GET	22jun06.in	/data/ap2.php	http://22jun06.in/main.php?page=d120fb9910185577	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	47514	200	OK	-	-	-	(empty)	-	-	-	-	-	FVtMbp1nmWbb2kgNAf	application/pdf
1339017282.749695	CeyXel2Qj55VXBJpW2	192.168.36.10	1036	195.16.90.83	80	1	GET	22jun06.in	/data/field.swf	http://22jun06.in/main.php?page=d120fb9910185577	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1547	200	OK	-	-	-	(empty)	-	-	-	-	-	F8u2vh41zdwJE1xRLa	application/x-shockwave-flash
1339017309.819653	CToqAG2Oe6dHWdLlMh	192.168.36.10	1037	96.17.109.9	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1759	200	OK	-	-	-	(empty)	-	-	-	-	-	FGPJ0Q41isgENfAUa	text/html
1339017309.670378	CQdgGpD7ObFL3fgs6	192.168.36.10	1031	195.16.90.83	80	4	GET	22jun06.in	/w.php?f=5e91c&e=4	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	306176	200	OK	-	-	-	(empty)	-	-	-	-	-	FkSzkp2nZAxo02X8Wh	application/x-dosexec
1339017311.05503	CQaw821Kmypj78Nk51	192.168.36.10	1038	195.16.90.83	80	1	GET	22jun06.in	/Set.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	20868	200	OK	-	-	-	(empty)	-	-	-	-	-	FYvT544x13yUs9VrGa	application/zip
1339017313.699452	ClZITB4hG4Bs8KrFhe	192.168.36.10	1039	195.16.90.83	80	1	GET	22jun06.in	/w.php?f=5e91c&e=0	-	Java/1.6.0_10	0	306176	200	OK	-	-	-	(empty)	-	-	-	-	-	FsVQrw4mUGWNuhklya	application/x-dosexec
#close	2014-04-03-10-40-01
