#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-20-47
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1356897545.673239	C9hTwd4KDRhh5ZQw5e	192.168.82.10	1030	174.36.15.34	80	1	GET	i4u.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	227	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FiCcxf22RIxCLJyiEl	text/html
1356897592.419926	CfcJoh2PYmJTtMAoX4	192.168.82.10	1089	74.125.131.104	80	1	GET	www.google.com	/s2/favicons?domain=wpcentral.com	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	708	200	OK	-	-	-	(empty)	-	-	-	-	-	FlJbny48LSzOCA1q43	image/png
1356897592.475829	CfcJoh2PYmJTtMAoX4	192.168.82.10	1089	74.125.131.104	80	2	GET	www.google.com	/s2/favicons?domain=wpcentral.com	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	708	200	OK	-	-	-	(empty)	-	-	-	-	-	FdKoSj1xf7oDs8dprh	image/png
1356897592.504502	Cnzwa82WTC9VVWXbE4	192.168.82.10	1093	74.125.131.104	80	1	GET	www.google.com	/s2/favicons?domain=wpcentral.com	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	708	200	OK	-	-	-	(empty)	-	-	-	-	-	FG0skIcB0y8fb25nd	image/png
1356897592.538685	Cnzwa82WTC9VVWXbE4	192.168.82.10	1093	74.125.131.104	80	2	GET	www.google.com	/s2/favicons?domain=theverge.com	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	726	200	OK	-	-	-	(empty)	-	-	-	-	-	F9DhYw4scqi0AcWy6f	image/png
1356897592.570306	Cnzwa82WTC9VVWXbE4	192.168.82.10	1093	74.125.131.104	80	3	GET	www.google.com	/s2/favicons?domain=pocketnow.com	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	744	200	OK	-	-	-	(empty)	-	-	-	-	-	FuwsfSNYDpdNZt9ob	image/png
1356897592.580613	CT8pSk2pyhKWtQOS6	192.168.82.10	1061	204.246.175.112	80	3	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_item_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1381	200	OK	-	-	-	(empty)	-	-	-	-	-	FJIcB92NOpAKJFK7Qc	image/png
1356897592.576029	CQwPJgMrxjEdnXor3	192.168.82.10	1062	204.246.175.112	80	2	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_item_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1381	200	OK	-	-	-	(empty)	-	-	-	-	-	F6Wb8v2vwUITIZ9AOg	image/png
1356897592.577065	CFkz5p4ZipefXza2oi	192.168.82.10	1056	204.246.175.112	80	5	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_item_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1381	200	OK	-	-	-	(empty)	-	-	-	-	-	F4deqP3JyEy023ygWk	image/png
1356897592.60646	CFkz5p4ZipefXza2oi	192.168.82.10	1056	204.246.175.112	80	6	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_item_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1381	200	OK	-	-	-	(empty)	-	-	-	-	-	FkYyBF1yBtUIRvOg69	image/png
1356897592.605648	CQwPJgMrxjEdnXor3	192.168.82.10	1062	204.246.175.112	80	3	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_recommendations_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	408	200	OK	-	-	-	(empty)	-	-	-	-	-	Fd1dHLJkRQYuQjeD8	image/png
1356897592.613141	Cvf1tb1LPdaOI5KyL8	192.168.82.10	1102	74.125.131.104	80	1	GET	www.google.com	/s2/favicons?domain=pocketnow.com	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	744	200	OK	-	-	-	(empty)	-	-	-	-	-	Ft0C5j1a0H4OY3Jwk9	image/png
1356897592.633855	CQwPJgMrxjEdnXor3	192.168.82.10	1062	204.246.175.112	80	4	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_read_more_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	146	200	OK	-	-	-	(empty)	-	-	-	-	-	FRBe1N1VAX0OYFFayl	image/png
1356897592.605404	CT8pSk2pyhKWtQOS6	192.168.82.10	1061	204.246.175.112	80	4	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_read_more_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	146	200	OK	-	-	-	(empty)	-	-	-	-	-	FSU8y73eXjE848u2vb	image/png
1356897592.636	CFkz5p4ZipefXza2oi	192.168.82.10	1056	204.246.175.112	80	7	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_recommendations_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	408	200	OK	-	-	-	(empty)	-	-	-	-	-	Fd8QS33n66Vwv38K5g	image/png
1356897592.653046	CQwPJgMrxjEdnXor3	192.168.82.10	1062	204.246.175.112	80	5	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_item_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1381	200	OK	-	-	-	(empty)	-	-	-	-	-	FIA5fE4P59IIki5hs6	image/png
1356897592.653348	CT8pSk2pyhKWtQOS6	192.168.82.10	1061	204.246.175.112	80	5	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/stories_read_more_bg.png	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	146	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc85Ul89t9OlvgEG5	image/png
1356897592.7745	CEpbIKGgpH1xrmMk1	192.168.82.10	1066	54.243.97.248	80	2	GET	track.prd1.netshelter.net	/nap/v2/nap-track.php?genre=media&category=view&subcategory=story&kind=article&placement=story_precis&asset=story.n2ih.b156598df947e81235e72525287c612a&campaign=aryphvm3iz94&creative=arypi6yysue1&creativeSize=970x250&sessionID=5dd3f117741576f8b8d2eade95bba3b1&experienceID=8b6ca63af57c03f6ad759375a61ae450&site=ns.i4unews&c=-531103981&ts=1356911873531	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1356897592.774918	CIzQ1yEYUmFi5Hcha	192.168.82.10	1065	54.243.97.248	80	3	GET	track.prd1.netshelter.net	/nap/v2/nap-track.php?genre=media&category=view&subcategory=story&kind=article&placement=story_precis&asset=story.n2ih.7825a2a08818ea1da5a5b12ed5e5b786&campaign=aryphvm3iz94&creative=arypi6yysue1&creativeSize=970x250&sessionID=5dd3f117741576f8b8d2eade95bba3b1&experienceID=8b6ca63af57c03f6ad759375a61ae450&site=ns.i4unews&c=1108871817&ts=1356911873546	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1356897592.794239	CEpbIKGgpH1xrmMk1	192.168.82.10	1066	54.243.97.248	80	3	GET	track.prd1.netshelter.net	/nap/v2/nap-track.php?genre=media&category=view&subcategory=story&kind=article&placement=story_precis&asset=story.n2ih.f2d401badf6550b8b4d2238bc8d2d0cd&campaign=aryphvm3iz94&creative=arypi6yysue1&creativeSize=970x250&sessionID=5dd3f117741576f8b8d2eade95bba3b1&experienceID=8b6ca63af57c03f6ad759375a61ae450&site=ns.i4unews&c=-78728316&ts=1356911873562	http://cdn.ip.netshelter.net/att/nokia_lumia/2012_q4/1/billboard.html?site=ns.i4unews	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1356897592.071363	CjgOfv2D6D0Xd8frd8	192.168.82.10	1057	204.246.175.60	80	4	GET	cdn.libraries.prd1.netshelter.net	/flash/longtailvideo/jwplayer/5.10.swf	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	114942	200	OK	-	-	-	(empty)	-	-	-	-	-	FoB0382qdR09X52Nij	application/x-shockwave-flash
1356897592.905925	CjgOfv2D6D0Xd8frd8	192.168.82.10	1057	204.246.175.60	80	5	GET	cdn.libraries.prd1.netshelter.net	/assets/longtailvideo/jwplayer//.zip	http://cdn.libraries.prd1.netshelter.net/flash/longtailvideo/jwplayer/5.10.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	231	403	Forbidden	-	-	-	(empty)	-	-	-	-	-	FA5zNR2ZgkCmcoXtW2	application/xml
1356897593.054122	CT8pSk2pyhKWtQOS6	192.168.82.10	1061	204.246.175.112	80	6	GET	cdn.ip.netshelter.net	/crossdomain.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	199	200	OK	-	-	-	(empty)	-	-	-	-	-	FcE5ww2u7nN4yl7Z83	application/xml
1356897593.084691	CX3CINUKfe3dtng91	192.168.82.10	1104	93.184.216.229	80	1	GET	static1.i4u.com	/sites/all/themes/i4u/images/global/daylife-logo.gif	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1613	200	OK	-	-	-	(empty)	-	-	-	-	-	FAfIgF2nGmshJkzbZe	image/gif
1356897593.067233	CpLQc21AnuSvJiqG4a	192.168.82.10	1103	74.125.228.3	80	1	GET	www.youtube.com	/apiplayer?version=3&modestbranding=1	http://cdn.libraries.prd1.netshelter.net/flash/longtailvideo/jwplayer/5.10.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3269	200	OK	-	-	-	(empty)	-	-	-	-	-	F77vErrtHRbYlX9Db	application/x-shockwave-flash
1356897593.170275	CX3CINUKfe3dtng91	192.168.82.10	1104	93.184.216.229	80	2	GET	static1.i4u.com	/sites/default/files/imagecache/home_latest_thumb/images/2012/12/newdevicesxmasday2012-resized-600.png	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4842	200	OK	-	-	-	(empty)	-	-	-	-	-	F501lt3clrJwDMqSf5	image/png
1356897593.179805	CbMQm71Jc9skFn0MVa	192.168.82.10	1109	93.184.216.229	80	1	GET	static2.i4u.com	/sites/all/themes/i4u/images/global/square_bullet.png	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	126	200	OK	-	-	-	(empty)	-	-	-	-	-	FfGELo29blsMDaNI48	image/png
1356897593.179547	CVi6ug1PppdxaQwPx8	192.168.82.10	1108	93.184.216.229	80	1	GET	static2.i4u.com	/sites/all/themes/i4u/images/global/grey_checker_bg.png	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	127	200	OK	-	-	-	(empty)	-	-	-	-	-	FsGLKQ1tUDaSyq2p0c	image/png
1356897593.198635	CbMQm71Jc9skFn0MVa	192.168.82.10	1109	93.184.216.229	80	2	GET	static2.i4u.com	/sites/all/themes/i4u/images/home/trending_arrow_bg.png	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3130	200	OK	-	-	-	(empty)	-	-	-	-	-	FOoctX1V31rx0zlOei	image/png
1356897593.178912	CbziEQ0eREmj3pJL	192.168.82.10	1106	174.35.22.157	80	1	GET	cache.daylife.com	/imageserve/03UH9ezaRxebG/148x111.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9253	200	OK	-	-	-	(empty)	-	-	-	-	-	FHoqww1djayBzytS7g	image/jpeg
1356897593.223116	COhklCRhzOM26tvD	192.168.82.10	1110	23.23.145.155	80	1	GET	ad5.netshelter.net	/adj/ns.i4unews/second_rectangle;ppos=btf;kw=;tile=2;sz=300x250,336x280;ord=3365912067203293?	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	605	302	Found	-	-	-	(empty)	-	-	-	-	-	FVPegE3FnWGS0JpG01	text/html
1356897593.179256	CvWc6A1V3o3yZGYon2	192.168.82.10	1107	174.35.22.157	80	1	GET	cache.daylife.com	/imageserve/00UofsVfSWfqR/148x111.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7751	200	OK	-	-	-	(empty)	-	-	-	-	-	FYWmCI30fOSqXQoFd	image/jpeg
1356897593.260826	CvWc6A1V3o3yZGYon2	192.168.82.10	1107	174.35.22.157	80	2	GET	cache.daylife.com	/imageserve/0d03cGB5uO7AU/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2602	200	OK	-	-	-	(empty)	-	-	-	-	-	FxNpqq3MAS2qawDj4b	image/jpeg
1356897593.238109	CbziEQ0eREmj3pJL	192.168.82.10	1106	174.35.22.157	80	2	GET	cache.daylife.com	/imageserve/04B31Js2851Nd/148x111.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7575	200	OK	-	-	-	(empty)	-	-	-	-	-	FAabBd2nKvsxjJjO4e	image/jpeg
1356897593.246451	CeNXwR19d9mFIjXPM5	192.168.82.10	1064	68.67.159.214	80	2	GET	ib.adnxs.com	/ptj?member=988&inv_code=ns.i4unews&size=300x250,336x280&referrer=http://www.i4u.com/&redir=http://ad.doubleclick.net/adj/ns.i4unews/second_rectangle;ctx=5_777_m;ctx=4_379_m;ctx=6_1198_l;ips=l;ppos=btf;kw=;tile=2;sz=300x250,336x280;ord=3365912067203293;an={PRICEBUCKET};bu={BUYER_MEMBER_ID};br={BRAND_ID}	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	252	200	OK	-	-	-	(empty)	-	-	-	-	-	F5ZqSk1W0SJ57ktnNa	text/plain
1356897593.324458	CbziEQ0eREmj3pJL	192.168.82.10	1106	174.35.22.157	80	3	GET	cache.daylife.com	/imageserve/010j2iKby83Vf/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2964	200	OK	-	-	-	(empty)	-	-	-	-	-	F6Q2ce419lCFrkQWs	image/jpeg
1356897593.084401	CTwrjx1WGCKcwtLuG9	192.168.82.10	1105	93.184.216.229	80	1	GET	static1.i4u.com	/sites/default/files/imagecache/main_image_fullwidth/images/2012/12/miss-santa-2012.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	30923	200	OK	-	-	-	(empty)	-	-	-	-	-	Fcc2UfaimWUics3F7	image/jpeg
1356897593.306975	CvWc6A1V3o3yZGYon2	192.168.82.10	1107	174.35.22.157	80	3	GET	cache.daylife.com	/imageserve/0cDdcP9dkv8BB/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3048	200	OK	-	-	-	(empty)	-	-	-	-	-	FOlBJgAKTflzttbe	image/jpeg
1356897593.367475	CbziEQ0eREmj3pJL	192.168.82.10	1106	174.35.22.157	80	4	GET	cache.daylife.com	/imageserve/05Em2cl9CM2Iz/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2780	200	OK	-	-	-	(empty)	-	-	-	-	-	F4q9zE2ZdTgwxCRIUl	image/jpeg
1356897593.41423	CbziEQ0eREmj3pJL	192.168.82.10	1106	174.35.22.157	80	5	GET	cache.daylife.com	/imageserve/0bWZ9WpapT9xu/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2729	200	OK	-	-	-	(empty)	-	-	-	-	-	FCng1etJRRd9yQad	image/jpeg
1356897593.41257	CvWc6A1V3o3yZGYon2	192.168.82.10	1107	174.35.22.157	80	4	GET	cache.daylife.com	/imageserve/00o1gKS19s9MC/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2563	200	OK	-	-	-	(empty)	-	-	-	-	-	FI4MHo2AKanTs5TZXl	image/jpeg
1356897593.458095	CbziEQ0eREmj3pJL	192.168.82.10	1106	174.35.22.157	80	6	GET	cache.daylife.com	/imageserve/07GW5oVgTKb0r/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2785	200	OK	-	-	-	(empty)	-	-	-	-	-	FTeMqD1tKEPWIw7vyk	image/jpeg
1356897593.490187	CvWc6A1V3o3yZGYon2	192.168.82.10	1107	174.35.22.157	80	5	GET	cache.daylife.com	/imageserve/04r262VdGv6EV/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2379	200	OK	-	-	-	(empty)	-	-	-	-	-	FCXHMgFK7ZVOSXUb4	image/jpeg
1356897593.523341	CbziEQ0eREmj3pJL	192.168.82.10	1106	174.35.22.157	80	7	GET	cache.daylife.com	/imageserve/0eZq7U5fAYfB5/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2713	200	OK	-	-	-	(empty)	-	-	-	-	-	FrE9qm3rj5pZPa4P1k	image/jpeg
1356897593.536691	CvWc6A1V3o3yZGYon2	192.168.82.10	1107	174.35.22.157	80	6	GET	cache.daylife.com	/imageserve/09QG58H8rH1AN/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2628	200	OK	-	-	-	(empty)	-	-	-	-	-	Fifkx13V0JK5fx0YF9	image/jpeg
1356897593.527739	CuQ0st2Q3c48xeiQWg	192.168.82.10	1055	173.194.43.27	80	3	GET	ad.doubleclick.net	/adj/ns.i4unews/second_rectangle;ctx=5_777_m;ctx=4_379_m;ctx=6_1198_l;ips=l;ppos=btf;kw=;tile=2;sz=300x250,336x280;ord=3365912067203293;an=20;bu=855;br=880	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4411	200	OK	-	-	-	(empty)	-	-	-	-	-	FbFQoyQObxB6mGiXl	text/plain
1356897593.524676	CTwrjx1WGCKcwtLuG9	192.168.82.10	1105	93.184.216.229	80	2	GET	static1.i4u.com	/sites/default/files/imagecache/home_latest_thumb/images/2012/12/201211200424301121hp3300.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2204	200	OK	-	-	-	(empty)	-	-	-	-	-	FKgy5v1eckOMNiNcHc	image/jpeg
1356897593.522655	CX3CINUKfe3dtng91	192.168.82.10	1104	93.184.216.229	80	3	GET	static1.i4u.com	/sites/default/files/imagecache/home_latest_thumb/images/2012/12/apple-store-380x285-1.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2218	200	OK	-	-	-	(empty)	-	-	-	-	-	Fy0Vi44gXU1WSi7HGi	image/jpeg
1356897593.755591	CbziEQ0eREmj3pJL	192.168.82.10	1106	174.35.22.157	80	8	GET	cache.daylife.com	/imageserve/0cXrehpfgGeFo/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3385	200	OK	-	-	-	(empty)	-	-	-	-	-	Fg49RyEWB4lthXy12	image/jpeg
1356897593.775485	CvWc6A1V3o3yZGYon2	192.168.82.10	1107	174.35.22.157	80	7	GET	cache.daylife.com	/imageserve/0fTs6lW5GebLN/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2528	200	OK	-	-	-	(empty)	-	-	-	-	-	FH2JRJHCj6rAgilei	image/jpeg
1356897593.801692	CQwPJgMrxjEdnXor3	192.168.82.10	1062	204.246.175.112	80	6	GET	cdn.ip.netshelter.net	/att/nokia_lumia/2012_q4/1/images/billboard/video_image.png	http://cdn.libraries.prd1.netshelter.net/flash/longtailvideo/jwplayer/5.10.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	337	200	OK	-	-	-	(empty)	-	-	-	-	-	F1hJEZ3d0Q9uzmVTee	image/png
1356897593.806475	CX3CINUKfe3dtng91	192.168.82.10	1104	93.184.216.229	80	4	GET	static1.i4u.com	/sites/default/files/imagecache/home_latest_thumb/images/2012/12/fl34864.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2251	200	OK	-	-	-	(empty)	-	-	-	-	-	FR5ctz3cBa7dxHiuoa	image/jpeg
1356897593.806253	CTwrjx1WGCKcwtLuG9	192.168.82.10	1105	93.184.216.229	80	3	GET	static1.i4u.com	/sites/default/files/imagecache/home_latest_thumb/images/2012/12/toshiba-logo.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2383	200	OK	-	-	-	(empty)	-	-	-	-	-	FRJn5jeyoFzpQ8gWa	image/jpeg
1356897593.983366	CvWc6A1V3o3yZGYon2	192.168.82.10	1107	174.35.22.157	80	8	GET	cache.daylife.com	/imageserve/0dUA50ddlke3E/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2814	200	OK	-	-	-	(empty)	-	-	-	-	-	Fyhx4a21J0r36p1ERj	image/jpeg
1356897593.992912	CX3CINUKfe3dtng91	192.168.82.10	1104	93.184.216.229	80	5	GET	static1.i4u.com	/sites/default/files/imagecache/home_latest_thumb/images/2012/12/callphones.png	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8113	200	OK	-	-	-	(empty)	-	-	-	-	-	FeI0m64qnvdVFAl0d2	image/png
1356897594.024427	Cw6RQm1q0kaCsx4hh9	192.168.82.10	1112	204.246.175.160	80	1	GET	cdn.libraries.inpwrd.com	/javascript/inpowered/bootstrap/1.0.6.min.jgz	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10770	200	OK	-	-	-	(empty)	-	-	-	-	-	FrO6V1dIZQHUY47a7	text/plain
1356897593.981859	CbziEQ0eREmj3pJL	192.168.82.10	1106	174.35.22.157	80	9	GET	cache.daylife.com	/imageserve/0d1i5zGcPs9xx/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2825	200	OK	-	-	-	(empty)	-	-	-	-	-	FyQIZ947DrBlhwTpZ7	image/jpeg
1356897593.983626	CTwrjx1WGCKcwtLuG9	192.168.82.10	1105	93.184.216.229	80	4	GET	static1.i4u.com	/sites/default/files/imagecache/home_latest_thumb/images/2012/12/ps2.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2001	200	OK	-	-	-	(empty)	-	-	-	-	-	F9yk8ZiETVcW8wcdb	image/jpeg
1356897593.981574	CcxNaE16VO2KLSklJ1	192.168.82.10	1111	74.125.228.34	80	1	GET	s.ytimg.com	/yts/swfbin/apiplayer3-vflEd37Jo.swf	http://www.youtube.com/apiplayer?version=3&modestbranding=1	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	226180	200	OK	-	-	-	(empty)	-	-	-	-	-	FeMgab1GeKI3bN7QEa	application/x-shockwave-flash
1356897594.202826	CvWc6A1V3o3yZGYon2	192.168.82.10	1107	174.35.22.157	80	9	GET	cache.daylife.com	/imageserve/05osaWjeo752Q/45x45.jpg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2261	200	OK	-	-	-	(empty)	-	-	-	-	-	FwCVKd3IX3I5kVYYmk	image/jpeg
1356897594.277602	CX3CINUKfe3dtng91	192.168.82.10	1104	93.184.216.229	80	6	GET	static1.i4u.com	/sites/default/files/imagecache/home_latest_thumb/images/2012/12/7226901948b148ab4ddac.jpeg	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1922	200	OK	-	-	-	(empty)	-	-	-	-	-	FCETFS1ZEWzUqJK3u8	image/jpeg
1356897594.49741	CWGve7TG17AxhpsP2	192.168.82.10	1114	204.246.175.112	80	1	GET	cdn.ip.inpwrd.com	/lg/optimus_stories_3_off/2012_q4/2/three_stories_cpi.html?site=ns.i4unews	http://www.i4u.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	22254	200	OK	-	-	-	(empty)	-	-	-	-	-	FXrnExlaIdmDjkcmi	text/html
