#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2014-04-03-10-22-33
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count	table[string]
1358929866.091436	CeirXE2I5zQJtpXqy2	192.168.108.10	1029	93.170.52.31	80	tcp	http	3.271179	287	1453	SF	-	0	ShADadfF	6	543	5	1657	(empty)
1358929869.610521	CK0U723uCdIbRimbb9	192.168.108.10	1037	208.131.138.217	80	tcp	http	0.094202	349	3509	SF	-	0	ShADadfF	6	597	7	3797	(empty)
1358929869.709567	CiRX8h3LN4rLzWbqU	192.168.108.10	1038	208.131.138.217	80	tcp	http	0.177940	362	36906	RSTO	-	0	ShADadR	26	1410	28	38034	(empty)
1358929865.832233	CYBcUp4VoueItnAci6	192.168.108.10	1028	4.2.2.3	53	udp	dns	3.896307	157	537	SF	-	0	Dd	4	269	4	649	(empty)
1358929852.659456	CQehes27dln5XrS1m5	0.0.0.0	68	255.255.255.255	67	udp	dhcp	0.000743	626	0	S0	-	0	D	2	682	0	0	(empty)
1358929852.65979	CMEmBd4qIUw59hbsx3	192.168.108.10	68	192.168.108.1	67	udp	dhcp	2.614294	314	900	SF	-	0	dD	1	342	3	984	(empty)
1358929869.385002	CW4YxC3bpBWmzE3cNa	192.168.108.10	1036	74.125.228.110	80	tcp	http	60.990662	929	15700	RSTO	-	0	ShADadR	14	1497	15	16684	(empty)
1358929869.775857	CeLG8R3vYK3fnD7kN6	192.168.108.10	1039	24.143.197.9	80	tcp	http	60.599521	305	2726	RSTO	-	0	ShADadR	5	513	4	2894	(empty)
1358929875.53686	CY71BL2EOSN0VcBT34	192.168.108.10	1041	239.255.255.250	1900	udp	-	6.074500	399	0	S0	-	0	D	3	483	0	0	(empty)
#close	2014-04-03-10-22-33
