#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-11-50
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1333652402.199366	CYlCL74XFccDWmVetd	192.168.4.10	1041	188.92.41.196	80	2	GET	b.livesportmedia.eu	/delivery.php?banner_id=4062	http://www.livescore.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1713	200	OK	-	-	-	(empty)	-	-	-	-	-	FY7ayi3y7i6HLyVrpl	text/html
1333652402.199593	CABwvE3S2d9MfTcC9c	192.168.4.10	1042	188.92.41.196	80	2	GET	b.livesportmedia.eu	/delivery.php?banner_id=4213	http://www.livescore.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3227	200	OK	-	-	-	(empty)	-	-	-	-	-	F4WN4z3gCbE8Q9XSI1	text/html
1333652402.199036	CE4NKo4CmNmy1D4v2g	192.168.4.10	1040	23.1.211.24	80	3	GET	fpdownload.adobe.com	/pub/swz/tlf/1.0.0.595/textLayout_1.0.0.595.swz	http://www.livescore.in/iframe/flash-transport.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	156308	200	OK	-	-	-	(empty)	-	-	-	-	-	Fis9vnONG8RvBx8U8	binary
1333652402.764914	Cumm9t4aJkv8xqltog	192.168.4.10	1048	178.237.172.27	80	1	GET	imstore.bet365affiliates.com	/?AffiliateCode=365_021254&CID=194&DID=115&TID=2&PID=149&LNG=1&ClickTag=http://imstore.bet365affiliates.com/Tracker.aspx?AffiliateId=9899&AffiliateCode=365_021254&CID=194&DID=115&TID=2&PID=149&LNG=1&Popup=true	http://b.livesportmedia.eu/delivery.php?banner_id=4062	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	533	302	Found	-	-	-	(empty)	-	-	-	-	-	FkJHa21g4UJj13Xc0h	text/html
1333652402.764278	CHO8Im2GHLnAYSr6vh	192.168.4.10	1046	195.72.135.25	80	1	GET	adserver.itsfogo.com	/default.aspx?t=f&v=1&zoneid=43984	http://b.livesportmedia.eu/delivery.php?banner_id=4204	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	611	200	OK	-	-	-	(empty)	-	-	-	-	-	FXyl7dG5FGJwTI4ee	text/html
1333652402.807445	CE4NKo4CmNmy1D4v2g	192.168.4.10	1040	23.1.211.24	80	4	GET	fpdownload.adobe.com	/pub/swz/flex/4.0.0.14159/osmf_flex.4.0.0.13495.swz	http://www.livescore.in/iframe/flash-transport.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	98047	200	OK	-	-	-	(empty)	-	-	-	-	-	ForJ683YxhgikjId2g	binary
1333652402.764638	C3LfQD2NZ2SZLJLv4f	192.168.4.10	1047	78.24.214.8	80	1	GET	adserving.unibet.com	/ad.aspx?pid=12212&bid=15350	http://b.livesportmedia.eu/delivery.php?banner_id=4213	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1051	200	OK	-	-	-	(empty)	-	-	-	-	-	F18iha4E6rejNtsXB7	text/plain
1333652403.023321	CS0muO2y3UbXh8yu8i	192.168.4.10	1054	68.142.118.4	80	1	GET	banners.unibet.com	/media/UK_Sports_betslips_120x240.swf?oddsId=uk/en/7598158&textsId=orval/feed/2011/1/en_UK/6910704/translation.xml&clickTAG=http://adserving.unibet.com/redirect.aspx?bid=15350&pid=12212&zid=0&pbg=0&cid=0&ctcid=0&mid=0&sid=0	http://b.livesportmedia.eu/delivery.php?banner_id=4213	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20452	200	OK	-	-	-	(empty)	-	-	-	-	-	Fbi9RK1SwsjykRHWG3	application/x-shockwave-flash
1333652402.865384	CcIuPz34YFPgyvNXOb	192.168.4.10	1050	220.77.243.249	80	1	GET	eur.t3.idspeed.com	/tramp?ref=sport	http://b.livesportmedia.eu/delivery.php?banner_id=3828	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1333652402.865755	CebFrc4lV5bHiXyg7d	192.168.4.10	1049	220.77.243.249	80	1	GET	eur.t3.idspeed.com	/tramp?ref=sport	http://b.livesportmedia.eu/delivery.php?banner_id=4204	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1333652403.091146	C8i3nv2ZFsX1GlJxIf	192.168.4.10	1055	68.142.118.4	80	1	GET	ads-cdn.unibet.com	/crossdomain.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	390	200	OK	-	-	-	(empty)	-	-	-	-	-	FQ2iiEoyjoM9wHmS6	application/xml
1333652403.013558	C9SN8l3qZUdJoXXEGl	192.168.4.10	1052	178.237.172.27	80	1	GET	imstore.bet365affiliates.com	/AffiliateCreativeBanners/Sports/General/no1sportsopenoffer/en-GB/ROW/FLASH/120x300_15.swf?ClickTag=http://imstore.bet365affiliates.com/Tracker.aspx?AffiliateId=9899&AffiliateCode=365_021254&CID=194&DID=115&TID=2&PID=149&LNG=1&thm=304&iid=25801&trd=0&clid=196&pmd=False&Popup=true	http://b.livesportmedia.eu/delivery.php?banner_id=4062	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	22052	200	OK	-	-	-	(empty)	-	-	-	-	-	FCcSRKJa3H0VFd393	application/x-shockwave-flash
1333652403.084859	CcIuPz34YFPgyvNXOb	192.168.4.10	1050	220.77.243.249	80	2	GET	eur.t3.idspeed.com	/tramp?ref=sport	http://b.livesportmedia.eu/delivery.php?banner_id=4213	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1333652403.097426	C8i3nv2ZFsX1GlJxIf	192.168.4.10	1055	68.142.118.4	80	2	GET	ads-cdn.unibet.com	/orval/feed/2011/1/en_UK/6910704/translation.xml	http://banners.unibet.com/media/UK_Sports_betslips_120x240.swf?oddsId=uk/en/7598158&textsId=orval/feed/2011/1/en_UK/6910704/translation.xml&	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	641	200	OK	-	-	-	(empty)	-	-	-	-	-	FeFp1Z1te4uxHJL1bb	application/xml
1333652403.428026	C8i3nv2ZFsX1GlJxIf	192.168.4.10	1055	68.142.118.4	80	3	GET	ads-cdn.unibet.com	/orval/feed/uk/en/7598158/data.xml	http://banners.unibet.com/media/UK_Sports_betslips_120x240.swf?oddsId=uk/en/7598158&textsId=orval/feed/2011/1/en_UK/6910704/translation.xml&	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7140	200	OK	-	-	-	(empty)	-	-	-	-	-	FMwROu1vr2JKvGe5v1	application/xml
1333652403.01536	CE4NKo4CmNmy1D4v2g	192.168.4.10	1040	23.1.211.24	80	5	GET	fpdownload.adobe.com	/pub/swz/flex/4.0.0.14159/framework_4.0.0.14159.swz	http://www.livescore.in/iframe/flash-transport.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	621999	200	OK	-	-	-	(empty)	-	-	-	-	-	FTtwLS2BLn8tU2mHMb	binary
1333652403.353324	CNwnmE4fUd4dNw831b	192.168.4.10	1057	46.4.96.50	80	1	GET	global.e3.idspeed.com	/index.php	http://b.livesportmedia.eu/delivery.php?banner_id=4204	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1333652403.353054	C136xk4KBoAEv8CVhe	192.168.4.10	1056	46.4.96.50	80	1	GET	global.e3.idspeed.com	/index.php	http://b.livesportmedia.eu/delivery.php?banner_id=3828	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11118	200	OK	-	-	-	(empty)	-	-	-	-	-	FUQv6nHg9OqLOPiX3	text/html
1333652403.679032	CNwnmE4fUd4dNw831b	192.168.4.10	1057	46.4.96.50	80	2	GET	global.e3.idspeed.com	/index.php	http://b.livesportmedia.eu/delivery.php?banner_id=4213	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1333652403.652106	CE4NKo4CmNmy1D4v2g	192.168.4.10	1040	23.1.211.24	80	6	GET	fpdownload.adobe.com	/pub/swz/flex/4.0.0.14159/spark_4.0.0.14159.swz	http://www.livescore.in/iframe/flash-transport.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	317992	200	OK	-	-	-	(empty)	-	-	-	-	-	FWDRVLLec3bxeQsOk	binary
1333652403.992126	CE4NKo4CmNmy1D4v2g	192.168.4.10	1040	23.1.211.24	80	7	GET	fpdownload.adobe.com	/pub/swz/flex/4.0.0.14159/sparkskins_4.0.0.14159.swz	http://www.livescore.in/iframe/flash-transport.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	54494	200	OK	-	-	-	(empty)	-	-	-	-	-	F1z3OCTe2iYQjHo2c	binary
1333652404.064374	CE4NKo4CmNmy1D4v2g	192.168.4.10	1040	23.1.211.24	80	8	GET	fpdownload.adobe.com	/pub/swz/flex/4.0.0.14159/rpc_4.0.0.14159.swz	http://www.livescore.in/iframe/flash-transport.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	131911	200	OK	-	-	-	(empty)	-	-	-	-	-	Fx2I5XPyGMq166TR2	binary
1333652403.799442	C136xk4KBoAEv8CVhe	192.168.4.10	1056	46.4.96.50	80	2	GET	global.e3.idspeed.com	/js/d.js	http://global.e3.idspeed.com/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	24898	200	OK	-	-	-	(empty)	-	-	-	-	-	F47eBFPHPNmQ6IPCi	text/plain
1333652409.585426	CppZc64IVwBeBFijNc	192.168.4.10	1031	188.92.41.197	80	23	GET	www.livescore.in	/res/image/status.gif?rotation=odd	http://www.livescore.in/iframe/sport.php?sport=soccer&category=0&serial=361	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	474	200	OK	-	-	-	(empty)	-	-	-	-	-	FACCII3Co1gXGWLzmd	image/gif
1333652411.997018	CzuIyf32qbpix8cldc	192.168.4.10	1063	46.4.96.50	80	1	GET	global.e3.idspeed.com	/get.pdf?910	http://global.e3.idspeed.com/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1333652411.997243	C7xFNW2NiIDd6CNX5k	192.168.4.10	1062	46.4.96.50	80	1	GET	global.e3.idspeed.com	/stats.php?p910	http://global.e3.idspeed.com/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1333652412.10101	Cu1sLU3HJrTq2VZCFd	192.168.4.10	1064	46.4.96.50	80	1	GET	global.e3.idspeed.com	/ex.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	3584	200	OK	-	-	-	(empty)	-	-	-	-	-	F4WGMc4hGSb5PyjKAl	application/jar
1333652412.113584	CzuIyf32qbpix8cldc	192.168.4.10	1063	46.4.96.50	80	2	GET	global.e3.idspeed.com	/9.pdf	http://global.e3.idspeed.com/index.php	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5937	200	OK	-	-	-	(empty)	-	-	-	-	-	FQl65M2bQgadxv9hsf	application/pdf
1333652421.162883	CauVg94dsmRNETJNse	192.168.4.10	1065	188.92.41.197	80	1	GET	www.livescore.in	/res/image/status.gif?rotation=even	http://www.livescore.in/iframe/sport.php?sport=soccer&category=0&serial=361	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	474	200	OK	-	-	-	(empty)	-	-	-	-	-	FNBOYu4kFKhXa42jYg	image/gif
1333652421.835201	C6toXs4egrxawYBSwh	192.168.4.10	1066	46.4.96.50	80	1	GET	global.e3.idspeed.com	/com.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	162	404	Not Found	-	-	-	(empty)	-	-	-	-	-	Fya0Pf9daRUam6TP1	text/html
1333652422.119363	C6toXs4egrxawYBSwh	192.168.4.10	1066	46.4.96.50	80	2	GET	global.e3.idspeed.com	/edu.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	162	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FGZo5AeJ1wSuunwtj	text/html
1333652422.381427	ClPygM2JwYR7ejT90j	192.168.4.10	1067	46.4.96.50	80	1	GET	global.e3.idspeed.com	/net.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	162	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FXMUZr3VYjnVwxDbZi	text/html
1333652422.514643	ClPygM2JwYR7ejT90j	192.168.4.10	1067	46.4.96.50	80	2	GET	global.e3.idspeed.com	/org.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	162	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FmRvEC4gWv4q1Kbgw8	text/html
1333652423.038162	CuRxmn3JsTfG6MHZOk	192.168.4.10	1068	46.4.96.50	80	1	GET	il.e3.idspeed.com	/low1	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	52224	200	OK	-	-	-	(empty)	-	-	-	-	-	F07H0w2yM17MlHGo34	application/x-dosexec
1333652432.451511	COGu1634DeANCvH3Xc	192.168.4.10	1069	188.92.41.197	80	1	GET	www.livescore.in	/res/image/status.gif?rotation=odd	http://www.livescore.in/iframe/sport.php?sport=soccer&category=0&serial=361	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	474	200	OK	-	-	-	(empty)	-	-	-	-	-	F931LtrPSWN7CsiVf	image/gif
1333652443.192361	C7lG5L3zJ8yZjLq5Eb	192.168.4.10	1070	188.92.41.197	80	1	GET	www.livescore.in	/res/image/status.gif?rotation=even	http://www.livescore.in/iframe/sport.php?sport=soccer&category=0&serial=361	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	474	200	OK	-	-	-	(empty)	-	-	-	-	-	FVYu5m1SQfdlEqsr7i	image/gif
1333652453.880123	CPSl0240xiX6N8tdSd	192.168.4.10	1071	188.92.41.197	80	1	GET	www.livescore.in	/res/image/status.gif?rotation=odd	http://www.livescore.in/iframe/sport.php?sport=soccer&category=0&serial=361	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	474	200	OK	-	-	-	(empty)	-	-	-	-	-	FAqUDR1wFe8j9RUYxc	image/gif
#close	2014-04-03-11-11-51
