#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2014-04-03-10-24-06
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1341047163.907788	CFZbAB3ruJWhnzoioa	192.168.120.10	1030	217.26.52.20	80	unescaped_special_URI_char	-	F	bro
1341047165.011043	-	-	-	-	-	unknown_protocol_2	-	F	bro
1341047187.407354	CLLP8uJby65rI9s5g	192.168.120.10	1045	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1341047187.410816	CNZSde2hJhhPrz0fL	192.168.120.10	1047	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1341047187.422678	CgjqDH36QijFZKT3ia	192.168.120.10	1049	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1341047187.42462	CE0Xvj3AzNISG3WdRg	192.168.120.10	1051	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1341047187.426472	CPTzo7mmU9ra8rrze	192.168.120.10	1053	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1341047187.540016	Cg3sWX1wNsaD7QbDf2	192.168.120.10	1056	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1341047187.558026	CL2jgY378XSozU8KF8	192.168.120.10	1059	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1341047187.577322	CxK3A43rQ76tDkmVpi	192.168.120.10	1062	66.85.130.234	53	DNS_Conn_count_too_large	-	F	bro
1341047201.409233	Ce9y8Bs6MdeE9adrj	192.168.120.10	1068	31.193.12.27	80	bad_HTTP_request	-	F	bro
#close	2014-04-03-10-24-07
