#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2014-04-03-10-08-59
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count	table[string]
1313279329.149593	C6VkRGENTCOjbf12k	192.168.106.10	1037	118.217.180.181	80	tcp	http	0.417327	308	9374	SF	-	0	ShADadfF	9	676	10	9782	(empty)
1313279329.150612	CdsDjm3WeQiEn46D3f	192.168.106.10	1039	118.217.180.181	80	tcp	http	0.427056	335	9312	SF	-	0	ShADadfF	9	703	10	9720	(empty)
1313279329.150166	CZwJjw1fiJbigl3u81	192.168.106.10	1038	118.217.180.181	80	tcp	http	0.439083	306	2277	SF	-	0	ShADadfF	6	554	6	2525	(empty)
1313279328.474694	CYOj5y3HTJhGWSRyJd	192.168.106.10	1036	118.217.180.181	80	tcp	http	1.499754	289	82740	SF	-	0	ShADadfF	40	1897	60	85148	(empty)
1313279329.570437	CtxcZnhvwX57xLtr6	192.168.106.10	1040	118.217.180.181	80	tcp	http	0.420991	313	4494	SF	-	0	ShADadfF	7	601	7	4782	(empty)
1313279329.59085	CiSUiu2bhzmeDd3jHi	192.168.106.10	1042	118.217.180.181	80	tcp	http	0.419958	308	4641	SF	-	0	ShADadfF	7	596	7	4929	(empty)
1313279329.590207	CHSvXp48o4nCA3y4i5	192.168.106.10	1041	118.217.180.181	80	tcp	http	0.430535	310	14071	SF	-	0	ShADadfF	12	798	13	14599	(empty)
1313279330.050348	Cicf2P1gaLF4qRZRei	192.168.106.10	1043	118.217.180.181	80	tcp	http	1.471532	327	72497	SF	-	0	ShADadfF	38	1855	53	74625	(empty)
1313279327.839092	CFdXrJnTsw5WMj19a	192.168.106.10	1028	4.2.2.3	53	udp	dns	0.630771	73	105	SF	-	0	Dd	2	129	2	161	(empty)
1313279331.558741	CHBq8129uKG1Nq3384	192.168.106.10	1044	118.217.180.181	80	tcp	http	5.084267	337	202527	SF	-	0	ShADadfF	99	4313	143	208255	(empty)
1313279336.68656	CpAO6x2i6YPwqY1m46	192.168.106.10	1045	118.217.180.181	80	tcp	http	0.423435	313	4075	SF	-	0	ShADadfF	6	561	6	4323	(empty)
1313279337.112225	CsyXbD4PmRo5Pe0VYd	192.168.106.10	1046	118.217.180.181	80	tcp	http	0.424942	334	28501	SF	-	0	ShADadfF	19	1102	23	29429	(empty)
1313279337.550648	CGwQ051v3hp7aWYtG8	192.168.106.10	1050	118.217.180.181	80	tcp	http	0.426690	329	25720	SF	-	0	ShADadfF	17	1017	21	26568	(empty)
