#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-36-36
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1379291000.917973	CTkxYN39gjq9KSbMP1	192.168.85.10	1031	178.20.158.131	80	1	GET	manyebook.com	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1379291001.368881	C8jQPL8UDf4bHbiUl	192.168.85.10	1032	195.66.79.29	80	1	GET	www.freefilesdownloader.com	/download/3/161001/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	5999	200	OK	-	-	-	(empty)	-	-	-	-	-	FRbAg4qhpX2zrf4C7	text/html
1379291001.758055	CJ2Ru84ESycyUFBnT7	192.168.85.10	1040	74.125.224.64	80	1	GET	translate.google.com	/translate_a/element.js?cb=googleTranslateElementInit	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1471	200	OK	-	-	-	(empty)	-	-	-	-	-	FDK6gm1RZSFZqHHIoi	text/plain
1379291001.698365	C8jQPL8UDf4bHbiUl	192.168.85.10	1032	195.66.79.29	80	2	GET	www.freefilesdownloader.com	/css/layout3/style.css	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	9741	200	OK	-	-	-	(empty)	-	-	-	-	-	FUlIjao6sUMJF7Rr9	text/plain
1379291001.897562	ClLu5d3v2jh0iFMyx4	192.168.85.10	1038	195.66.79.29	80	1	GET	www.freefilesdownloader.com	/js/common.js	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1160	200	OK	-	-	-	(empty)	-	-	-	-	-	Fd89lK1S9wosKVrCe2	text/plain
1379291001.899141	CbW2bdQtjCeY27P6j	192.168.85.10	1039	195.66.79.29	80	1	GET	www.freefilesdownloader.com	/js/jquery.cookie.js	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1941	200	OK	-	-	-	(empty)	-	-	-	-	-	FgxGLl3gk3exlJTaw5	text/plain
1379291001.885329	C8jQPL8UDf4bHbiUl	192.168.85.10	1032	195.66.79.29	80	3	GET	www.freefilesdownloader.com	/js/jquery.fileDownload.js	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	16372	200	OK	-	-	-	(empty)	-	-	-	-	-	FbGn1p1RuiSgNq3uG	text/plain
1379291002.084378	CI8zbQ1bNZK2BvIqff	192.168.85.10	1041	195.66.79.29	80	1	GET	www.freefilesdownloader.com	/css/layout3/font/Roboto-Regular.ttf	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	Fdd1Ts27aggNArMqth	text/plain
1379291001.894152	Cnpcxg1b20OFSAKinc	192.168.85.10	1037	195.66.79.29	80	1	GET	www.freefilesdownloader.com	/js/jquery-1.8.2.min.js	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	93434	200	OK	-	-	-	(empty)	-	-	-	-	-	FIfZTU1zhBBE6fxQAb	text/plain
1379291002.390661	CbW2bdQtjCeY27P6j	192.168.85.10	1039	195.66.79.29	80	2	GET	www.freefilesdownloader.com	/	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3801	200	OK	-	-	-	(empty)	-	-	-	-	-	FhnHmZ2ZdX44PjkGQ3	text/html
1379291002.939576	CWwNIm4vd1HpPKypIi	192.168.85.10	1046	23.5.5.163	80	1	GET	crl.geotrust.com	/crls/secureca.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	1758	200	OK	-	-	-	(empty)	-	-	-	-	-	Fw0XaE3s3Jxo88XXH6	binary
