#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-36-36
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1379291000.917973	CTkxYN39gjq9KSbMP1	192.168.85.10	1031	178.20.158.131	80	1	GET	manyebook.com	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	-	-
1379291002.939866	CsIqF4GLM5sc5iSWh	192.168.85.10	1045	23.5.5.163	80	1	GET	crl.geotrust.com	/crls/secureca.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	1758	200	OK	-	-	-	(empty)	-	-	-	-	-	FbxD0n17xk2K13squi	binary
1379291002.959242	CWwNIm4vd1HpPKypIi	192.168.85.10	1046	23.5.5.163	80	2	GET	crl.geotrust.com	/crls/gtglobal.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	554	200	OK	-	-	-	(empty)	-	-	-	-	-	FHNzIO1iWYI5u3DL71	binary
1379291002.959633	CsIqF4GLM5sc5iSWh	192.168.85.10	1045	23.5.5.163	80	2	GET	crl.geotrust.com	/crls/gtglobal.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	554	200	OK	-	-	-	(empty)	-	-	-	-	-	FVjzPg1RUoIqOJt6D3	binary
1379291003.005441	CV1jzc4mTWBklMDT94	192.168.85.10	1047	74.125.224.64	80	1	GET	pki.google.com	/GIAG2.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	623	200	OK	-	-	-	(empty)	-	-	-	-	-	FE2nJUJ2BF4N8gSvi	binary
1379291003.020595	C9aB5h09t1WUawGxf	192.168.85.10	1048	74.125.224.64	80	1	GET	pki.google.com	/GIAG2.crl	-	Microsoft-CryptoAPI/5.131.2600.2180	0	623	200	OK	-	-	-	(empty)	-	-	-	-	-	Fa7pY33rWWGXAScRZf	binary
1379291003.066963	C8jQPL8UDf4bHbiUl	192.168.85.10	1032	195.66.79.29	80	4	GET	www.freefilesdownloader.com	/css/layout3/images/arrow-1.png	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	403	200	OK	-	-	-	(empty)	-	-	-	-	-	FrqiDs2YMWyyl5RKU5	image/png
1379291003.068385	CbW2bdQtjCeY27P6j	192.168.85.10	1039	195.66.79.29	80	3	GET	www.freefilesdownloader.com	/css/layout3/images/step2_chrome_ie.png	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	10111	200	OK	-	-	-	(empty)	-	-	-	-	-	FCdAXtogRcPV1a9ia	image/png
1379291003.067356	CI8zbQ1bNZK2BvIqff	192.168.85.10	1041	195.66.79.29	80	2	GET	www.freefilesdownloader.com	/css/layout3/images/doted_line.png	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	842	200	OK	-	-	-	(empty)	-	-	-	-	-	FAgQ4744tRcoiyB7Ub	image/png
1379291003.068047	Cnpcxg1b20OFSAKinc	192.168.85.10	1037	195.66.79.29	80	2	GET	www.freefilesdownloader.com	/css/layout3/images/step1_ie.png	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	3335	200	OK	-	-	-	(empty)	-	-	-	-	-	FnS1Uh1DQyX2Rpj10b	image/png
1379291003.0601	ClLu5d3v2jh0iFMyx4	192.168.85.10	1038	195.66.79.29	80	2	GET	www.freefilesdownloader.com	/css/layout3/images/header_img.png	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	15424	200	OK	-	-	-	(empty)	-	-	-	-	-	Ff9HlTQ6CnciUQrse	image/png
1379291003.279115	C2xDcx2DyQ8KCjvdc8	192.168.85.10	1049	195.66.79.29	80	1	GET	www.freefilesdownloader.com	/css/layout3/images/footer_img.png	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	4580	200	OK	-	-	-	(empty)	-	-	-	-	-	FOh6km4VkmX8eaywIf	image/png
1379291003.250865	C8jQPL8UDf4bHbiUl	192.168.85.10	1032	195.66.79.29	80	5	GET	www.freefilesdownloader.com	/css/layout3/images/step3.png	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	14759	200	OK	-	-	-	(empty)	-	-	-	-	-	FUGaX032FCdKvr6NF7	image/png
1379291003.412479	CJ3w5s2Lb8BHsfB7X6	192.168.85.10	1051	176.121.11.24	80	1	GET	freemediastats.com	/getcounter/16100103/counter.gif	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	F2wCs9y1bns8l2Irf	image/gif
1379291003.412142	CQl32L1G3rxCUIw01g	192.168.85.10	1050	176.121.11.24	80	1	GET	stat.freemediastats.com	/piwik.js	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	21596	200	OK	-	-	-	(empty)	-	-	-	-	-	FErPKc2XVRtywL4THk	text/plain
1379291003.999915	CbW2bdQtjCeY27P6j	192.168.85.10	1039	195.66.79.29	80	4	GET	www.freefilesdownloader.com	/favicon.ico	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1406	200	OK	-	-	-	(empty)	-	-	-	-	-	FZyuq71jeJsOIfKuFh	image/x-icon
1379291003.983783	CQl32L1G3rxCUIw01g	192.168.85.10	1050	176.121.11.24	80	2	GET	stat.freemediastats.com	/piwik.php?action_name=Fast File Downloader&idsite=1&rec=1&r=351892&h=0&m=21&s=25&url=http://www.freefilesdownloader.com/download/3/161001/&_id=17aeebb44a10bfe2&_idts=1379305285&_idvc=1&_idn=1&_refts=0&_viewts=1379305285&cvar={"1":["user_sub_id","161001"]}&res=800x600	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FBoIFu1ac6YWU0HD0a	image/gif
1379291007.740869	Cnpcxg1b20OFSAKinc	192.168.85.10	1037	195.66.79.29	80	3	GET	www.freefilesdownloader.com	/get/Downloader__16100103.exe?st=cO3Qp-QCxfaVyrfFAoeDUQ&e=1379377284	http://www.freefilesdownloader.com/download/3/161001/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	31799	200	OK	-	-	-	(empty)	-	-	-	-	-	FrjJSHxHVPNVkpT75	application/x-dosexec
#close	2014-04-03-10-36-36
