#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-43-43
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1337394371.710225	CoP5Tv4oX0vOqwUC7k	192.168.70.10	1030	62.149.128.74	80	1	GET	bachecadeibrevetti.it	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	241	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FUWvsG3jKWhDQAmkah	text/html
1337394371.979332	Cmm85G3eUwQF8XYVL	192.168.70.10	1031	62.149.142.22	80	1	GET	www.bachecadeibrevetti.it	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	34566	200	OK	-	-	-	(empty)	-	-	-	-	-	F2qYsH2DrXlLl9CALd	text/html
1337394373.064892	C7nRoNuwPFVDLKIGc	192.168.70.10	1032	62.149.142.22	80	1	GET	www.bachecadeibrevetti.it	/wp-content/themes/bacheca/style.css	http://www.bachecadeibrevetti.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9197	200	OK	-	-	-	(empty)	-	-	-	-	-	FfxZHm3cIvApymttnc	text/plain
1337394373.442167	Cmm85G3eUwQF8XYVL	192.168.70.10	1031	62.149.142.22	80	2	GET	www.bachecadeibrevetti.it	/wp-content/plugins/wp-prettyphoto/css/prettyPhoto.css?ver=2.5.6	http://www.bachecadeibrevetti.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	14252	200	OK	-	-	-	(empty)	-	-	-	-	-	FzxjNBuoZtjBKCOKl	text/plain
1337394373.443574	C7nRoNuwPFVDLKIGc	192.168.70.10	1032	62.149.142.22	80	2	GET	www.bachecadeibrevetti.it	/wp-content/plugins/post_by_frontend/css/style.css?ver=3.1.3	http://www.bachecadeibrevetti.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	741	200	OK	-	-	-	(empty)	-	-	-	-	-	F6UDWr4mRRLxq3gWai	text/plain
1337394373.620858	C7nRoNuwPFVDLKIGc	192.168.70.10	1032	62.149.142.22	80	3	GET	www.bachecadeibrevetti.it	/wp-content/plugins/theme-my-login/theme-my-login.css?ver=3.1.3	http://www.bachecadeibrevetti.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1243	200	OK	-	-	-	(empty)	-	-	-	-	-	FcOewW3ZzJtZm1VD12	text/plain
1337394373.617874	Cmm85G3eUwQF8XYVL	192.168.70.10	1031	62.149.142.22	80	3	GET	www.bachecadeibrevetti.it	/wp-includes/js/thickbox/thickbox.css?ver=20090514	http://www.bachecadeibrevetti.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3864	200	OK	-	-	-	(empty)	-	-	-	-	-	FkAuIgLGqcSXrTwv2	text/plain
1337394373.768525	C7nRoNuwPFVDLKIGc	192.168.70.10	1032	62.149.142.22	80	4	GET	www.bachecadeibrevetti.it	/wp-content/themes/bacheca/css/scrollable.css?ver=3.1.3	http://www.bachecadeibrevetti.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1779	200	OK	-	-	-	(empty)	-	-	-	-	-	Fz7mku3HdHBTT2Ii53	text/plain
1337394373.797788	Cmm85G3eUwQF8XYVL	192.168.70.10	1031	62.149.142.22	80	4	GET	www.bachecadeibrevetti.it	/wp-content/plugins/contact-form-7/styles.css?ver=2.4.5	http://www.bachecadeibrevetti.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	885	200	OK	-	-	-	(empty)	-	-	-	-	-	FSpccO2zQULPdLqTZ6	text/plain
1337394373.913483	C7nRoNuwPFVDLKIGc	192.168.70.10	1032	62.149.142.22	80	5	GET	www.bachecadeibrevetti.it	/wp-content/plugins/wp-pagenavi/pagenavi-css.css?ver=2.70	http://www.bachecadeibrevetti.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	374	200	OK	-	-	-	(empty)	-	-	-	-	-	FFOs7xXpVVMlRxco2	text/plain
1337394373.944984	Cmm85G3eUwQF8XYVL	192.168.70.10	1031	62.149.142.22	80	5	GET	www.bachecadeibrevetti.it	/wp-includes/js/l10n.js?ver=20101110	http://www.bachecadeibrevetti.it/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	308	200	OK	-	-	-	(empty)	-	-	-	-	-	FXd5ytMH7bfDcDUcc	text/plain
