#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-11-14
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1393885744.284011	CMTBw310HuNJ1FUJbc	192.168.42.10	1034	198.252.104.186	80	1	GET	topsportbikes.com	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1393885754.875953	CZNeEs1Z79gMCN3fi7	192.168.42.10	1041	74.125.224.75	80	1	GET	1-ps.googleusercontent.com	/h/www.topsportbikes.com/wp-content/themes/tetapsemangat/A.style.css.pagespeed.cf.klw0iHVzpi.css	http://www.topsportbikes.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	16355	200	OK	-	-	-	(empty)	-	-	-	-	-	Fbt4kl1PyxsSjbqSx5	text/plain
1393885754.921267	CZNeEs1Z79gMCN3fi7	192.168.42.10	1041	74.125.224.75	80	2	GET	1-ps.googleusercontent.com	/h/www.gstatic.com/psa/static/1.gif	http://www.topsportbikes.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	53	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb3JBDoL0p4wT8Kta	image/gif
1393885769.980892	CZNeEs1Z79gMCN3fi7	192.168.42.10	1041	74.125.224.75	80	3	GET	1-ps.googleusercontent.com	/h/www.topsportbikes.com/wp-content/themes/tetapsemangat/A.style.css.pagespeed.cf.klw0iHVzpi.css	http://www.topsportbikes.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1393885769.999125	CSX4hL2OOAXySFx5Y2	192.168.42.10	1044	68.67.128.24	80	1	GET	ads.fidelity-media.com	/ttj?id=2226563&size=728x90&promo_sizes=300x50,320x50,468x60,216x36&promo_alignment=center	http://www.topsportbikes.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1393885769.999425	C6orL82zUwGd3Njb52	192.168.42.10	1045	174.35.24.199	80	1	GET	www.lijit.com	/wijitinit?uri=http://www.lijit.com/users/karunia/2&js=1	http://www.topsportbikes.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	1666	200	OK	-	-	-	(empty)	-	-	-	-	-	FEw9Yr1jVOsHnDqhDg	text/plain
1393885770.061377	CtwG974O5VDUZ4xYhe	192.168.42.10	1048	68.67.128.24	80	1	GET	ib.adnxs.com	/ttj?id=2226563&size=728x90&promo_sizes=300x50,320x50,468x60,216x36&promo_alignment=center	http://www.topsportbikes.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1393885754.75666	CBweS820xYIUpZqGc2	192.168.42.10	1040	74.125.129.121	80	1	GET	www.topsportbikes.com	/	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	49410	200	OK	-	-	-	(empty)	-	-	-	-	-	FH15BB4Awp5EAJTP43	text/html
1393885770.046465	CaVnQq1HGwQc8YtC1c	192.168.42.10	1046	108.168.214.12	80	1	GET	ap.lijit.com	///www/delivery/fpi.js?z=238247&u=karunia&width=300&height=250	http://www.topsportbikes.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	7558	200	OK	-	-	-	(empty)	-	-	-	-	-	FARnKY2lRUBVGsrVQf	text/plain
1393885770.063556	C3AWYZ3MVnTELIyPGf	192.168.42.10	1047	108.168.214.12	80	1	GET	ap.lijit.com	///www/delivery/fpi.js?z=238245&u=karunia&width=728&height=90	http://www.topsportbikes.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	7558	200	OK	-	-	-	(empty)	-	-	-	-	-	FwZuk84gm9KumAiVh	text/plain
1393885770.067525	C7UOxo4D1D0aTYlIrd	192.168.42.10	1049	74.125.224.75	80	1	GET	1-ps.googleusercontent.com	/h/www.topsportbikes.com/wp-content/uploads/2014/01/230x90xsport-bikes-logo.png.pagespeed.ic._YncZtTN4K.jpg	http://www.topsportbikes.com/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)	0	7171	200	OK	-	-	-	(empty)	-	-	-	-	-	FAbrAhUFgxelUgWcc	image/jpeg
