#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-18-52
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1328298456.459344	C7C9C25Mgb2I8Rv0l	192.168.72.10	1034	4.27.10.125	80	19	GET	cdn1.pics.gaytube.com	/thumbs/2012-02-02/6e7e811cfbee1.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3848	200	OK	-	-	-	(empty)	-	-	-	-	-	FesHM32lpzrAttIsth	image/jpeg
1328298456.474664	CD2DMZ5p9AHOLIPI3	192.168.72.10	1035	4.27.10.125	80	21	GET	cdn1.pics.gaytube.com	/thumbs/2012-02-02/0bae98f7cb171.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6593	200	OK	-	-	-	(empty)	-	-	-	-	-	FgCWFn3cHcZiR2ysc8	image/jpeg
1328298456.529343	CD2DMZ5p9AHOLIPI3	192.168.72.10	1035	4.27.10.125	80	22	GET	cdn1.pics.gaytube.com	/thumbs/2012-01-30/6c5db727f8931.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5127	200	OK	-	-	-	(empty)	-	-	-	-	-	FTGxjn4EfH0umcjfc6	image/jpeg
1328298456.529064	C7C9C25Mgb2I8Rv0l	192.168.72.10	1034	4.27.10.125	80	20	GET	cdn1.pics.gaytube.com	/thumbs/2012-01-29/3d7b90c352271.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6276	200	OK	-	-	-	(empty)	-	-	-	-	-	FJ2cTD1CLh9UF2L40g	image/jpeg
1328298456.544778	CD2DMZ5p9AHOLIPI3	192.168.72.10	1035	4.27.10.125	80	23	GET	cdn1.pics.gaytube.com	/thumbs/2012-01-31/8c08be1288471.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7650	200	OK	-	-	-	(empty)	-	-	-	-	-	FXnMA81KAjLsqh61zg	image/jpeg
1328298456.562476	C7C9C25Mgb2I8Rv0l	192.168.72.10	1034	4.27.10.125	80	21	GET	cdn1.pics.gaytube.com	/thumbs/2012-01-31/a21f387cd8de1.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7650	200	OK	-	-	-	(empty)	-	-	-	-	-	FXs0vb3mqOfTlDy1Mh	image/jpeg
1328298456.566908	CD2DMZ5p9AHOLIPI3	192.168.72.10	1035	4.27.10.125	80	24	GET	cdn1.pics.gaytube.com	/thumbs/2012-02-02/079176fd54391.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5725	200	OK	-	-	-	(empty)	-	-	-	-	-	FYR5Q0240Ix6Sj9Hw1	image/jpeg
1328298456.566639	CXIQYB4CVDdQCtWa3i	192.168.72.10	1048	66.152.88.27	80	1	GET	ad2.gammae.com	/delivery/lg.php?bannerid=108&campaignid=20&zoneid=11&loc=http://ads.trafficjunky.net/ads?zone_id=2835&site_id=37&cache=41967514&millis=1328312734015&cb=f9f9c3883e	http://ad2.gammae.com/delivery/afr.php?zoneid=11&cb=INSERT_RANDOM_NUMBER_HERE	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FOs6zC2glECbCfA3pj	image/gif
1328298456.665649	C7C9C25Mgb2I8Rv0l	192.168.72.10	1034	4.27.10.125	80	22	GET	cdn1.pics.gaytube.com	/thumbs/2012-02-02/051b71b167e41.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6825	200	OK	-	-	-	(empty)	-	-	-	-	-	F9SP7C3PpP4VerTtBj	image/jpeg
1328298456.665864	CD2DMZ5p9AHOLIPI3	192.168.72.10	1035	4.27.10.125	80	25	GET	cdn1.pics.gaytube.com	/thumbs/2012-01-19/790fc63d18501.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9183	200	OK	-	-	-	(empty)	-	-	-	-	-	FOeXTp4wBboLwiVbEi	image/jpeg
1328298456.6662	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	4	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/style.css	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1328298456.769693	CD2DMZ5p9AHOLIPI3	192.168.72.10	1035	4.27.10.125	80	26	GET	cdn1.pics.gaytube.com	/thumbs/2012-02-02/7f3cbc52c2dc1.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5524	200	OK	-	-	-	(empty)	-	-	-	-	-	F0qfeS1Jw0Lwg9C6t5	image/jpeg
1328298456.665371	CrTkQiQvxZ7QJ7Qa1	192.168.72.10	1049	66.152.88.28	80	1	GET	mb.gammae.com	/zubb/vBanners/codycummings/160x700/vBanner-6.swf	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20438	200	OK	-	-	-	(empty)	-	-	-	-	-	Fasizv1jCRIGquV9Xe	application/x-shockwave-flash
1328298456.818163	CnO3E34zQCZ6QKu7xg	192.168.72.10	1033	4.27.10.125	80	3	GET	cdn1.static.pornhub.phncdn.com	/images/bar/ph_net_bar.png	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4668	200	OK	-	-	-	(empty)	-	-	-	-	-	FXn6ul1S6LT1NGuu82	image/png
1328298456.819174	C7C9C25Mgb2I8Rv0l	192.168.72.10	1034	4.27.10.125	80	23	GET	cdn1.pics.gaytube.com	/thumbs/2012-02-02/1e6a4fc2297f1-1.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5401	200	OK	-	-	-	(empty)	-	-	-	-	-	F1jfpLXpnTFTfM9Lk	image/jpeg
1328298456.818735	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	1	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/jquery-1.js	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	72174	200	OK	-	-	-	(empty)	-	-	-	-	-	F6OBGTwmWis5sYp2b	text/plain
1328298456.964225	Cx8LIFXc5LS9PDR71	192.168.72.10	1052	69.31.132.73	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1568	200	OK	-	-	-	(empty)	-	-	-	-	-	Fab62TAMdGcc10Cq2	text/html
1328298456.963695	CD2DMZ5p9AHOLIPI3	192.168.72.10	1035	4.27.10.125	80	27	GET	cdn1.pics.gaytube.com	/thumbs/2012-02-02/1e6a4fc2297f1.jpg	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1328298457.132501	ChSdqv2z7jF8X66yRc	192.168.72.10	1055	74.125.65.102	80	1	GET	www.google-analytics.com	/ga.js	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	33408	200	OK	-	-	-	(empty)	-	-	-	-	-	FIIXE321E47fXuROU	text/plain
1328298457.11921	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	5	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/jquery.js	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15955	200	OK	-	-	-	(empty)	-	-	-	-	-	FoZVDi1PsNFqc4Njnb	text/plain
1328298457.253462	ClmWPA1ivJguFzFLRa	192.168.72.10	1056	64.88.249.159	80	1	GET	ads.basal.ca	/www/delivery/ajs.php?zoneid=1030&cb=20457748333&charset=iso-8859-1&loc=http://www.gaytube.com/	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	52	200	OK	-	-	-	(empty)	-	-	-	-	-	FGF3uV2TUIxj35VqWa	text/plain
1328298457.455235	ChSdqv2z7jF8X66yRc	192.168.72.10	1055	74.125.65.102	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.2.4&utms=1&utmn=1731633906&utmhn=www.gaytube.com&utmcs=iso-8859-1&utmsr=800x600&utmvp=780x459&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=GayTube Free Gay Videos and Free Gay Porn Featuring Real Gay Sex&utmhid=1641414708&utmr=-&utmp=/&utmac=UA-2459625-1&utmcc=__utma=12077602.765142177.1328312737.1328312737.1328312737.1;+__utmz=12077602.1328312737.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=q~	http://www.gaytube.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FFZwMX2OiaYHc4aUwf	image/gif
1328298457.386601	CVpeNr3myK18JJOzRd	192.168.72.10	1057	85.17.147.237	80	1	GET	stepformoneynow.biz	/stream?1	http://ad2.gammae.com/delivery/afr.php?zoneid=11&cb=INSERT_RANDOM_NUMBER_HERE	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	176	200	OK	-	-	-	(empty)	-	-	-	-	-	FaOfTX4V5qksJWezf	text/plain
1328298457.076902	CZr78O33jWs1Z1796i	192.168.72.10	1053	72.21.91.90	80	1	GET	edge.mb.gammae.com	/zubb/vBanners/codycummings/160x700/videos/tr_4596_hd-mp.mp4	http://mb.gammae.com/zubb/vBanners/codycummings/160x700/vBanner-6.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	748726	200	OK	-	-	-	(empty)	-	-	-	-	-	FTQBflfkoZU4wqDhh	video/mp4
1328298457.606925	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	2	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/skin.css	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	654	200	OK	-	-	-	(empty)	-	-	-	-	-	FXDkjZ3GSNnwLgZUij	text/plain
1328298457.077316	CToTgit7J4PkO88n6	192.168.72.10	1054	72.21.91.90	80	1	GET	edge.mb.gammae.com	/zubb/vBanners/codycummings/160x700/videos/tr_6682_hd-mp.mp4	http://mb.gammae.com/zubb/vBanners/codycummings/160x700/vBanner-6.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1105836	200	OK	-	-	-	(empty)	-	-	-	-	-	FuBKJQiX4dCjXXdn1	video/mp4
1328298457.978339	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	3	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/2.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	20463	200	OK	-	-	-	(empty)	-	-	-	-	-	FNbqZc1vDVkIzBceUe	image/gif
1328298457.97774	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	6	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/1.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18179	200	OK	-	-	-	(empty)	-	-	-	-	-	FTu6nP2gZLi3wWgCde	image/gif
1328298457.901307	CTmj8P1d738qwzJHL3	192.168.72.10	1058	31.184.237.50	80	1	GET	themobilet.in	/z/addalack.php?key=reedcent&u=telydemy	http://stepformoneynow.biz/stream?1	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	504	200	OK	-	-	-	(empty)	-	-	-	-	-	FeythG1C33Vy0CQnn2	text/plain
1328298458.18523	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	4	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/4.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18219	200	OK	-	-	-	(empty)	-	-	-	-	-	FSGAk02Ml8vh0C70jk	image/gif
1328298458.184907	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	7	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/3.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18006	200	OK	-	-	-	(empty)	-	-	-	-	-	FiwMxN2QFVBS7tH3Qf	image/gif
1328298458.35058	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	5	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/5.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17239	200	OK	-	-	-	(empty)	-	-	-	-	-	FciNUT3srsucJOJbLe	image/gif
1328298458.364605	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	8	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/6.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18393	200	OK	-	-	-	(empty)	-	-	-	-	-	FsqTTX1BvPx7ULwmue	image/gif
1328298458.440567	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	6	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/7.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16617	200	OK	-	-	-	(empty)	-	-	-	-	-	F7nToQ3jWM26MVFSvd	image/gif
1328298458.497598	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	9	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/8.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17839	200	OK	-	-	-	(empty)	-	-	-	-	-	FzwTSn1Kyx76FY6suf	image/gif
1328298458.512588	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	7	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/9.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19425	200	OK	-	-	-	(empty)	-	-	-	-	-	F17zOm3xfGaMgsJt63	image/gif
1328298458.615511	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	8	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/10.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	17858	200	OK	-	-	-	(empty)	-	-	-	-	-	F14Q5O1gHkkF8C73ch	image/gif
1328298458.615834	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	10	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/11.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16973	200	OK	-	-	-	(empty)	-	-	-	-	-	FkANlL3scakqbUX1Qg	image/gif
1328298458.662263	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	9	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/12.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	18107	200	OK	-	-	-	(empty)	-	-	-	-	-	FEifmF2kk0WD2oi0L9	image/gif
1328298458.702252	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	11	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/13.gif	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	19655	200	OK	-	-	-	(empty)	-	-	-	-	-	FRYEXy3hbRILmiY3Ec	image/gif
1328298460.896414	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	10	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FoqWfU35yENAUKVvy7	image/png
1328298460.896968	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	12	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FTdRyC2WNlkmnEn919	image/png
1328298460.978714	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	13	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FfyCRA2V6NXmsxw2T6	image/png
1328298460.978476	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	11	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FCj6L72QF4LZF4RMPd	image/png
1328298461.01995	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	14	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FugHoz29CLALzcrGV	image/png
1328298461.020274	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	12	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FOI8wVE5na265P8A4	image/png
1328298461.056857	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	15	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	F4yJkf1I51TnVViUI9	image/png
1328298461.057196	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	13	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FQVDkF3hSAvrMl1mU3	image/png
1328298461.093599	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	16	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FJ48v02lqdrgEXZUf8	image/png
1328298461.094375	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	14	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FkyNJf2gAtZ4WcVCc	image/png
1328298461.121359	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	17	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FQFQ0u1uB0CwCrKGKb	image/png
1328298461.121661	ChQByN3IQwIub6VfW4	192.168.72.10	1050	173.45.161.166	80	15	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe0Amy26b4U63m3tF1	image/png
1328298461.151659	CzYS5P2JKy3Kz9Rkqf	192.168.72.10	1040	173.45.161.166	80	18	GET	cdn2.adrocketmedia.com	/ads/misc/tam/iframe/160x700/01/a/images/hover.png	http://cdn2.adrocketmedia.com/ads/misc/tam/iframe/160x700/01/a/index.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4233	200	OK	-	-	-	(empty)	-	-	-	-	-	FqsUqU2ZanA35C6Rxh	image/png
1328298457.598872	CZr78O33jWs1Z1796i	192.168.72.10	1053	72.21.91.90	80	2	GET	edge.mb.gammae.com	/zubb/vBanners/codycummings/160x700/videos/tr_9346_01_hd-mp.mp4	http://mb.gammae.com/zubb/vBanners/codycummings/160x700/vBanner-6.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1107777	200	OK	-	-	-	(empty)	-	-	-	-	-	FhFvHw2ugRUVfeE50k	video/mp4
1328298463.320872	CMICe01AGCrsVq0FG2	192.168.72.10	1063	31.184.237.50	80	1	GET	themobilet.in	/z/agreaimo/lazylapp.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	4719	200	OK	-	-	-	(empty)	-	-	-	-	-	FbVKWM1YREu72ohUPk	application/jar
1328298463.318472	CU73B34UprVdzqKlxg	192.168.72.10	1064	31.184.237.50	80	1	GET	themobilet.in	/z/agreaimo/lampjake.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	2701	200	OK	-	-	-	(empty)	-	-	-	-	-	FPfLzJ3pLamRyzPKU3	application/jar
1328298465.045926	CQJXN2CtWvgWT2bA7	192.168.72.10	1065	31.184.237.50	80	1	GET	themobilet.in	/z/com.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	480	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FVTGjN1CaHWjPyPmi	text/html
1328298465.216563	CQJXN2CtWvgWT2bA7	192.168.72.10	1065	31.184.237.50	80	2	GET	themobilet.in	/z/edu.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	480	404	Not Found	-	-	-	(empty)	-	-	-	-	-	Fpvghr2I6mTUv0SDT9	text/html
1328298465.397919	CQJXN2CtWvgWT2bA7	192.168.72.10	1065	31.184.237.50	80	3	GET	themobilet.in	/z/net.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	480	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FZULKSwFtKT1uC85d	text/html
1328298465.570929	CQJXN2CtWvgWT2bA7	192.168.72.10	1065	31.184.237.50	80	4	GET	themobilet.in	/z/org.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	480	404	Not Found	-	-	-	(empty)	-	-	-	-	-	F0dGXOpI7Np18cekh	text/html
1328298465.199417	CM6utP2YPwIihZbvEb	192.168.72.10	1066	31.184.237.50	80	1	GET	themobilet.in	/z/leftvity.php?exp=jobe&key=reedcent&u=telydemy	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	124928	200	OK	-	-	-	(empty)	-	-	-	-	-	FRCV8Z2PTRUKoTvme6	application/x-dosexec
1328298465.783293	CQJXN2CtWvgWT2bA7	192.168.72.10	1065	31.184.237.50	80	5	GET	themobilet.in	/z/leftvity.php?exp=newjava&key=reedcent&u=telydemy	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	124928	200	OK	-	-	-	(empty)	-	-	-	-	-	FRgbbV15WVFdunE173	application/x-dosexec
1328298467.617549	CQJXN2CtWvgWT2bA7	192.168.72.10	1065	31.184.237.50	80	6	GET	themobilet.in	/z/leftvity.php?exp=jobe&key=reedcent&u=telydemy	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	124928	200	OK	-	-	-	(empty)	-	-	-	-	-	F0CKgo3nyECDadxia5	application/x-dosexec
