#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-07-16
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1312662583.001773	CdG3ikHRWcmSGkKcg	192.168.18.10	1030	199.187.125.131	80	1	GET	mybirthdaypoems.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	433	200	OK	-	-	-	(empty)	-	-	-	-	-	F1jndm2AXMiVnnJKvk	text/plain
1312662583.353364	CKnbxK2nMjRMFhfDc1	192.168.18.10	1031	91.223.89.98	80	1	GET	wdoblsyz.co.tv	/i.php?go=1	http://mybirthdaypoems.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1312662583.7978	CZP1YFzIksNtJRuja	192.168.18.10	1032	95.163.88.208	80	1	GET	iebbtkbmq.zapto.org	/forum.php?tp=64cec1960ed52132	http://mybirthdaypoems.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	67436	200	OK	-	-	-	(empty)	-	-	-	-	-	F51jke4PMZeXRfCL19	text/html
1312662587.803724	CZP1YFzIksNtJRuja	192.168.18.10	1032	95.163.88.208	80	2	GET	iebbtkbmq.zapto.org	/games/java_trust.php?f=26	http://iebbtkbmq.zapto.org/forum.php?tp=64cec1960ed52132	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3997	200	OK	-	-	-	(empty)	-	-	-	-	-	F7C1sK3KePSIFxpQpf	text/html
1312662588.205065	Cpkgq6440by4UjcMz4	192.168.18.10	1042	95.163.88.208	80	1	GET	iebbtkbmq.zapto.org	/k.php?f=26&e=4	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	393728	200	OK	-	-	-	(empty)	-	-	-	-	-	FuAdFb4W7rMQpeIfU3	application/x-dosexec
1312662590.947006	CZP1YFzIksNtJRuja	192.168.18.10	1032	95.163.88.208	80	3	GET	iebbtkbmq.zapto.org	/games/2fdp.php?f=26	http://iebbtkbmq.zapto.org/forum.php?tp=64cec1960ed52132	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	54686	200	OK	-	-	-	(empty)	-	-	-	-	-	FZ96h02ukuSICRc1W2	application/pdf
1312662600.198458	CRzX1AmGSTDDWOuDb	192.168.18.10	1043	95.163.88.208	80	1	GET	iebbtkbmq.zapto.org	/games/worms.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	4679	200	OK	-	-	-	(empty)	-	-	-	-	-	FCt83K2dllTyPmgJB4	application/zip
1312662600.167763	CqBFXa3E3MwYSJcsKk	192.168.18.10	1044	91.193.72.70	80	1	GET	1539393606	/GSearch.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	13650	200	OK	-	-	-	(empty)	-	-	-	-	-	FlDnTF2nUbZG0ltwQj	application/x-java-applet
1312662601.252477	Clkv414ut76wnO6PM5	192.168.18.10	1045	95.163.88.208	80	1	GET	iebbtkbmq.zapto.org	/FactoryService/DefClass.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	162	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FW9WMz2BS7dQYdiQh5	text/html
1312662601.504513	Clkv414ut76wnO6PM5	192.168.18.10	1045	95.163.88.208	80	2	GET	iebbtkbmq.zapto.org	/FactoryService/DefClass/class.class	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	162	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FyDkcO3xH6IwdQCxCc	text/html
1312662599.423388	Cpkgq6440by4UjcMz4	192.168.18.10	1042	95.163.88.208	80	2	GET	iebbtkbmq.zapto.org	/k.php?f=26&e=6\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	393728	200	OK	-	-	-	(empty)	-	-	-	-	-	FQsvQPTLNCuMUzMP4	application/x-dosexec
