#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-11-08-15
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1348782821.653769	Cv1a7C2CvAadAg9oPl	192.168.69.10	1043	74.125.45.149	80	1	GET	ad.doubleclick.net	/N6938/adj/FP_EN_site/FP_EN_Strip_Default;sz=956x40;ord=3805318260196657?	http://www.forexpros.com/ad_iframe_dart.php?width=956&height=40&adunit=FP_EN_site/FP_EN_Strip_Default;sz=956x40	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	983	200	OK	-	-	-	(empty)	-	-	-	-	-	FP8ZWh20l6LcLoakp5	text/plain
1348782821.731208	CcYU212tB6x5HWmj83	192.168.69.10	1032	146.82.152.235	80	14	GET	c1308342.cdn.cloudfiles.rackspacecloud.com	/ajax-loader.gif	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3245	200	OK	-	-	-	(empty)	-	-	-	-	-	FzQwAS2LIY1lL3atFc	image/gif
1348782821.761313	ChjRtk4LCYZ1tR83ke	192.168.69.10	1044	174.142.63.232	80	1	GET	www.forexpros.com	/charts_xml/8839_300_292x120_new.png?time_chart=1348782600	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5432	200	OK	-	-	-	(empty)	-	-	-	-	-	FcV5a91z3GDuPWiIKd	image/png
1348782821.933719	Crs7rA2oZkKktVYCwf	192.168.69.10	1050	74.125.137.138	80	1	GET	www.google-analytics.com	/ga.js	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	37227	200	OK	-	-	-	(empty)	-	-	-	-	-	FDotQr19n1zZR9Cm2g	text/plain
1348782821.923773	CN2cvh1ibPTefCNk51	192.168.69.10	1040	146.82.152.226	80	3	GET	c3352932.r32.cf0.rackcdn.com	/company_logo/50943_1335787007.jpg	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7115	200	OK	-	-	-	(empty)	-	-	-	-	-	Fv5hUU17zbZFwR9DI6	image/jpeg
1348782821.925995	COElnj3CgAjSxzTwRg	192.168.69.10	1045	174.142.63.232	80	1	GET	www.forexpros.com	/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_1_Default;sz=300x250	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	635	200	OK	-	-	-	(empty)	-	-	-	-	-	FVP8Sr2okj158oyG1	text/html
1348782821.924066	Cj8JHFlFQsufmKae7	192.168.69.10	1039	146.82.152.226	80	3	GET	c3352932.r32.cf0.rackcdn.com	/company_logo/52289_1337086860.jpg	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	10121	200	OK	-	-	-	(empty)	-	-	-	-	-	FZZLHE15hwlQdIShlk	image/jpeg
1348782821.963046	CVGAro4YhdbP4rrUGd	192.168.69.10	1048	174.142.63.232	80	1	GET	www.forexpros.com	/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_3_Default;sz=300x250	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	635	200	OK	-	-	-	(empty)	-	-	-	-	-	FGP8RY1bOZTn5b33Pi	text/html
1348782821.92639	CSV0oV35uJxFUKBeah	192.168.69.10	1046	69.171.224.32	80	1	GET	www.facebook.com	/plugins/like.php?href=http://www.facebook.com/forexproscom&width=276&colorscheme=light&show_faces=true&border_color=#CBCBCB&stream=false&header=false&height=63&layout=standard&action=like	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	26421	200	OK	-	-	-	(empty)	-	-	-	-	-	FeXY5B2OseY3JWJ258	text/html
1348782821.926752	CoYRem3zAE5PuuONMl	192.168.69.10	1049	184.26.15.144	80	1	GET	platform.twitter.com	/widgets.js	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	76997	200	OK	-	-	-	(empty)	-	-	-	-	-	FVwLJ02xLGm7TBY0Ab	text/plain
1348782822.174155	CvJw7014jwdOdZrV16	192.168.69.10	1033	146.82.152.235	80	16	GET	c1308342.cdn.cloudfiles.rackspacecloud.com	/economicCalendar/economicCalendaricons_v3.png	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8633	200	OK	-	-	-	(empty)	-	-	-	-	-	F5dGUP3y3SN8V5htRb	image/png
1348782822.19596	CjXCyIyyGQZBSmmG4	192.168.69.10	1038	146.82.152.217	80	2	GET	c1308342.r42.cf0.rackcdn.com	/ce_flags_v2.png	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	67702	200	OK	-	-	-	(empty)	-	-	-	-	-	FKBmH32v3OQAXcHoBj	image/png
1348782823.535607	Cv2XZR2tyTfcioeOhk	192.168.69.10	1053	208.91.175.36	80	1	GET	pixel.everesttech.net	/1688/i?ev_sid=58&ev_ci=700032768&ev_ai=700644175&ev_cri=705923885&ev_pl	http://www.forexpros.com/ad_iframe_dart.php?width=728&height=90&adunit=FP_EN_site/FP_EN_Leaderboard_Default;sz=728x90	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	128	200	OK	-	-	-	(empty)	-	-	-	-	-	FylD1l3tygEKxsIdwe	image/png
1348782823.591629	Crs7rA2oZkKktVYCwf	192.168.69.10	1050	74.125.137.138	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.6&utms=1&utmn=1372797257&utmhn=www.forexpros.com&utmcs=utf-8&utmsr=800x600&utmvp=784x463&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Forexpros - Stock Market Quotes, Forex, Financial News&utmhid=1789726735&utmr=-&utmp=/&utmac=UA-2555300-1&utmcc=__utma=103578519.672930765.1348797104.1348797104.1348797104.1;+__utmz=103578519.1348797104.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=q~	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FtVmMm4ttO6C16lYua	image/gif
1348782823.613457	Crs7rA2oZkKktVYCwf	192.168.69.10	1050	74.125.137.138	80	3	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.6&utms=2&utmn=2124055586&utmhn=www.forexpros.com&utmcs=utf-8&utmsr=800x600&utmvp=784x463&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Forexpros - Stock Market Quotes, Forex, Financial News&utmhid=1789726735&utmr=-&utmp=/&utmac=UA-2555300-55&utmcc=__utma=103578519.672930765.1348797104.1348797104.1348797104.1;+__utmz=103578519.1348797104.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=qAAgAAAAAAAAAAAAQ~	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	Fd6LBz1kiJmoTqu4Ub	image/gif
1348782823.671591	CPTIOU2wuBp71k7xmi	192.168.69.10	1056	69.31.72.122	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/yd/r/iGbOMIEBZe-.js	http://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fforexproscom&width=276&colorscheme=light&show_faces=true&border_color=%23CBCBCB&stream=false&header=false&height=63&layout=standard&action=like	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	110992	200	OK	-	-	-	(empty)	-	-	-	-	-	FEFsbA4leCSGeCOY17	text/plain
1348782823.684516	CW9bTE3hkNPN0Xj3Kf	192.168.69.10	1057	69.31.72.122	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v2/yT/x/e9CM2KqZZIV.gif	http://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fforexproscom&width=276&colorscheme=light&show_faces=true&border_color=%23CBCBCB&stream=false&header=false&height=63&layout=standard&action=like	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	723	200	OK	-	-	-	(empty)	-	-	-	-	-	FYJEvj4OK9Icpm8LP5	image/gif
1348782823.690457	Ct0iWE4O2kDwgadoAk	192.168.69.10	1054	174.142.63.232	80	1	GET	www.forexpros.com	/ad_iframe_dart.php?width=956&height=90&adunit=FP_EN_site/FP_EN_Footer_Default;sz=[728x90][956x90]	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	646	200	OK	-	-	-	(empty)	-	-	-	-	-	FnVB4x4c6AvNH7Qr2d	text/html
1348782823.66852	CIJ50h25GF19oQZGtd	192.168.69.10	1042	74.125.45.149	80	2	GET	ad.doubleclick.net	/N6938/adj/FP_EN_site/FP_EN_Sideblock_1_Default;sz=300x250;ord=7700196928515783?	http://www.forexpros.com/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_1_Default;sz=300x250	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9947	200	OK	-	-	-	(empty)	-	-	-	-	-	Fa50qi3sPmfWif734h	text/plain
1348782823.702503	C7Y4oE4JfZYKloL19c	192.168.69.10	1055	174.142.63.232	80	1	GET	www.forexpros.com	/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_2_Default;sz=300x250	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	635	200	OK	-	-	-	(empty)	-	-	-	-	-	FrdEjA3ZEsd7BRVKo3	text/html
1348782823.759995	CIJ50h25GF19oQZGtd	192.168.69.10	1042	74.125.45.149	80	3	GET	ad.doubleclick.net	/N6938/adj/FP_EN_site/FP_EN_Footer_Default;sz=[728x90][956x90];ord=9353066335258568?	http://www.forexpros.com/ad_iframe_dart.php?width=956&height=90&adunit=FP_EN_site/FP_EN_Footer_Default;sz=[728x90][956x90]	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	804	200	OK	-	-	-	(empty)	-	-	-	-	-	FFwuqw2CJCHpdq4Cxd	text/plain
1348782823.678517	Cv1a7C2CvAadAg9oPl	192.168.69.10	1043	74.125.45.149	80	2	GET	ad.doubleclick.net	/N6938/adj/FP_EN_site/FP_EN_Sideblock_3_Default;sz=300x250;ord=689807555816258?	http://www.forexpros.com/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_3_Default;sz=300x250	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9423	200	OK	-	-	-	(empty)	-	-	-	-	-	FDjNDx11taVt3Jc412	text/plain
1348782823.86783	Cgvi6v2aXmk5KkTQFg	192.168.69.10	1060	74.125.45.149	80	1	GET	fls.doubleclick.net	/activityi;src=3106981;type=forex027;cat=forex010;ord=1;num=6196209762151.827?	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	330	302	Found	-	-	-	(empty)	-	-	-	-	-	Fspra94UPbRelTwyVf	text/html
1348782823.872558	Cgvi6v2aXmk5KkTQFg	192.168.69.10	1060	74.125.45.149	80	2	GET	fls.doubleclick.net	/activityi;src=3106981;type=forex027;cat=forex010;ord=1;num=6196209762151.827;~oref=http://www.forexpros.com/?&_dc_ck=try	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	338	200	OK	-	-	-	(empty)	-	-	-	-	-	FX12VS2mynKKavx4wi	text/html
1348782823.884518	Cv1a7C2CvAadAg9oPl	192.168.69.10	1043	74.125.45.149	80	3	GET	ad.doubleclick.net	/activity;src=2491146;dcnet=5872;boom=68576;sz=1x1;ord=1232887837093896.2?	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1348782823.900321	Cv1a7C2CvAadAg9oPl	192.168.69.10	1043	74.125.45.149	80	4	GET	ad.doubleclick.net	/activity;src=2491146;dcnet=5872;boom=68576;sz=1x1;ord=1232887837093896.2?&_dc_ck=try	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42	200	OK	-	-	-	(empty)	-	-	-	-	-	FIhpBJ3yEnyPRB2lIj	image/gif
1348782823.915435	C3MkeO3rvBPIhBWuMd	192.168.69.10	1061	50.116.194.21	80	1	GET	r.turn.com	/r/beacon?b2=2ZM2BQuy_7XYmO4ebwtltwhALG5SryaoXng_9Z5Gsb1HKNIl5rgxCJpwWJdXf_O3hs3n5TtEtpRP2CaSBTyHvw&cid=	http://fls.doubleclick.net/activityi;src=3106981;type=forex027;cat=forex010;ord=1;num=6196209762151.827;~oref=http%3A%2F%2Fwww.forexpros.com%2F?&_dc_ck=try	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	165	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	FLzeMa2DLvPGLupevd	text/html
1348782823.845982	CoFEO13C4p9OaJhvil	192.168.69.10	1058	174.142.63.232	80	1	POST	www.forexpros.com	/common/ajax_func.php	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	17	554	200	OK	-	-	-	(empty)	-	-	-	FKGpHU3qkh6y5ggTW5	text/plain	FAaIQV30aLmM3lCamj	text/plain
1348782823.801412	CIJ50h25GF19oQZGtd	192.168.69.10	1042	74.125.45.149	80	4	GET	ad.doubleclick.net	/N6938/adj/FP_EN_site/FP_EN_Sideblock_2_Default;sz=300x250;ord=7145681408240133?	http://www.forexpros.com/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_2_Default;sz=300x250	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9935	200	OK	-	-	-	(empty)	-	-	-	-	-	F26B6C8VBEDm7m3V4	text/plain
1348782823.980177	C5LDcf3t59yS30lfDg	192.168.69.10	1063	108.163.225.190	80	1	GET	anjuserver.com	/showads.php?id_camp=39402&rc=OkWLSXS	http://www.forexpros.com/ad_iframe_dart.php?width=956&height=90&adunit=FP_EN_site/FP_EN_Footer_Default;sz=[728x90][956x90]	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	380	200	OK	-	-	-	(empty)	-	-	-	-	-	FO3h0335PCkl2eol7l	text/html
1348782824.053827	C6ryXx2N8ka0OBIbBl	192.168.69.10	1065	74.125.137.148	80	1	GET	s0.2mdn.net	/879366/flashwrite_1_2.js	http://www.forexpros.com/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_2_Default;sz=300x250	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	801	200	OK	-	-	-	(empty)	-	-	-	-	-	FUuEDW3gcStZTAN6fc	text/plain
1348782824.056357	C6ryXx2N8ka0OBIbBl	192.168.69.10	1065	74.125.137.148	80	2	GET	s0.2mdn.net	/2363305/MT4iPlatform_300x250_US_Green.swf	http://www.forexpros.com/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_3_Default;sz=300x250	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42208	200	OK	-	-	-	(empty)	-	-	-	-	-	FLSPTjxbPzluPDmTf	application/x-shockwave-flash
1348782824.089503	C6ryXx2N8ka0OBIbBl	192.168.69.10	1065	74.125.137.148	80	3	GET	s0.2mdn.net	/2363305/Aussie_300x250.swf	http://www.forexpros.com/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_2_Default;sz=300x250	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45960	200	OK	-	-	-	(empty)	-	-	-	-	-	FAJvhP2HVSncsi1fq8	application/x-shockwave-flash
1348782824.098052	CfrIhy3cqR64aKXmkf	192.168.69.10	1067	69.31.72.120	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	620	200	OK	-	-	-	(empty)	-	-	-	-	-	FKmXp235GdlDhn9bb8	text/plain
1348782824.099187	C6ryXx2N8ka0OBIbBl	192.168.69.10	1065	74.125.137.148	80	4	GET	s0.2mdn.net	/2363305/Aussie_300x250.swf	http://www.forexpros.com/ad_iframe_dart.php?width=300&height=250&adunit=FP_EN_site/FP_EN_Sideblock_1_Default;sz=300x250	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	45960	200	OK	-	-	-	(empty)	-	-	-	-	-	FOyFPX2y0EeLNcg4z9	application/x-shockwave-flash
1348782824.580037	CoYRem3zAE5PuuONMl	192.168.69.10	1049	184.26.15.144	80	2	GET	platform.twitter.com	/widgets/follow_button.1347008535.html	http://www.forexpros.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	69174	200	OK	-	-	-	(empty)	-	-	-	-	-	FcoVA41ZQwbEVlBNLj	text/html
1348782824.683958	CpZtvW27ahLGkWnd6k	192.168.69.10	1069	184.26.15.144	80	1	GET	p.twitter.com	/f.gif?_=1348797105109&id=twitter-widget-0&lang=en&screen_name=forexprosnews&show_count=true&show_screen_name=true&size=m&twttr_variant=2.0&twttr_referrer=http://www.forexpros.com/&twttr_widget=1&twttr_hask=0&twttr_li=0&twttr_pid=	http://platform.twitter.com/widgets/follow_button.1347008535.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FvH9O5lkOJcwVAj5h	image/gif
1348782824.701449	CoYRem3zAE5PuuONMl	192.168.69.10	1049	184.26.15.144	80	3	GET	platform.twitter.com	/widgets/images/btn.80461603b10bcad420939ef5204c466a.gif	http://platform.twitter.com/widgets/follow_button.1347008535.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	898	200	OK	-	-	-	(empty)	-	-	-	-	-	FVmRaG1l3VoFjx3W1i	image/gif
1348782824.776195	CaxEwP2DTyahiZkFWb	192.168.69.10	1072	184.26.15.144	80	1	GET	cdn.api.twitter.com	/1/users/show.json?screen_name=forexprosnews&callback=twttr.setFollowersCount	http://platform.twitter.com/widgets/follow_button.1347008535.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2093	200	OK	-	-	-	(empty)	-	-	-	-	-	FzWskrsa82nsiPAr8	text/plain
1348782824.794755	CwFvLx4Mln5K31ggJb	192.168.69.10	1070	199.59.149.235	80	1	GET	r.twimg.com	/jot?l={"_category_":"tfw_widgets","event_name":"followbutton:impression","dnt":false,"_":"1348797105109","id":"twitter-widget-0","lang":"en","screen_name":"forexprosnews","show_count":"true","show_screen_name":"true","size":"m","twttr_variant":"2.0","logged_in":false,"referrer":"http://www.forexpros.com/","widget":true,"pid":""}	http://platform.twitter.com/widgets/follow_button.1347008535.html	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FUiIm8WfrWTeQf6s9	image/gif
1348782824.206313	CYPxgh4VqbjGvbahSh	192.168.69.10	1066	95.168.173.157	80	1	GET	bozreli.info	/in.php?q=HPCHgVflxNAnPTEtA704uSk36uN3MSKQyoB9VUbWzQ==	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	170	200	OK	-	-	-	(empty)	-	-	-	-	-	FMR6tp2R0OJqvsBAh2	text/html
1348782826.852529	CcgDKB4DQyeddgStcf	192.168.69.10	1075	93.174.90.67	80	1	GET	cateme.info	/aPcgNg?IgnXC=3	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7109	200	OK	-	-	-	(empty)	-	-	-	-	-	FBkuaq2p6ER8hIlVCg	text/html
1348782828.79759	CZsZjZ26Uhh3BERPai	192.168.69.10	1076	93.174.90.67	80	1	GET	cateme.info	/ShsHrNbD	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	17608	200	OK	-	-	-	(empty)	-	-	-	-	-	Ff71BR1WruSBN98yae	application/zip
1348782829.099936	CZsZjZ26Uhh3BERPai	192.168.69.10	1076	93.174.90.67	80	2	GET	cateme.info	/ShsHrNbD	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	17608	200	OK	-	-	-	(empty)	-	-	-	-	-	FeVT2cAhaUNgqWOUi	application/zip
1348782829.300026	CZsZjZ26Uhh3BERPai	192.168.69.10	1076	93.174.90.67	80	3	GET	cateme.info	/ShsHrNbD	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	17608	200	OK	-	-	-	(empty)	-	-	-	-	-	FBwadt2vCx7QC4th7f	application/zip
1348782834.181582	CZsZjZ26Uhh3BERPai	192.168.69.10	1076	93.174.90.67	80	4	GET	cateme.info	/ShsHrNbD	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	17608	200	OK	-	-	-	(empty)	-	-	-	-	-	Fj9DDYhM6UN4fkA3j	application/zip
1348782834.307897	CZsZjZ26Uhh3BERPai	192.168.69.10	1076	93.174.90.67	80	5	GET	cateme.info	/NcfgBn?XFio=7&jcfT=1121	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	159744	200	OK	-	-	-	(empty)	-	-	-	-	-	FUnU5l3IualrxTKNT6	application/x-dosexec
1348782834.826239	CspmXu1wAnzFB9Fim2	192.168.69.10	1078	208.91.207.10	80	1	GET	promos.fling.com	/geo/txt/city.php	-	-	0	30	200	OK	-	-	-	(empty)	-	-	-	-	-	FPkf0F1HMfapfc3ul6	text/plain
#close	2014-04-03-11-08-15
