#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-09-55-09
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1371089234.919471	CQIhFn4MB3qrfNiYr4	192.168.103.10	1029	184.168.221.26	80	1	GET	www.enterdagame.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1371089235.138364	CEUrlG4kGjdRAj8KN5	192.168.103.10	1030	129.121.137.227	80	1	GET	www.stealporn.com	/video/638/petite-teen-with-huge-tits-gets-pounded	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	30711	200	OK	-	-	-	(empty)	-	-	-	-	-	Fo6GeXRFGXHL6qpBg	text/html
1371089235.508919	CCVXrD2kcaxAqNOAf8	192.168.103.10	1037	129.121.137.227	80	1	GET	www.stealporn.com	/templates/frontend/orange/css/style_menu.css	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1060	200	OK	-	-	-	(empty)	-	-	-	-	-	Fto7g64pduWNReWte	text/plain
1371089235.478188	CEUrlG4kGjdRAj8KN5	192.168.103.10	1030	129.121.137.227	80	2	GET	www.stealporn.com	/templates/frontend/orange/css/style.css	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43136	200	OK	-	-	-	(empty)	-	-	-	-	-	FUp7un4Xe0MrsfeqQ3	text/plain
1371089235.544031	CCVXrD2kcaxAqNOAf8	192.168.103.10	1037	129.121.137.227	80	2	GET	www.stealporn.com	/templates/frontend/orange/css/style_ie6.css	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	589	200	OK	-	-	-	(empty)	-	-	-	-	-	FsoRYa440smt8bGQd8	text/plain
1371089235.636061	CEUrlG4kGjdRAj8KN5	192.168.103.10	1030	129.121.137.227	80	3	GET	www.stealporn.com	/templates/frontend/orange/js/jquery-1.2.6.pack.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	31033	200	OK	-	-	-	(empty)	-	-	-	-	-	F7F1W3SzLNhbP8zld	text/plain
1371089235.768773	CCVXrD2kcaxAqNOAf8	192.168.103.10	1037	129.121.137.227	80	3	GET	www.stealporn.com	/templates/frontend/orange/js/jquery.livequery.pack.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2602	200	OK	-	-	-	(empty)	-	-	-	-	-	FqzVyNE6KXDFBRz62	text/plain
1371089235.818104	CEUrlG4kGjdRAj8KN5	192.168.103.10	1030	129.121.137.227	80	4	GET	www.stealporn.com	/templates/frontend/orange/js/jquery.rotator-0.2.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1328	200	OK	-	-	-	(empty)	-	-	-	-	-	FL5NTE1FQaQG9JVmic	text/plain
1371089235.877142	CCVXrD2kcaxAqNOAf8	192.168.103.10	1037	129.121.137.227	80	4	GET	www.stealporn.com	/templates/frontend/orange/js/jquery.avs-0.2.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11778	200	OK	-	-	-	(empty)	-	-	-	-	-	FPbsNE1nlmINpH0kKb	text/plain
1371089235.924686	CEUrlG4kGjdRAj8KN5	192.168.103.10	1030	129.121.137.227	80	5	GET	www.stealporn.com	/templates/frontend/orange/js/jscroller2-1.5.js	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5332	200	OK	-	-	-	(empty)	-	-	-	-	-	FQF1m73TPgPHS912Vi	text/plain
1371089235.979119	CEUrlG4kGjdRAj8KN5	192.168.103.10	1030	129.121.137.227	80	6	GET	www.stealporn.com	/templates/frontend/orange/images/flags/en.gif	http://www.stealporn.com/video/638/petite-teen-with-huge-tits-gets-pounded	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	367	200	OK	-	-	-	(empty)	-	-	-	-	-	FYPlOb1c3J0meXjV6d	image/gif
