#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-22-58
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1337207632.370115	Cn9Hoz2Wl9VWL6QBbi	192.168.127.10	1073	8.18.45.81	80	1	GET	mp.apmebf.com	/ad/tr/13625-132755-36959-51?mpt=2012395426&host=altfarm.mediaplex.com	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337221911&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337221911765&shv=r20120509&jsv=r20110914&saldr=1&correlator=1337221911812&jscb=1&frm=20&adk=1206292463&ga_vid=1674690370.1337221912&ga_sid=1337221912&ga_hid=854063549&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6629&biw=780&bih=438&oid=3&fu=0&ifi=1&dtd=110	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	292	302	Found	-	-	-	(empty)	-	-	-	-	-	FOR3Uv2t2ufZv6Mrr9	text/html
1337207632.679471	C9wnXe1uZnCGRJYBae	192.168.127.10	1072	8.18.45.80	80	2	GET	altfarm.mediaplex.com	/ad/tr/13625-132755-36959-51?mpt=2012395426&no_cj_c=1&upsid=401333079543	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337221911&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337221911765&shv=r20120509&jsv=r20110914&saldr=1&correlator=1337221911812&jscb=1&frm=20&adk=1206292463&ga_vid=1674690370.1337221912&ga_sid=1337221912&ga_hid=854063549&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6629&biw=780&bih=438&oid=3&fu=0&ifi=1&dtd=110	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	49	200	OK	-	-	-	(empty)	-	-	-	-	-	FgQ3mn3vEeX4GtYgl6	image/gif
1337207637.977249	CRJaGA4wDx1jvVB1ai	192.168.127.10	1074	173.241.242.6	80	1	GET	bid.openx.net	/log?l=H4sIAAAAAAAAAG3PPU7DMBwF8JePpm6c0oUyQoEiJMBSgmPH3hgQYutQkFjz1RsgsXRCYuwJGHoFJG7QGYmZE3AGWHBIUgkVT0_Pf9s_U1gAxgUvEh3FkikuFIuzKGVKxoJpEZYznahCRRGBPXk9-QjQIb-H4MEBCFzg6ougA-t-REzpLs4IunDEzQDEM3MW7AF6dXIH8OsUUOya4NxOL33sVffB6V_4GLWRYB_oLCkOKmGmVaSTmDNdhjHLBM-ZSvOSSSGSXKUzlckZwSGs-dTGGBRH5pQ9ubNxCgTwNszuqjLj7aEy24-LymwjW5u9xoy12NoUW9_vrdjEv-Ii42nEZcJ4GRZMSi5YIUXIRJGXSp9naazjSoz5y3_irg8f9VpRs9s-HDTlM0V_XW415TE13Lo0v-yZOPSxXfuelj6Gdfy8pthp534AuJkJ6AMCAAA=&l_xyz=18170_210260	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42	200	OK	-	-	-	(empty)	-	-	-	-	-	FJEYQL1cRdqsroKZRf	image/gif
1337207638.107062	CVJXSY3ZY2LAc3Umzb	192.168.127.10	1067	24.143.193.145	80	2	GET	static.ak.fbcdn.net	/rsrc.php/v2/yP/r/c1TgLV4JTX7.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	15646	200	OK	-	-	-	(empty)	-	-	-	-	-	FvzL2eB03QSsrPG58	text/plain
1337207638.114243	CdYftYEH4RUF4dqr2	192.168.127.10	1069	24.143.193.217	80	2	GET	b.static.ak.fbcdn.net	/rsrc.php/v2/yL/r/5RzsXKn9GCX.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6157	200	OK	-	-	-	(empty)	-	-	-	-	-	Fg82Oh33fTBaX45Kli	text/troff
1337207638.119694	CdGfSA4o30GYfrJ1ce	192.168.127.10	1075	173.241.242.6	80	1	GET	bid.openx.net	/rndr?l=H4sIAAAAAAAAAG3PPU7DMBwF8JePpm6c0oUyQoEiJMBSgmPH3hgQYutQkFjz1RsgsXRCYuwJGHoFJG7QGYmZE3AGWHBIUgkVT0_Pf9s_U1gAxgUvEh3FkikuFIuzKGVKxoJpEZYznahCRRGBPXk9-QjQIb-H4MEBCFzg6ougA-t-REzpLs4IunDEzQDEM3MW7AF6dXIH8OsUUOya4NxOL33sVffB6V_4GLWRYB_oLCkOKmGmVaSTmDNdhjHLBM-ZSvOSSSGSXKUzlckZwSGs-dTGGBRH5pQ9ubNxCgTwNszuqjLj7aEy24-LymwjW5u9xoy12NoUW9_vrdjEv-Ii42nEZcJ4GRZMSi5YIUXIRJGXSp9naazjSoz5y3_irg8f9VpRs9s-HDTlM0V_XW415TE13Lo0v-yZOPSxXfuelj6Gdfy8pthp534AuJkJ6AMCAAA=&r_xyz=18170_210260	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42	200	OK	-	-	-	(empty)	-	-	-	-	-	FfnNcG2qF8aZMzcUga	image/gif
1337207638.103678	CUJqk813jelsWHa5r8	192.168.127.10	1037	173.241.250.2	80	7	GET	d1.openx.org	/lg.php?bannerid=248597&campaignid=92782&zoneid=166106&cb=797a1a34b7&r_id=abcd212074fde17d4b5d6150cacec25a&r_ts=m44zx0	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	Fxn5Kh4vTw1Er8JBAl	image/gif
1337207638.139172	CvIQez2e79XUGrkcTd	192.168.127.10	1076	69.55.48.175	80	1	GET	moocowads.com	/openx/www/delivery/afr.php?refresh=30&zoneid=64&cb=1441092946&url=http://www.toytowngermany.com/&ct0=http://bid.openx.net/click?cd=H4sIAAAAAAAAAB3LsQ0CMQwF0A93oEi3BhXCknOxY2cBWhoWuOAwDtMwDaNQIfH6t2AH4BQlrGWp5EWdpOeNvIpSUx7PZh6ec8L-9j5_Fkz_Mfrmj2IUFoOE1ag3LsTSyzo8V2dOmIHrN-GA-XVJOGLSO37ITffxcwAAAA==&dst=	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1999	200	OK	-	-	-	(empty)	-	-	-	-	-	FF7oLA1xHjQ1Pdfzyj	text/html
1337207640.328632	CVJXSY3ZY2LAc3Umzb	192.168.127.10	1067	24.143.193.145	80	3	GET	static.ak.fbcdn.net	/rsrc.php/v2/yg/r/sNDppUU8tmA.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	57154	200	OK	-	-	-	(empty)	-	-	-	-	-	FbKbG44TVBOxsgZjNk	text/plain
1337207641.175989	CDCp9v2i5uq6bh1Msi	192.168.127.10	1077	209.170.75.184	80	1	GET	js.admeld.com	/meld128.js	http://moocowads.com/openx/www/delivery/afr.php?refresh=30&zoneid=64&cb=1441092946&url=http%3A%2F%2Fwww.toytowngermany.com%2F&ct0=http://bid.openx.net/click?cd=H4sIAAAAAAAAAB3LsQ0CMQwF0A93oEi3BhXCknOxY2cBWhoWuOAwDtMwDaNQIfH6t2AH4BQlrGWp5EWdpOeNvIpSUx7PZh6ec8L-9j5_Fkz_Mfrmj2IUFoOE1ag3LsTSyzo8V2dOmIHrN-GA-XVJOGLSO37ITffxcwAAAA==&dst=	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4212	200	OK	-	-	-	(empty)	-	-	-	-	-	FL0LHa4JZvoWYWn23e	text/plain
1337207641.488972	CGa4EZ2ocXV1QizOW5	192.168.127.10	1056	173.194.37.57	80	2	GET	googleads.g.doubleclick.net	/pagead/drt/s?v=r20120211	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337221911&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337221911765&shv=r20120509&jsv=r20110914&saldr=1&correlator=1337221911812&jscb=1&frm=20&adk=1206292463&ga_vid=1674690370.1337221912&ga_sid=1337221912&ga_hid=854063549&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6629&biw=780&bih=438&oid=3&fu=0&ifi=1&dtd=110	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	143	200	OK	-	-	-	(empty)	-	-	-	-	-	Fxk4Gy12MwJADfMDlf	text/html
1337207641.604173	CmhV1817dLZ3tT9JL1	192.168.127.10	1036	173.241.250.2	80	8	GET	d1.openx.org	/lg.php?bannerid=636421&campaignid=211354&zoneid=185665&loc=1&referer=http://www.toytowngermany.com/&cb=9fcf65fcd3&r_id=19137cfd1da9ccbee1bda851de2b0887&r_ts=m44zx0	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FmR5Em3zf54pDZGAt1	image/gif
1337207641.479188	C2iCNq2VPjHCfuXnwe	192.168.127.10	1042	27.121.104.59	80	6	GET	www.ukforex.co.uk	/Scripts/custom.swfobject.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7031	200	OK	-	-	-	(empty)	-	-	-	-	-	Fz9bO61NZAiqLfofWj	text/plain
1337207641.788911	CLEnCi19JHMuEqmXbb	192.168.127.10	1082	173.194.37.36	80	1	GET	www.google-analytics.com	/ga.js	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	36569	200	OK	-	-	-	(empty)	-	-	-	-	-	FpykUe4sPITx8BRd7b	text/plain
1337207641.644195	CnkGdUMXNBrSqMv72	192.168.127.10	1080	209.170.75.177	80	1	GET	tag.admeld.com	/ad/js/877/moocow/160x600/moocow_exchange_2_us?t=1337221921718&tz=240&m=1&hu=&ht=js&hp=0&fo=&url=http://www.toytowngermany.com/	http://moocowads.com/openx/www/delivery/afr.php?refresh=30&zoneid=64&cb=1441092946&url=http%3A%2F%2Fwww.toytowngermany.com%2F&ct0=http://bid.openx.net/click?cd=H4sIAAAAAAAAAB3LsQ0CMQwF0A93oEi3BhXCknOxY2cBWhoWuOAwDtMwDaNQIfH6t2AH4BQlrGWp5EWdpOeNvIpSUx7PZh6ec8L-9j5_Fkz_Mfrmj2IUFoOE1ag3LsTSyzo8V2dOmIHrN-GA-XVJOGLSO37ITffxcwAAAA==&dst=	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	994	200	OK	-	-	-	(empty)	-	-	-	-	-	FyzgG3WwBRnyNhiR9	text/plain
1337207641.86012	CLEnCi19JHMuEqmXbb	192.168.127.10	1082	173.194.37.36	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.0&utms=1&utmn=1173065530&utmhn=www.toytowngermany.com&utmcs=utf-8&utmsr=800x600&utmvp=780x438&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Toytown Germany - English language news and chat&utmhid=854063549&utmr=-&utmp=/&utmac=UA-457949-1&utmcc=__utma=196863657.1674690370.1337221912.1337221912.1337221912.1;+__utmz=196863657.1337221922.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=D~	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FPTUlt2QNIuubXqTre	image/gif
1337207641.935275	CLEnCi19JHMuEqmXbb	192.168.127.10	1082	173.194.37.36	80	3	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.0&utms=2&utmn=1916321991&utmhn=www.toytowngermany.com&utmcs=utf-8&utmsr=800x600&utmvp=780x438&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Toytown Germany - English language news and chat&utmhid=854063549&utmr=-&utmp=/&utmac=UA-457949-4&utmcc=__utma=196863657.1674690370.1337221912.1337221912.1337221912.1;+__utmz=196863657.1337221922.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=D~	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	F2tXEP3Urj7Cku46j6	image/gif
1337207641.853429	CXx2BUmmiLGZKhNt9	192.168.127.10	1081	46.20.229.2	80	1	GET	www.toytowngermany.com	/xtra/adverts/berlin_apartments.jpg	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2579	200	OK	-	-	-	(empty)	-	-	-	-	-	FM80Jz4u8G3UM334U6	image/jpeg
1337207641.977524	CLEnCi19JHMuEqmXbb	192.168.127.10	1082	173.194.37.36	80	4	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.0&utms=1&utmn=1478579045&utmhn=www.toytowngermany.com&utmcs=utf-8&utmsr=800x600&utmvp=780x438&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Toytown Germany - English language news and chat&utmhid=854063549&utmr=-&utmp=/&utmac=UA-15163090-1&utmcc=__utma=1.1307348531.1337221922.1337221922.1337221922.1;+__utmz=1.1337221922.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=Dl~	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FZeiZx1uOSVyTydwaf	image/gif
1337207641.768429	CSjKql2DIVWg1QwzP8	192.168.127.10	1049	27.121.104.59	80	3	GET	www.ukforex.co.uk	/Scripts/custom.chart.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	881	200	OK	-	-	-	(empty)	-	-	-	-	-	FplusK3ETpEUA8HKY5	text/plain
1337207642.008334	CLEnCi19JHMuEqmXbb	192.168.127.10	1082	173.194.37.36	80	5	GET	www.google-analytics.com	/__utm.gif?utmwv=5.3.0&utms=2&utmn=321028581&utmhn=www.toytowngermany.com&utmcs=utf-8&utmsr=800x600&utmvp=780x438&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Toytown Germany - English language news and chat&utmhid=854063549&utmr=-&utmp=/&utmac=UA-6626612-1&utmcc=__utma=1.1307348531.1337221922.1337221922.1337221922.1;+__utmz=1.1337221922.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=Dl~	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FFlTYQ1WJ4kXsyoMkg	image/gif
1337207641.740548	CGa4EZ2ocXV1QizOW5	192.168.127.10	1056	173.194.37.57	80	3	GET	googleads.g.doubleclick.net	/pagead/ads?client=ca-pub-0953829391660321&output=html&h=600&slotname=7969369027&w=160&lmt=1337221921&ea=0&flash=10.0.32.18&url=http://www.toytowngermany.com/&dt=1337221921812&shv=r20120509&jsv=r20110914&saldr=1&prev_slotnames=5617333748,5617333748&correlator=1337221911812&jscb=1&frm=20&adk=96239162&ga_vid=1674690370.1337221912&ga_sid=1337221912&ga_hid=854063549&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=828&ady=9928&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=94	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1368	200	OK	-	-	-	(empty)	-	-	-	-	-	F8oQsj2ZsvZ6dQHVo9	text/html
1337207642.026783	CvIQez2e79XUGrkcTd	192.168.127.10	1076	69.55.48.175	80	2	GET	moocowads.com	/openx/www/delivery/lg.php?bannerid=91&campaignid=18&zoneid=64&loc=1&referer=http://www.toytowngermany.com/&cb=c04a7575ce	http://moocowads.com/openx/www/delivery/afr.php?refresh=30&zoneid=64&cb=1441092946&url=http%3A%2F%2Fwww.toytowngermany.com%2F&ct0=http://bid.openx.net/click?cd=H4sIAAAAAAAAAB3LsQ0CMQwF0A93oEi3BhXCknOxY2cBWhoWuOAwDtMwDaNQIfH6t2AH4BQlrGWp5EWdpOeNvIpSUx7PZh6ec8L-9j5_Fkz_Mfrmj2IUFoOE1ag3LsTSyzo8V2dOmIHrN-GA-XVJOGLSO37ITffxcwAAAA==&dst=	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FsGcd12DyyUMrHXZB5	image/gif
1337207642.101063	CZgBn83JvMRguHeCZk	192.168.127.10	1083	216.38.170.155	80	1	GET	cdn.w55c.net	/i/0Ru1VfA18x_1731415313.html?&rtbhost=rts-rr01.sldc.dataxu.net&btid=MmFjODQwMjEtYWJjOS00ZmViLTliOTktNzYwZWU3YjQzZjlhfEFGYU1KRkNmQU58MTMzNzIwNzUyNDY5NnwxMTYwMTM3MnwwRjVJSndJSEljfDBSdTFWZkExOHh8RVhfLTIwNzQzMjA3MjB8MjMwMTEyN3wwfC4wfDU1MDAwMHwxMC4wUA&ei=ADMELD&wp_exchange=2.09&js=0&ob=1&ccw=SUFCWDMwIzAuMDMwNzE4MjA0fElBQjIwLTE0IzAuMDQyMTIwMDczfElBQjgjMC4wMzgyNzc1NTV8SUFCMjAjMC4w&ci=0CIra0LjCN&s=http://www.toytowngermany.com/&ts=1337207524712&c=US&r=GA&m=524&pc=30313&ct=b1cca87ae82e40c7b29b2c3e67e2cd5a&rnd=5237975338189665&l=ZW58ZW58&v=1&epid=QU04Nzc&esid=QU0yNzYy&euid=NmMyMGU0MjUtY2I4YS00N2RlLTgxYzMtNjA5ZWU5MDhmMTBi	http://moocowads.com/openx/www/delivery/afr.php?refresh=30&zoneid=64&cb=1441092946&url=http%3A%2F%2Fwww.toytowngermany.com%2F&ct0=http://bid.openx.net/click?cd=H4sIAAAAAAAAAB3LsQ0CMQwF0A93oEi3BhXCknOxY2cBWhoWuOAwDtMwDaNQIfH6t2AH4BQlrGWp5EWdpOeNvIpSUx7PZh6ec8L-9j5_Fkz_Mfrmj2IUFoOE1ag3LsTSyzo8V2dOmIHrN-GA-XVJOGLSO37ITffxcwAAAA==&dst=	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2344	200	OK	-	-	-	(empty)	-	-	-	-	-	FqHlmje32kaNMtxV7	text/html
1337207642.121452	CGa4EZ2ocXV1QizOW5	192.168.127.10	1056	173.194.37.57	80	4	GET	googleads.g.doubleclick.net	/pagead/adview?ai=BHlCz5Cq0T4P_LpKsqwHxnNyfBrXMvpQCtafp7Sb94dSCRgAQARgBIAA4AVCAx-HEBGDJvrmH4KO0EIIBF2NhLXB1Yi0wOTUzODI5MzkxNjYwMzIxoAGxtNXsA7IBFnd3dy50b3l0b3duZ2VybWFueS5jb226AQoxNjB4NjAwX2FzyAEJ2gEeaHR0cDovL3d3dy50b3l0b3duZ2VybWFueS5jb20vmAKoBcACBMgCxc3WBqgDAegDyyj1AwAAAMT1AwAAABCABtrY7rak5s20MQ&sigh=zRvjHCjZhAY	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=600&slotname=7969369027&w=160&lmt=1337221921&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337221921812&shv=r20120509&jsv=r20110914&saldr=1&prev_slotnames=5617333748%2C5617333748&correlator=1337221911812&jscb=1&frm=20&adk=96239162&ga_vid=1674690370.1337221912&ga_sid=1337221912&ga_hid=854063549&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=828&ady=9928&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=94	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1337207642.224819	CXI3NkNcDLV6lq4H6	192.168.127.10	1089	72.21.91.19	80	1	GET	cti.w55c.net	/ct/creative_add_on.js?w=160&h=600&pos=top-right&zindex=0&ci=0CIra0LjCN&ei=ADMELD&ob=1	http://cdn.w55c.net/i/0Ru1VfA18x_1731415313.html?&rtbhost=rts-rr01.sldc.dataxu.net&btid=MmFjODQwMjEtYWJjOS00ZmViLTliOTktNzYwZWU3YjQzZjlhfEFGYU1KRkNmQU58MTMzNzIwNzUyNDY5NnwxMTYwMTM3MnwwRjVJSndJSEljfDBSdTFWZkExOHh8RVhfLTIwNzQzMjA3MjB8MjMwMTEyN3wwfC4wfDU1MDAwMHwxMC4wUA&ei=ADMELD&wp_exchange=2.09&js=0&ob=1&ccw=SUFCWDMwIzAuMDMwNzE4MjA0fElBQjIwLTE0IzAuMDQyMTIwMDczfElBQjgjMC4wMzgyNzc1NTV8SUFCMjAjMC4w&ci=0CIra0LjCN&s=http%3A%2F%2Fwww.toytowngermany.com%2F&ts=1337207524712&c=US&r=GA&m=524&pc=30313&ct=b1cca87ae82e40c7b29b2c3e67e2cd5a&rnd=5237975338189665&l=ZW58ZW58&v=1&epid=QU04Nzc&esid=QU0yNzYy&euid=NmMyMGU0MjUtY2I4YS00N2RlLTgxYzMtNjA5ZWU5MDhmMTBi	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2384	200	OK	-	-	-	(empty)	-	-	-	-	-	FW8cMI1V8XqlZnurYi	text/plain
1337207642.208761	CPCUD83xxwAerVRkF6	192.168.127.10	1086	173.194.37.60	80	1	GET	ad.doubleclick.net	/adi/N5895.158901.DATAXU/B6432157.2;sz=160x600;pc=[TPAS_ID];click=http://i.w55c.net/cl?t=1&btid=MmFjODQwMjEtYWJjOS00ZmViLTliOTktNzYwZWU3YjQzZjlhfEFGYU1KRkNmQU58MTMzNzIwNzUyNDY5NnwxMTYwMTM3MnwwRjVJSndJSEljfDBSdTFWZkExOHh8RVhfLTIwNzQzMjA3MjB8MjMwMTEyN3wwfC4wfDU1MDAwMHwxMC4wUA&ei=ADMELD&rurl=;ord=MmFjODQwMjEtYWJjOS00ZmViLTliOTktNzYwZWU3YjQzZjlhfEFGYU1KRkNmQU58MTMzNzIwNzUyNDY5NnwxMTYwMTM3MnwwRjVJSndJSEljfDBSdTFWZkExOHh8RVhfLTIwNzQzMjA3MjB8MjMwMTEyN3wwfC4wfDU1MDAwMHwxMC4wUA?	http://cdn.w55c.net/i/0Ru1VfA18x_1731415313.html?&rtbhost=rts-rr01.sldc.dataxu.net&btid=MmFjODQwMjEtYWJjOS00ZmViLTliOTktNzYwZWU3YjQzZjlhfEFGYU1KRkNmQU58MTMzNzIwNzUyNDY5NnwxMTYwMTM3MnwwRjVJSndJSEljfDBSdTFWZkExOHh8RVhfLTIwNzQzMjA3MjB8MjMwMTEyN3wwfC4wfDU1MDAwMHwxMC4wUA&ei=ADMELD&wp_exchange=2.09&js=0&ob=1&ccw=SUFCWDMwIzAuMDMwNzE4MjA0fElBQjIwLTE0IzAuMDQyMTIwMDczfElBQjgjMC4wMzgyNzc1NTV8SUFCMjAjMC4w&ci=0CIra0LjCN&s=http%3A%2F%2Fwww.toytowngermany.com%2F&ts=1337207524712&c=US&r=GA&m=524&pc=30313&ct=b1cca87ae82e40c7b29b2c3e67e2cd5a&rnd=5237975338189665&l=ZW58ZW58&v=1&epid=QU04Nzc&esid=QU0yNzYy&euid=NmMyMGU0MjUtY2I4YS00N2RlLTgxYzMtNjA5ZWU5MDhmMTBi	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6570	200	OK	-	-	-	(empty)	-	-	-	-	-	FKxIB04It4PgQZuYJ2	text/html
1337207642.023389	C2iCNq2VPjHCfuXnwe	192.168.127.10	1042	27.121.104.59	80	7	GET	www.ukforex.co.uk	/Scripts/jquery.unobtrusive-ajax.min.js	http://www.ukforex.co.uk/partner-tools/CurrencyConverter/UK/w	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2745	200	OK	-	-	-	(empty)	-	-	-	-	-	FVatTb173y5Za8bal1	text/plain
